asset_id,ticker,company_name,search_key,status,reason,lei,legal_name,country,match_tier,candidate_count_after_fix,candidate_countries,phase,created_at_utc
U15157,OUT1Vh,Outokumpu Oyj,OUTOKUMPU,resolved,tier1_single_issued_registration_among_exact_matches,5493009YRUJJDCFF0R80,Outokumpu Oyj,FI,tier1_single_issued,2,DK|FI,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:43+00:00
U15160,OVSm,OVS SpA,OVS,resolved,tier1_single_issued_registration_among_exact_matches,8156001A772766DCAA71,OVS SPA,IT,tier1_single_issued,3,BE|FR|IT,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:44+00:00
U15201,PALv,Palfinger AG,PALFINGER,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,529900IFAV83BX8O1O91,PALFINGER AG,AT,tier2_legal_form_match,2,AT|CA,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:45+00:00
U15209,PARKAc,Park Street A/S,PARK STREET,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,DK|JE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:02:47+00:00
U15212,PARROp,Parrot SA,PARROT,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,3,FR|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:02+00:00
U15233,PBHa,PB Holding NV,PB HOLDING,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,4,FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:04+00:00
U15273,PFEd,Pfizer Inc,PFIZER,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,765LHXWGK1KXCLTFYQ30,PFIZER INC.,US,tier2_legal_form_match,7,BE|CH|FR|GB|IN|SE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:05+00:00
U15343,PNDORc,Pandora A/S,PANDORA,resolved,tier1_single_issued_registration_among_exact_matches,5299007OWYZ6I1E46843,Pandora A/S,DK,tier1_single_issued,3,DK|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:06+00:00
U15349,PNORo,Petronor E&P ASA,PETRONOR E&P,resolved,tier1_single_issued_registration_among_exact_matches,984500AEEH2D2AK42C11,PETRONOR E&P ASA,NO,tier1_single_issued,2,AU|NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:07+00:00
U15389,PREVBs,Prevas AB,PREVAS,resolved,tier1_single_issued_registration_among_exact_matches,5493007FF9DNP5DUJQ78,Prevas Aktiebolag,SE,tier1_single_issued,2,FR|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:07+00:00
U15394,PRICBs,Pricer AB,PRICER,resolved,tier1_single_issued_registration_among_exact_matches,5493000MATG2DYK19F35,Pricer Aktiebolag,SE,tier1_single_issued,2,FR|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:08+00:00
U15407,PROTo,Protector Forsikring ASA,PROTECTOR FORSIKRING,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5967007LIEEXZXAIO813,PROTECTOR FORSIKRING ASA,NO,tier2_legal_form_match,3,FR|NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:09+00:00
U15414,PRUl,Prudential PLC,PRUDENTIAL,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,BE|LU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:10+00:00
U15421,PSEo,Petrolia SE,PETROLIA,resolved,tier1_single_issued_registration_among_exact_matches,213800314VQ2TXFPB471,PETROLIA SE,CY,tier1_single_issued,2,CY|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:11+00:00
U15447,PUBp,Publicis Groupe SA,PUBLICIS GROUPE,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:12+00:00
U15560,RCHl,Reach PLC,REACH,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800GNI5XF3XOATR61,REACH PLC,GB,tier2_legal_form_match,4,FR|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:14+00:00
U15570,RECTb,Recticel SA,RECTICEL,resolved,tier1_single_issued_registration_among_exact_matches,549300R8K43AXHYP5M15,RECTICEL,BE,tier1_single_issued,2,BE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:14+00:00
U15571,RECl,Record PLC,RECORD,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5493000VJ55ZTYGX4322,RECORD PLC,GB,tier2_legal_form_match,3,GB|HK|IT,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:15+00:00
U15613,RIASBc,Rias A/S,RIAS,resolved,tier1_single_issued_registration_among_exact_matches,549300XVCPVNRHSJS805,RIAS A/S,DK,tier1_single_issued,2,AT|DK,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:17+00:00
U15634,RMl,RM PLC,RM,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,2138005RKUCIEKLXWM61,RM PLC,GB,tier2_legal_form_match,3,DE|GB|IT,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:18+00:00
U15648,ROCKAc,ROCKWOOL A/S,ROCKWOOL,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800QRC7LNX935OZ09,ROCKWOOL A/S,DK,tier2_legal_form_match,4,DK|GB|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:19+00:00
U15688,RUIp,Rubis SCA,RUBIS,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,4,BE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:20+00:00
U15703,S30p,Solutions 30 SE,SOLUTIONS 30,resolved,tier1_single_issued_registration_among_exact_matches,2221003G8BRH3CPABK72,SOLUTIONS 30 SE,LU,tier1_single_issued,2,DE|LU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:21+00:00
U15743,SAGAl,Saga PLC,SAGA,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,2138004WWUJN94K2LH95,SAGA PLC,GB,tier2_legal_form_match,9,AT|FR|GB|IT|LU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:23+00:00
U15753,SALMo,Salmar ASA,SALMAR,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5967007LIEEXZXGDBK67,SALMAR ASA,NO,tier2_legal_form_match,3,GB|MH|NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:23+00:00
U15758,SANDs,Sandvik AB,SANDVIK,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,SE|ZA,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:24+00:00
U15759,SANIOs,Saniona AB,SANIONA,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300XO4L9XNOCFCZ84,Saniona AB,SE,tier2_legal_form_match,2,DK|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:25+00:00
U15767,SATSo,SATS ASA,SATS,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300UWBMWYM7YQRF97,SATS ASA,NO,tier2_legal_form_match,2,NO|SG,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:26+00:00
U15820,SCANAo,Scana ASA,SCANA,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5967007LIEEXZXI6WO83,SCANA ASA,NO,tier2_legal_form_match,2,NO|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:27+00:00
U15825,SCHNz,Schindler Holding AG,SCHINDLER HOLDING,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5299007DRLI319H7Q933,Schindler Holding AG,CH,tier2_legal_form_match,4,CH|DE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:28+00:00
U15846,SDGp,Synergie SE,SYNERGIE,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,6,FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:29+00:00
U15863,SDLFl,Standard Life PLC,STANDARD LIFE,resolved,tier1_single_issued_registration_among_exact_matches,2138001P49OLAEU33T68,STANDARD LIFE PLC,GB,tier1_single_issued,2,GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:31+00:00
U15877,SEBAs,Skandinaviska Enskilda Banken AB,SKANDINAVISKA ENSKILDA BANKEN,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,3,LU|NL|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:32+00:00
U15884,SECUBs,Securitas AB,SECURITAS,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,635400TTYKE8EIWDS617,Securitas AB,SE,tier2_legal_form_match,2,BE|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:33+00:00
U15953,SGFm,Sogefi SpA,SOGEFI,resolved,tier1_single_issued_registration_among_exact_matches,5493005HPJ40IY377O47,SOGEFI S.P.A.,IT,tier1_single_issued,3,FR|IT,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:34+00:00
U15977,SGSNz,SGS SA,SGS,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,2138007JNS19JHNA2336,SGS SA,CH,tier2_legal_form_match,6,CH|DE|FR|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:35+00:00
U15983,SHBAs,Svenska Handelsbanken AB,SVENSKA HANDELSBANKEN,resolved,tier1_single_issued_registration_among_exact_matches,NHBDILHZTYCNBV5UYZ31,Svenska Handelsbanken AB,SE,tier1_single_issued,2,FR|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:37+00:00
U15991,SHIl,SIG PLC,SIG,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800VDC1BKJEZ8PV53,SIG PLC,GB,tier2_legal_form_match,3,DE|GB|SC,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:38+00:00
U16040,SKABs,Skanska AB,SKANSKA,resolved,tier1_single_issued_registration_among_exact_matches,549300UINV5RINHGMG07,Skanska AB,SE,tier1_single_issued,2,SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:40+00:00
U16051,SKp,SEB SA,SEB,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,969500WP61NBK098AC47,SEB SA,FR,tier2_legal_form_match,2,DE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:41+00:00
U16124,SNGd,Singulus Technologies AG,SINGULUS TECHNOLOGIES,resolved,tier1_single_issued_registration_among_exact_matches,5299006FS69Q41A8KK44,Singulus Technologies Aktiengesellschaft,DE,tier1_single_issued,2,DE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:42+00:00
U16128,SNRl,Senior PLC,SENIOR,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,5493002HQHWN5JQHKQ51,SENIOR PLC,GB,tier2_legal_form_match,3,FR|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:43+00:00
U16142,SOFb,Sofina SA,SOFINA,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,3,BE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:44+00:00
U16150,SOLBb,Solvay SA,SOLVAY,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,3,BE|DE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:45+00:00
U16198,SPGc,SP Group A/S,SP GROUP,resolved,tier1_single_issued_registration_among_exact_matches,549300WCUCPUNXAFH710,SP GROUP A/S,DK,tier1_single_issued,2,DK|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:47+00:00
U16275,SQ3d,Block Inc,BLOCK,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300OHIIUWSTIZME52,"BLOCK, INC.",US,tier2_legal_form_match,4,IM|NL|US|VG,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:48+00:00
U16282,SRBd,Starbucks Corp,STARBUCKS,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,FI|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:48+00:00
U16329,SSUNd,Samsung Electronics Co Ltd,SAMSUNG ELECTRONICS,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,DE|IN,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:50+00:00
U16336,STARAs,Starbreeze AB,STARBREEZE,resolved,tier1_single_issued_registration_among_exact_matches,213800T68IVZFR868L42,Starbreeze AB,SE,tier1_single_issued,2,IM|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:50+00:00
U16348,STEMl,SThree PLC,STHREE,resolved,tier1_single_issued_registration_among_exact_matches,2138003NEBX5VRP3EX50,STHREE PLC,GB,tier1_single_issued,2,DE|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:51+00:00
U16351,STFp,Stef SA,STEF,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,4,BE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:52+00:00
U16368,STMNz,Straumann Holding AG,STRAUMANN HOLDING,resolved,tier1_single_issued_registration_among_exact_matches,50670046ML5FVIM60Z37,Straumann Holding AG,CH,tier1_single_issued,2,CH,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:53+00:00
U16385,STRAPc,Strategic Partners A/S,STRATEGIC PARTNERS,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,54930025OZD2GGSQ7L42,Strategic Partners A/S,DK,tier2_legal_form_match,3,DK|HK|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:55+00:00
U16428,SUNNz,Sunrise Communications AG,SUNRISE COMMUNICATIONS,resolved,tier1_single_issued_registration_among_exact_matches,213800RS9HRGTWOGCO08,SUNRISE COMMUNICATIONS AG,CH,tier1_single_issued,2,CH,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:57+00:00
U16429,SUNz,Sulzer AG,SULZER,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,529900NZ6MAST5IJF669,Sulzer AG,CH,tier2_legal_form_match,3,AT|CH|DE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:58+00:00
U16483,SWp,Sodexo SA,SODEXO,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,FR|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:03:59+00:00
U16544,SYENSb,Syensqo SA,SYENSQO,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,BE|IT,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:00+00:00
U16548,SYKd,Stryker Corp,STRYKER,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,4,BE|CH|SE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:01+00:00
U16554,SYNTl,Synthomer PLC,SYNTHOMER,resolved,tier1_single_issued_registration_among_exact_matches,213800EHT3TI1KPQQJ56,SYNTHOMER PLC,GB,tier1_single_issued,2,DE|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:02+00:00
U16556,SYSRs,Systemair AB,SYSTEMAIR,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,5,AT|BE|CA|DK|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:03+00:00
U16639,TEYd,Teradyne Inc,TERADYNE,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,C3X4YJ278QNZHRJULN75,"TERADYNE, INC.",US,tier2_legal_form_match,3,FR|GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:04+00:00
U16654,TGSo,TGS ASA,TGS,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300NUPLAXPB0WYH90,TGS ASA,NO,tier2_legal_form_match,2,DE|NO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:05+00:00
U16659,THGl,THG PLC,THG,resolved,tier1_single_issued_registration_among_exact_matches,21380066N3SV9O8IDP37,THG PLC,GB,tier1_single_issued,2,GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:07+00:00
U16660,THRLl,Target Healthcare REIT PLC,TARGET HEALTHCARE REIT,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800RXPY9WULUSBC04,TARGET HEALTHCARE REIT PLC,GB,tier2_legal_form_match,2,GB|JE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:08+00:00
U16666,TIETOh,Tieto Oyj,TIETO,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300EW2KM4KROKQV31,Tieto Oyj,FI,tier2_legal_form_match,2,FI|SE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:09+00:00
U16699,TITCb,Titan SA,TITAN,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800F9Y8EA5JN5X490,TITAN S.A.,MH,tier2_legal_form_match,8,BE|FR|IT|MH,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:11+00:00
U16702,TIVc,Tivoli A/S,TIVOLI,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800U8GOU4PCQKDX03,TIVOLI A/S,DK,tier2_legal_form_match,3,DK|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:12+00:00
U16710,TL0d,Tesla Inc,TESLA,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,54930043XZGB27CTOV49,"TESLA, INC.",US,tier2_legal_form_match,3,FR|IN|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:13+00:00
U16713,TLWl,Tullow Oil PLC,TULLOW OIL,resolved,tier1_single_issued_registration_among_exact_matches,2138003EYHWO75RKS857,TULLOW OIL PLC,GB,tier1_single_issued,2,GB|IE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:14+00:00
U16722,TN8d,Thermo Fisher Scientific Inc,THERMO FISHER SCIENTIFIC,resolved,tier1_single_issued_registration_among_exact_matches,254900T8EPMOE62C8D41,Thermo Fisher Scientific,BE,tier1_single_issued,2,BE|DE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:15+00:00
U16724,TNIEd,Tonies SE,TONIES,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,222100DAYRVSS1X9EB98,TONIES SE,LU,tier2_legal_form_match,2,DE|LU,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:16+00:00
U16792,TRMDAc,TORM PLC,TORM,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800VL1H1ABVM1ZF63,TORM PLC,GB,tier2_legal_form_match,2,DK|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:16+00:00
U17034,UPABd,United Parcel Service Inc,UNITED PARCEL SERVICE,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,D01LMJZU09ULLNCY6Z23,"UNITED PARCEL SERVICE, INC.",US,tier2_legal_form_match,2,US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:18+00:00
U17163,UU2d,Blackrock Inc,BLACKROCK,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,529900VBK42Y5HHRMD23,"BlackRock, Inc.",US,tier2_legal_form_match,3,MC|MT|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:19+00:00
U17169,V1Ld,Valero Energy Corp,VALERO ENERGY,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,3,CA|GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:20+00:00
U17211,VALMTh,Valmet Oyj,VALMET,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800D9O7FUQDH83V62,VALMET OYJ,FI,tier2_legal_form_match,9,CA|CL|DE|FI|GB|IT|SE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:22+00:00
U17219,VANb,Van de Velde NV,VAN DE VELDE,resolved,tier1_single_issued_registration_among_exact_matches,5493009LLUCOLP3YH507,VAN DE VELDE,BE,tier1_single_issued,2,BE|FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:24+00:00
U17236,VCPl,Victoria PLC,VICTORIA,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,14,FR|PT|RO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:25+00:00
U17267,VEFABs,VEF AB,VEF,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,BM|RO,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:26+00:00
U17318,VGPb,VGP NV,VGP,resolved,tier1_single_issued_registration_among_exact_matches,315700NENYPIXFR94T49,VGP,BE,tier1_single_issued,2,BE|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:27+00:00
U17425,VRLAp,Verallia SA,VERALLIA,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,FR,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:28+00:00
U17430,VSVSl,Vesuvius PLC,VESUVIUS,resolved,tier1_single_issued_registration_among_exact_matches,213800ORZ521W585SY02,VESUVIUS PLC,GB,tier1_single_issued,3,DE|GB|IM,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:29+00:00
U17626,WILl,Wilmington PLC,WILMINGTON,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,213800PFUQT4HHFYZJ63,WILMINGTON PLC,GB,tier2_legal_form_match,2,BE|GB,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:30+00:00
U17635,WISEl,Wise Group PLC,WISE GROUP,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,984500Z0CT5DE760B008,WISE GROUP PLC,JE,tier2_legal_form_match,2,FR|JE,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:31+00:00
U18174,XPHd,Amphenol Corp,AMPHENOL,resolved,tier1_single_issued_registration_among_exact_matches,549300D3L3G0R4U4VT04,AMPHENOL CORPORATION,US,tier1_single_issued,2,GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:32+00:00
U18361,YCPd,ConocoPhillips,CONOCOPHILLIPS,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,WPTL2Z3FIYTHSP5V2253,CONOCOPHILLIPS,US,tier2_legal_form_match,2,US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:33+00:00
U18381,YUBICs,Yubico AB,YUBICO,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300I9RBIU9DW59H39,Yubico AB,SE,tier2_legal_form_match,2,SE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:34+00:00
U18552,0A78l,Caesars Entertainment Inc,CAESARS ENTERTAINMENT,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:35+00:00
U18564,0EV1l,Carnival Corp Ltd,CARNIVAL,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,BM|KY,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:36+00:00
U18575,0H9Nl,AECOM,AECOM,resolved,tier1_single_issued_registration_among_exact_matches,2WKCM9EOCM4UGJU1F243,AECOM LIMITED,GB,tier1_single_issued,2,GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:37+00:00
U18578,0HBQl,Akamai Technologies Inc,AKAMAI TECHNOLOGIES,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,OC1LZNN2LF5WTJ5RIL89,"AKAMAI TECHNOLOGIES, INC.",US,tier2_legal_form_match,2,GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:38+00:00
U18599,0HHBl,Aramark,ARAMARK,resolved,tier1_single_issued_registration_among_exact_matches,875500WT1IY2H60BUN69,ARAMARK,BE,tier1_single_issued,2,BE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:38+00:00
U18613,0HOUl,BorgWarner Inc,BORGWARNER,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300DSFX2IE88NSX47,BORGWARNER INC.,US,tier2_legal_form_match,2,GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:39+00:00
U18647,0I4Wl,Crown Castle Inc,CROWN CASTLE,resolved,tier1_single_issued_registration_among_exact_matches,54930012H97VSM0I2R19,CROWN CASTLE INC.,US,tier1_single_issued,2,PA|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:41+00:00
U18649,0I58l,Cummins Inc,CUMMINS,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,ZUNI8PYC725B6H8JU438,CUMMINS INC.,US,tier2_legal_form_match,3,BE|GB|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:42+00:00
U18659,0ICPl,Dover Corp,DOVER,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,2,BE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:43+00:00
U18665,0IFAl,Ecolab Inc,ECOLAB,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,82DYEISM090VG8LTLS26,ECOLAB INC.,US,tier2_legal_form_match,8,AT|BE|CL|GB|HK|IE|SE|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:45+00:00
U18669,0II4l,Equinix Inc,EQUINIX,narrowed_unconfirmed,tier2_legal_form_suffix_matches_source_name_not_independently_verified,549300EVUN2BTLJ3GT74,"EQUINIX, INC.",US,tier2_legal_form_match,2,GI|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:46+00:00
U18677,0IK3l,FMC Corp,FMC,ambiguous,multiple_active_candidates_survive_both_tiers,,,,,3,DE|FR|US,v2.38BQ-europe-cboe-ambiguous-disambiguation,2026-09-08T10:04:47+00:00
