Symbol,Name,Exchange,Country,Sector,Industry,Market Cap,Last Sale,Volume,Source,instrument_type,instrument_scope,classification_confidence,classification_reason,yf_symbol,quote_type,has_core_market_data,market_data_error,avg_volume_30d,avg_volume_90d
APA,APA Corporation - Common Stock,NASDAQ,USA,Energy,Oil & Gas E&P,12926406656.0,36.57,8099574,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APA,EQUITY,True,,8099574,8099574
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,NASDAQ,USA,Financial Services,Shell Companies,81631232.0,10.14,2268,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APAC,EQUITY,True,,2268,2268
APC,ARKO Petroleum Corp. - Class A Common Stock,NASDAQ,USA,Energy,Oil & Gas Refining & Marketing,1626633472.0,19.7,160358,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APC,EQUITY,True,,160358,160358
APEI,"American Public Education, Inc. - Common Stock",NASDAQ,USA,Consumer Defensive,Education & Training Services,965784640.0,52.65,344641,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APEI,EQUITY,True,,344641,344641
APGE,"Apogee Therapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,6552844288.0,86.92,935658,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APGE,EQUITY,True,,935658,935658
API,"Agora, Inc. - ADS",NASDAQ,USA,Technology,Software - Application,406684448.0,4.81,430707,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,API,EQUITY,True,,430707,430707
APLD,Applied Digital Corporation - Common Stock,NASDAQ,USA,Technology,Information Technology Services,11322188800.0,39.62,21877955,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APLD,EQUITY,True,,21877955,21877955
APLM,Apollomics Inc. - Class A Ordinary Shares,NASDAQ,USA,Healthcare,Biotechnology,30744728.0,14.0,7558,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APLM,EQUITY,True,,7558,7558
APM,Aptorum Group Limited - Class A Ordinary Shares,NASDAQ,USA,Healthcare,Biotechnology,8225194.0,1.01,63807,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APM,EQUITY,True,,63807,63807
APOG,"Apogee Enterprises, Inc. - Common Stock",NASDAQ,USA,Industrials,Building Products & Equipment,790200640.0,37.01,255052,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APOG,EQUITY,True,,255052,255052
APP,Applovin Corporation - Class A Common Stock,NASDAQ,USA,Communication Services,Advertising Agencies,187185512448.0,557.2,4677550,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APP,EQUITY,True,,4677550,4677550
APPF,"AppFolio, Inc. - Class A Common Stock",NASDAQ,USA,Technology,Software - Application,5902753280.0,166.94,362128,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APPF,EQUITY,True,,362128,362128
APPN,Appian Corporation - Class A Common Stock,NASDAQ,USA,Technology,Software - Infrastructure,1815481728.0,24.73,905212,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APPN,EQUITY,True,,905212,905212
APPS,"Digital Turbine, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Application,1087164416.0,9.01,4104528,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APPS,EQUITY,True,,4104528,4104528
APRE,"Aprea Therapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,9180590.0,0.7414,370419,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APRE,EQUITY,True,,370419,370419
APVO,Aptevo Therapeutics Inc. - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,5881615.0,4.72,56906,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APVO,EQUITY,True,,56906,56906
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",NASDAQ,USA,Industrials,Electrical Equipment & Parts,54839168.0,1.33,5846,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APWC,EQUITY,True,,5846,5846
APXT,Apex Treasury Corporation - Class A Ordinary Share,NASDAQ,USA,Financial Services,Shell Companies,461438400.0,10.04,66855,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.,APXT,EQUITY,True,,66855,66855
APYX,Apyx Medical Corporation - Common Stock,NASDAQ,USA,Healthcare,Medical Devices,187176560.0,4.47,172458,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,APYX,EQUITY,True,,172458,172458
AQB,"AquaBounty Technologies, Inc. - Common Stock",NASDAQ,USA,Consumer Defensive,Farm Products,5044260.0,0.98,37352,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AQB,EQUITY,True,,37352,37352
AQMS,"Aqua Metals, Inc. - Common Stock",NASDAQ,USA,Industrials,Waste Management,11733401.0,3.49,47828,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AQMS,EQUITY,True,,47828,47828
AQST,"Aquestive Therapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,493018976.0,3.93,1623128,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AQST,EQUITY,True,,1623128,1623128
ARAI,Arrive AI Inc. - Common Stock,NASDAQ,USA,Technology,Scientific & Technical Instruments,23684164.0,0.4567,9517565,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARAI,EQUITY,True,,9517565,9517565
ARAY,Accuray Incorporated - Common Stock,NASDAQ,USA,Healthcare,Medical Devices,40673688.0,0.3419,3253468,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARAY,EQUITY,True,,3253468,3253468
ARBB,ARB IOT Group Limited - Ordinary Shares,NASDAQ,USA,Technology,Information Technology Services,9903086.0,5.61,39479,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARBB,EQUITY,True,,39479,39479
ARBE,Arbe Robotics Ltd. - Ordinary Shares,NASDAQ,USA,Technology,Scientific & Technical Instruments,111611272.0,0.91,2256482,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARBE,EQUITY,True,,2256482,2256482
ARBK,Argo Blockchain plc - American Depositary Shares,NASDAQ,USA,Financial Services,Capital Markets,50344048.0,3.44,27282,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,ARBK,EQUITY,True,,27282,27282
ARCB,ArcBest Corporation - Common Stock,NASDAQ,USA,Industrials,Trucking,3452889600.0,155.09,313980,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARCB,EQUITY,True,,313980,313980
ARCL,ARC Group Acquisition I Corp - Class A Ordinary Shares,NASDAQ,USA,Financial Services,Shell Companies,177357376.0,9.89,112805,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARCL,EQUITY,True,,112805,112805
ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,207488400.0,7.3,462690,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARCT,EQUITY,True,,462690,462690
ARDX,"Ardelyx, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,1373483392.0,5.56,3538209,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARDX,EQUITY,True,,3538209,3538209
AREC,American Resources Corporation - Class A Common Stock,NASDAQ,USA,Basic Materials,Coking Coal,225709376.0,2.11,2901160,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AREC,EQUITY,True,,2901160,2901160
ARGX,argenx SE - American Depositary Shares,NASDAQ,USA,Healthcare,Biotechnology,55703015424.0,891.32,323457,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,ARGX,EQUITY,True,,323457,323457
ARHS,"Arhaus, Inc. - Class A Common Stock",NASDAQ,USA,Consumer Cyclical,Specialty Retail,895948608.0,6.33,1382701,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARHS,EQUITY,True,,1382701,1382701
ARKO,ARKO Corp. - Common Stock,NASDAQ,USA,Consumer Cyclical,Specialty Retail,840271040.0,7.49,948266,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARKO,EQUITY,True,,948266,948266
ARKR,Ark Restaurants Corp. - Common Stock,NASDAQ,USA,Consumer Cyclical,Restaurants,22538482.0,6.25,5290,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARKR,EQUITY,True,,5290,5290
ARM,Arm Holdings plc - American Depositary Shares,NASDAQ,USA,Technology,Semiconductors,366276247552.0,342.93,9836884,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,ARM,EQUITY,True,,9836884,9836884
AROW,Arrow Financial Corporation - Common Stock,NASDAQ,USA,Financial Services,Banks - Regional,619177024.0,37.46,87287,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AROW,EQUITY,True,,87287,87287
ARQ,"Arq, Inc. - Common Stock",NASDAQ,USA,Industrials,Pollution & Treatment Controls,111608264.0,2.6,828885,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARQ,EQUITY,True,,828885,828885
ARQQ,Arqit Quantum Inc. - Ordinary Shares,NASDAQ,USA,Technology,Software - Infrastructure,211265280.0,12.14,423331,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARQQ,EQUITY,True,,423331,423331
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",NASDAQ,USA,Healthcare,Biotechnology,2655520000.0,21.23,1538146,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARQT,EQUITY,True,,1538146,1538146
ARRY,"Array Technologies, Inc. - Common Stock",NASDAQ,USA,Technology,Solar,1244455424.0,8.09,5169822,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARRY,EQUITY,True,,5169822,5169822
ARTL,"Artelo Biosciences, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,4810045.0,1.38,4324706,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARTL,EQUITY,True,,4324706,4324706
ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,NASDAQ,USA,Utilities,Utilities - Regulated Water,340293472.0,32.96,70815,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARTNA,EQUITY,True,,70815,70815
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,332829152.0,6.85,413606,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARTV,EQUITY,True,,413606,413606
ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",NASDAQ,USA,Industrials,Farm & Heavy Construction Machinery,13471603.0,2.6,37711,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARTW,EQUITY,True,,37711,37711
ARVN,"Arvinas, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,478747296.0,7.42,889377,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARVN,EQUITY,True,,889377,889377
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,10295239680.0,73.09,2025455,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARWR,EQUITY,True,,2025455,2025455
ARXS,"Arxis, Inc. - Class A Common Stock",NASDAQ,USA,Industrials,Aerospace & Defense,16171291648.0,39.41,1755423,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ARXS,EQUITY,True,,1755423,1755423
ASBP,"Aspire Biopharma Holdings, Inc.  - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,6916550.0,5.34,13075579,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASBP,EQUITY,True,,13075579,13075579
ASLE,AerSale Corporation - Common Stock,NASDAQ,USA,Industrials,Airports & Air Services,301000512.0,6.37,323726,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASLE,EQUITY,True,,323726,323726
ASMB,"Assembly Biosciences, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,453815008.0,22.9,128712,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASMB,EQUITY,True,,128712,128712
ASML,ASML Holding N.V. - New York Registry Shares,NASDAQ,USA,Technology,Semiconductor Equipment & Materials,632755585024.0,1641.74,1702714,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.,ASML,EQUITY,True,,1702714,1702714
ASND,Ascendis Pharma A/S - Ordinary Share,NASDAQ,USA,Healthcare,Biotechnology,13001548800.0,210.45,634825,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.,ASND,EQUITY,True,,634825,634825
ASO,"Academy Sports and Outdoors, Inc. - Common Stock",NASDAQ,USA,Consumer Cyclical,Specialty Retail,3338296064.0,51.75,1467341,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASO,EQUITY,True,,1467341,1467341
ASPI,ASP Isotopes Inc. - Common Stock,NASDAQ,USA,Basic Materials,Chemicals,844812160.0,6.71,5224011,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASPI,EQUITY,True,,5224011,5224011
ASPS,Altisource Portfolio Solutions S.A. - Common Stock,NASDAQ,USA,Real Estate,Real Estate Services,69252744.0,6.14,23852,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASPS,EQUITY,True,,23852,23852
ASRT,"Assertio Holdings, Inc. - Common Stock",NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,151473504.0,23.44,293739,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASRT,EQUITY,True,,293739,293739
ASRV,AmeriServ Financial Inc. - Common Stock,NASDAQ,USA,Financial Services,Banks - Regional,63446364.0,3.74,11569,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASRV,EQUITY,True,,11569,11569
ASST,"Strive, Inc. - Class A Common Stock",NASDAQ,USA,Financial Services,Asset Management,1097858688.0,13.92,3951939,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASST,EQUITY,True,,3951939,3951939
ASTC,Astrotech Corporation - Common Stock,NASDAQ,USA,Technology,Scientific & Technical Instruments,60276516.0,33.5,5966998,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASTC,EQUITY,True,,5966998,5966998
ASTE,"Astec Industries, Inc. - Common Stock",NASDAQ,USA,Industrials,Farm & Heavy Construction Machinery,1154919808.0,50.23,222665,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASTE,EQUITY,True,,222665,222665
ASTH,Astrana Health Inc. - Common Stock,NASDAQ,USA,Healthcare,Medical Care Facilities,1883674112.0,37.99,447038,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASTH,EQUITY,True,,447038,447038
ASTI,"Ascent Solar Technologies, Inc - Common Stock",NASDAQ,USA,Technology,Solar,61029168.0,6.45,1599525,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASTI,EQUITY,True,,1599525,1599525
ASTL,Algoma Steel Group Inc. - Common Shares,NASDAQ,USA,Basic Materials,Steel,522727552.0,4.96,1452047,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASTL,EQUITY,True,,1452047,1452047
ASUR,Asure Software Inc - Common Stock,NASDAQ,USA,Technology,Software - Application,254119248.0,8.86,90711,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASUR,EQUITY,True,,90711,90711
ASYS,"Amtech Systems, Inc. - Common Stock",NASDAQ,USA,Technology,Semiconductor Equipment & Materials,323280992.0,18.49,266128,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ASYS,EQUITY,True,,266128,266128
ATAI,AtaiBeckley Inc. - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,1454258432.0,3.95,5782071,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATAI,EQUITY,True,,5782071,5782071
ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,NASDAQ,USA,Consumer Cyclical,Lodging,4618174464.0,33.42,1261206,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,ATAT,EQUITY,True,,1261206,1261206
ATCX,Atlas Critical Minerals Corporation - Common Stock,NASDAQ,USA,,,18540524.0,3.71,34746,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATCX,EQUITY,True,,34746,34746
ATEC,"Alphatec Holdings, Inc. - Common Stock",NASDAQ,USA,Healthcare,Medical Devices,1230314496.0,8.0,3245530,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATEC,EQUITY,True,,3245530,3245530
ATER,"Aterian, Inc. - Common Stock",NASDAQ,USA,Consumer Cyclical,"Furnishings, Fixtures & Appliances",11251666.0,1.04,4492011,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATER,EQUITY,True,,4492011,4492011
ATEX,Anterix Inc. - Common Stock,NASDAQ,USA,Communication Services,Telecom Services,1248359680.0,66.64,325604,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATEX,EQUITY,True,,325604,325604
ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,NASDAQ,USA,Technology,Software - Infrastructure,214012496.0,13.0,2979,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATGL,EQUITY,True,,2979,2979
ATHE,Alterity Therapeutics Limited - American Depositary Shares,NASDAQ,USA,Healthcare,Biotechnology,70690208.0,3.9,19906,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,ATHE,EQUITY,True,,19906,19906
ATHR,"Aether Holdings, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Application,37770108.0,3.11,12490,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATHR,EQUITY,True,,12490,12490
ATLC,Atlanticus Holdings Corporation - Common Stock,NASDAQ,USA,Financial Services,Credit Services,1271423488.0,84.1,81830,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATLC,EQUITY,True,,81830,81830
ATLN,Atlantic International Corp. - Common Stock,NASDAQ,USA,Industrials,Staffing & Employment Services,74694648.0,0.9799,398988,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATLN,EQUITY,True,,398988,398988
ATLO,Ames National Corporation - Common Stock,NASDAQ,USA,Financial Services,Banks - Regional,264033728.0,29.81,59823,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATLO,EQUITY,True,,59823,59823
ATLX,Atlas Lithium Corporation - Common Stock,NASDAQ,USA,Basic Materials,Other Industrial Metals & Mining,104102832.0,3.53,662071,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATLX,EQUITY,True,,662071,662071
ATNI,"ATN International, Inc. - Common Stock",NASDAQ,USA,Communication Services,Telecom Services,396056960.0,25.75,82565,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATNI,EQUITY,True,,82565,82565
ATOM,Atomera Incorporated - Common Stock,NASDAQ,USA,Technology,Semiconductor Equipment & Materials,319794176.0,8.26,2112385,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATOM,EQUITY,True,,2112385,2112385
ATOS,"Atossa Therapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,38493084.0,4.47,63007,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATOS,EQUITY,True,,63007,63007
ATPC,Agape ATP Corporation - Common Stock,NASDAQ,USA,Consumer Defensive,Packaged Foods,2981865.0,2.98,3896347,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATPC,EQUITY,True,,3896347,3896347
ATRA,"Atara Biotherapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,89380904.0,9.92,1529300,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATRA,EQUITY,True,,1529300,1529300
ATRC,"AtriCure, Inc. - Common Stock",NASDAQ,USA,Healthcare,Medical Instruments & Supplies,1372370304.0,27.1,749342,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATRC,EQUITY,True,,749342,749342
ATRO,Astronics Corporation - Common Stock,NASDAQ,USA,Industrials,Aerospace & Defense,3036395008.0,84.72,553576,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATRO,EQUITY,True,,553576,553576
ATXG,Addentax Group Corp. - Common Stock,NASDAQ,USA,Industrials,Integrated Freight & Logistics,3905115.0,5.0,128412,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATXG,EQUITY,True,,128412,128412
ATYR,"aTyr Pharma, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,46084072.0,0.47,2191061,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ATYR,EQUITY,True,,2191061,2191061
AUBN,"Auburn National Bancorporation, Inc. - Common Stock",NASDAQ,USA,Financial Services,Banks - Regional,87645792.0,25.09,4296,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AUBN,EQUITY,True,,4296,4296
AUC,ATIF Holdings Limited - Ordinary Shares,NASDAQ,USA,Financial Services,Capital Markets,74771952.0,7.25,5863,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AUC,EQUITY,True,,5863,5863
AUDC,AudioCodes Ltd. - Ordinary Shares,NASDAQ,USA,Technology,Communication Equipment,244609216.0,9.61,109539,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AUDC,EQUITY,True,,109539,109539
AUGO,Aura Minerals Inc. - Common Shares,NASDAQ,USA,Basic Materials,Gold,5043400192.0,60.4,948242,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AUGO,EQUITY,True,,948242,948242
AUID,authID Inc. - Common Stock,NASDAQ,USA,Technology,Software - Infrastructure,20165608.0,1.25,208698,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AUID,EQUITY,True,,208698,208698
AUPH,Aurinia Pharmaceuticals Inc - Common Shares,NASDAQ,USA,Healthcare,Biotechnology,2037050496.0,15.84,1184433,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AUPH,EQUITY,True,,1184433,1184433
AUR,"Aurora Innovation, Inc.  - Class A Common Stock",NASDAQ,USA,Consumer Cyclical,Auto Parts,12375191552.0,6.31,24876003,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AUR,EQUITY,True,,24876003,24876003
AURA,"Aura Biosciences, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,685452928.0,6.63,476350,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AURA,EQUITY,True,,476350,476350
AURE,Aurelion Inc.  - Class A Ordinary Shares,NASDAQ,USA,Financial Services,Capital Markets,91632000.0,2.49,59158,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AURE,EQUITY,True,,59158,59158
AUTL,Autolus Therapeutics plc - American Depositary Shares,NASDAQ,USA,Healthcare,Biotechnology,407199200.0,1.53,1638450,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,AUTL,EQUITY,True,,1638450,1638450
AUUD,Auddia Inc. - Common Stock,NASDAQ,USA,Technology,Software - Application,7026905.0,1.31,4598182,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AUUD,EQUITY,True,,4598182,4598182
AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,NASDAQ,USA,Healthcare,Medical Care Facilities,1454604672.0,6.68,1442406,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AVAH,EQUITY,True,,1442406,1442406
