Symbol,Name,Exchange,Country,Sector,Industry,Market Cap,Last Sale,Volume,Source,instrument_type,instrument_scope,classification_confidence,classification_reason
ABR,Arbor Realty Trust Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ABT,Abbott Laboratories Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ABX,"Abacus Global Management, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ACA,"Arcosa, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ACCO,Acco Brands Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ACCS,ACCESS Newswire Inc. Common Stock,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ACEL,"Accel Entertainment, Inc.",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
ACH,"Accendra Health, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ACHR,Archer Aviation Inc. Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ACI,"Albertsons Companies, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ACM,AECOM Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ACN,Accenture plc Class A Ordinary Shares (Ireland),NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ACP,abrdn Income Credit Strategies Fund Common Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ACR,ACRES Commercial Realty Corp. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ACRE,Ares Commercial Real Estate Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ACV,Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ACVA,ACV Auctions Inc. Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AD,"Array Digital Infrastructure, Inc. Common Shares",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ADC,Agree Realty Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ADCT,ADC Therapeutics SA Common Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ADM,Archer-Daniels-Midland Company Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ADNT,Adient plc Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ADT,ADT Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ADX,Adams Diversified Equity Fund Inc.,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
AEE,Ameren Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AEF,"abrdn Emerging Markets ex-China Fund, Inc. Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AEG,Aegon Ltd. New York Registry Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
AEM,Agnico Eagle Mines Limited Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AEO,"American Eagle Outfitters, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AEON,"AEON Biopharma, Inc. Class A Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AER,AerCap Holdings N.V. Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AERO,"Grupo Aeromexico, S.A.B. de C.V. American Depositary Shares (each representing ten (10) Common Shares)",NYSE,USA,,,,,,otherlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
AES,The AES Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AESI,Atlas Energy Solutions Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AFB,AllianceBernstein National Municipal Income Fund Inc,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
AFG,"American Financial Group, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AFGB,"American Financial Group, Inc. 5.875% Subordinated Debentures due 2059",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
AFGC,"American Financial Group, Inc. 5.125% Subordinated Debentures due 2059",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
AFGD,"American Financial Group, Inc. 5.625% Subordinated Debentures due 2060",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
AFGE,"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
AFL,AFLAC Incorporated Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AG,First Majestic Silver Corp. Ordinary Shares (Canada),NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AGBK,AGI Inc Class A Common Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AGCO,AGCO Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AGI,Alamos Gold Inc. Class A Common Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AGIG,Abundia Global Impact Group Inc. Common stock,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AGL,"agilon health, inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AGM,Federal Agricultural Mortgage Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AGM.A,Federal Agricultural Mortgage Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AGO,Assured Guaranty Ltd. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AGRO,Adecoagro S.A. Common Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AGX,"Argan, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AHR,"American Healthcare REIT, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,REIT,IN_SCOPE,MEDIUM,Security name indicates REIT; keep in scope but evaluate later with specific metrics.
AHRT,"AH Realty Trust, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AHT,Ashford Hospitality Trust Inc Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AI,"C3.ai, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AIB,"BlockchAIn Digital Infrastructure, Inc Common Shares",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AIG,"American International Group, Inc. New Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AII,"American Integrity Insurance Group, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AIM,AIM ImmunoTech Inc. Common Stock,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AIN,Albany International Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AIR,AAR Corp. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AIRI,Air Industries Group Common Stock,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AIT,"Applied Industrial Technologies, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AIV,Apartment Investment and Management Company Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AIZ,"Assurant, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AJG,Arthur J. Gallagher & Co. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AKA,a.k.a. Brands Holding Corp. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AKO.A,Embotelladora Andina S.A. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AKO.B,Embotelladora Andina S.A. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AKR,Acadia Realty Trust Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALB,Albemarle Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALC,Alcon Inc. Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALG,"Alamo Group, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALH,Alliance Laundry Holdings Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALIT,"Alight, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALK,"Alaska Air Group, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALL,Allstate Corporation (The) Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALLE,Allegion plc Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALLY,Ally Financial Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALSN,"Allison Transmission Holdings, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALTG,Alta Equipment Group Inc. Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALV,"Autoliv, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALX,"Alexander's, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AM,Antero Midstream Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMBQ,"Ambiq Micro, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMCR,Amcor plc Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AME,"AMETEK, Inc.",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
AMG,"Affiliated Managers Group, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMN,AMN Healthcare Services Inc,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
AMP,"Ameriprise Financial, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMPX,"Amprius Technologies, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMPY,Amplify Energy Corp. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMR,"Alpha Metallurgical Resources, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMRC,"Ameresco, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMRZ,Amrize Ltd Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMS,American Shared Hospital Services Common Stock,AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMT,American Tower Corporation (REIT) Common Stock,NYSE,USA,,,,,,otherlisted,REIT,IN_SCOPE,MEDIUM,Security name indicates REIT; keep in scope but evaluate later with specific metrics.
AMTB,Amerant Bancorp Inc. Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMTD,"AMTD IDEA Group American Depositary Shares, each representing six (6) Class A Ordinary Shares",NYSE,USA,,,,,,otherlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
AMTM,"Amentum Holdings, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMWL,American Well Corporation Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMZE,"Amaze Holdings, Inc. Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AN,"AutoNation, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANDG,Andersen Group Inc. Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANET,"Arista Networks, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANF,Abercrombie & Fitch Company Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANGX,"Angel Studios, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANRO,"Alto Neuroscience, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANVS,"Annovis Bio, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,REIT,IN_SCOPE,MEDIUM,Security name indicates REIT; keep in scope but evaluate later with specific metrics.
AON,Aon plc Class A Ordinary Shares (Ireland),NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AORT,"Artivion, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AOS,A.O. Smith Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AP,Ampco-Pittsburgh Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APD,"Air Products and Chemicals, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APG,APi Group Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APH,Amphenol Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APLE,"Apple Hospitality REIT, Inc. Common Shares",NYSE,USA,,,,,,otherlisted,REIT,IN_SCOPE,MEDIUM,Security name indicates REIT; keep in scope but evaluate later with specific metrics.
APO,"Apollo Global Management, Inc. (New) Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APT,"Alpha Pro Tech, Ltd. Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APTV,Aptiv PLC Ordinary Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APUS,"Apimeds Pharmaceuticals US, Inc. Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AQN,Algonquin Power & Utilities Corp. Common Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AR,Antero Resources Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARCO,Arcos Dorados Holdings Inc. Class A Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARDT,"Ardent Health, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARE,"Alexandria Real Estate Equities, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AREN,"The Arena Group Holdings, Inc. Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARES,Ares Management Corporation Class A Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARI,"Apollo Commercial Real Estate Finance, Inc",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
ARIS,Aris Mining Corporation Common Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARL,"American Realty Investors, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARLO,"Arlo Technologies, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARMK,Aramark Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARMP,"Armata Pharmaceuticals, Inc. Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AROC,"Archrock, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARR,"ARMOUR Residential REIT, Inc.",NYSE,USA,,,,,,otherlisted,REIT,IN_SCOPE,MEDIUM,Security name indicates REIT; keep in scope but evaluate later with specific metrics.
ARW,"Arrow Electronics, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARX,Accelerant Holdings Class A Common Shares,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AS,"Amer Sports, Inc. Ordinary Shares",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASA,ASA  Gold and Precious Metals Limited,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
ASAN,"Asana, Inc. Class A Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASB,Associated Banc-Corp Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASC,Ardmore Shipping Corporation Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASG,"Liberty All-Star Growth Fund, Inc.",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASH,Ashland Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASIC,Ategrity Specialty Insurance Company Holdings Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASIX,AdvanSix Inc. Common Stock,NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASPN,"Aspen Aerogels, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASX,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares)",NYSE,USA,,,,,,otherlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
ATCH,"AtlasClear Holdings, Inc. Common Stock",AMEX,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATEN,"A10 Networks, Inc. Common Stock",NYSE,USA,,,,,,otherlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
