Symbol,Name,Exchange,Country,Sector,Industry,Market Cap,Last Sale,Volume,Source
PRCT,PROCEPT BioRobotics Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PRDO,Perdoceo Education Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PRE,Prenetics Global Limited - Class A Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted
PRENW,Prenetics Global Limited - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
PRFX,PRF Technologies Ltd. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
PRGS,Progress Software Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PRHI,"Presurance Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PRHIZ,"Presurance Holdings, Inc. - 9.75% Senior Unsecured Notes due 2028",NASDAQ,USA,,,,,,nasdaqlisted
PRLD,Prelude Therapeutics Incorporated - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PRME,"Prime Medicine, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PROF,Profound Medical Corp. - common stock,NASDAQ,USA,,,,,,nasdaqlisted
PROK,ProKidney Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
PROP,Prairie Operating Co. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PROV,"Provident Financial Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PRPL,"Purple Innovation, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PRPO,"Precipio, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PRQR,ProQR Therapeutics N.V. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
PRSO,Peraso Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PRTA,Prothena Corporation plc - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
PRTH,"Priority Technology Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PRTS,"CarParts.com, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PRVA,"Privia Health Group, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PRZO,ParaZero Technologies Ltd. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
PSEC,Prospect Capital Corporation - Closed End Fund,NASDAQ,USA,,,,,,nasdaqlisted
PSHG,Performance Shipping Inc. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
PSIG,PS International Group Ltd. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
PSIX,"Power Solutions International, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PSKY,Paramount Skydance Corporation - Class B Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PSMT,"PriceSmart, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PSNL,"Personalis, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PSNY,Polestar Automotive Holding UK Limited - Class A ADS,NASDAQ,USA,,,,,,nasdaqlisted
PSNYW,Polestar Automotive Holding UK Limited - Class C-1 ADS (ADW),NASDAQ,USA,,,,,,nasdaqlisted
PSTV,"PLUS THERAPEUTICS, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PTACU,Patriot Acquisition Corp. - Units,NASDAQ,USA,,,,,,nasdaqlisted
PTC,PTC Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PTCT,"PTC Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PTEN,"Patterson-UTI Energy, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PTGX,"Protagonist Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PTLE,PTL LTD - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
PTLO,Portillo's Inc. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PTN,"Palatin Technologies, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PTNM,Pitanium Limited - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
PTON,"Peloton Interactive, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PTOR,Praetorian Acquisition Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
PTORU,Praetorian Acquisition Corp. - Units,NASDAQ,USA,,,,,,nasdaqlisted
PTORW,Praetorian Acquisition Corp. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
PTRN,Pattern Group Inc. - Series A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PUBM,"PubMatic, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PULM,"Pulmatrix, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PURR,Hyperliquid Strategies Inc - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PUSA,Aureus Greenway Holdings Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PVLA,"Palvella Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PWP,Perella Weinberg Partners - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PWRL,Powerlaw Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PXLW,"Pixelworks, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PXS,Pyxis Tankers Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
PYPD,PolyPid Ltd. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
PYPL,"PayPal Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PYXS,"Pyxis Oncology, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
PZZA,"Papa John's International, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
QADR,QDRO Acquisition Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
QADRU,QDRO Acquisition Corp. - Units,NASDAQ,USA,,,,,,nasdaqlisted
QADRW,QDRO Acquisition Corp. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
QCLS,"Q/C Technologies, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
QCOM,QUALCOMM Incorporated - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
QCRH,"QCR Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
QDEL,QuidelOrtho Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
QETA,Quetta Acquisition Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
QETAR,Quetta Acquisition Corporation - Right,NASDAQ,USA,,,,,,nasdaqlisted
QETAU,Quetta Acquisition Corporation - Unit,NASDAQ,USA,,,,,,nasdaqlisted
QFIN,"Qfin Holdings, Inc.  - American Depositary Shares",NASDAQ,USA,,,,,,nasdaqlisted
QH,Quhuo Limited - American Depository Shares,NASDAQ,USA,,,,,,nasdaqlisted
QLYS,"Qualys, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
QMCO,Quantum Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
QMMM,QMMM Holdings Limited - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
QNCX,"Quince Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
QNRX,"Quoin Pharmaceuticals, Ltd. - American Depositary Shares",NASDAQ,USA,,,,,,nasdaqlisted
QNST,"QuinStreet, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
QNT,Quantinuum Inc. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
QNTM,Quantum Biopharma Ltd. - Class B Subordinate Voting Shares,NASDAQ,USA,,,,,,nasdaqlisted
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund - Closed End Fund,NASDAQ,USA,,,,,,nasdaqlisted
QRHC,Quest Resource Holding Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
QRVO,"Qorvo, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
QS,QuantumScape Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
QSEA,Quartzsea Acquisition Corporation - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
QSEAR,Quartzsea Acquisition Corporation - Rights,NASDAQ,USA,,,,,,nasdaqlisted
QSEAU,Quartzsea Acquisition Corporation - Units,NASDAQ,USA,,,,,,nasdaqlisted
QSI,Quantum-Si Incorporated - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
QSIAW,Quantum-Si Incorporated - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
QTEX,QTREX Quantum Ltd. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
QTEXW,QTREX Quantum Ltd. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
QTI,"QT Imaging Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
QTRX,Quanterix Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
QTTB,Q32 Bio Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
QUBT,Quantum Computing Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
QUCY,Quantum Cyber N.V. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
QUIK,QuickLogic Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
QUMS,Quantumsphere Acquisition Corp. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
QUMSR,Quantumsphere Acquisition Corp. - Rights,NASDAQ,USA,,,,,,nasdaqlisted
QUMSU,Quantumsphere Acquisition Corp. - Units,NASDAQ,USA,,,,,,nasdaqlisted
QURE,uniQure N.V. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
QXL,Quantum X Labs Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RAAQ,Real Asset Acquisition Corp. - Class A Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted
RAAQU,Real Asset Acquisition Corp. - Unit,NASDAQ,USA,,,,,,nasdaqlisted
RAAQW,Real Asset Acquisition Corp. - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
RACC,Research Alliance Corporation III - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RADX,Radiopharm Theranostics Limited - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RAIL,"Freightcar America, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RAIN,"Rain Enhancement Technologies Holdco, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RAINW,"Rain Enhancement Technologies Holdco, Inc. - Warrants",NASDAQ,USA,,,,,,nasdaqlisted
RAND,Rand Capital Corporation - Closed End Fund,NASDAQ,USA,,,,,,nasdaqlisted
RANG,Range Capital Acquisition Corp. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RANGR,Range Capital Acquisition Corp. - Rights,NASDAQ,USA,,,,,,nasdaqlisted
RANGU,Range Capital Acquisition Corp. - Units,NASDAQ,USA,,,,,,nasdaqlisted
RANI,"Rani Therapeutics Holdings, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RAPP,"Rapport Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RARE,Ultragenyx Pharmaceutical Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RAVE,"Rave Restaurant Group, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RAY,Raytech Holding Limited - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RAYA,Erayak Power Solution Group Inc. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RBB,RBB Bancorp - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RBBN,Ribbon Communications Inc.  - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RBCAA,"Republic Bancorp, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RBKB,"Rhinebeck Bancorp, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RBNE,Robin Energy Ltd. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RCAT,"Red Cat Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RCEL,"Avita Medical, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RCKT,"Rocket Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RCKTW,"Rocket Pharmaceuticals, Inc. - Warrant",NASDAQ,USA,,,,,,nasdaqlisted
RCKY,"Rocky Brands, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RCMT,"RCM Technologies, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RCON,"Recon Technology, Ltd. - Class A Ordinary Shares",NASDAQ,USA,,,,,,nasdaqlisted
RCT,RedCloud Holdings plc - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RDAC,Rising Dragon Acquisition Corp. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RDACR,Rising Dragon Acquisition Corp. - Rights,NASDAQ,USA,,,,,,nasdaqlisted
RDACU,Rising Dragon Acquisition Corp. - Unit,NASDAQ,USA,,,,,,nasdaqlisted
RDAG,Republic Digital Acquisition Company - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RDAGU,Republic Digital Acquisition Company - Unit,NASDAQ,USA,,,,,,nasdaqlisted
RDAGW,Republic Digital Acquisition Company - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
RDCM,Radcom Ltd. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RDGT,"Ridgetech, Inc. - Ordinary Shares",NASDAQ,USA,,,,,,nasdaqlisted
RDHL,Redhill Biopharma Ltd. - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RDI,Reading International Inc - Class A Non-voting Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RDIB,Reading International Inc - Class B Voting Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RDNT,"RadNet, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RDNW,"RideNow Group, Inc. - Class B Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RDVT,"Red Violet, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RDWR,Radware Ltd. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RDZN,"Roadzen, Inc. - Ordinary Shares",NASDAQ,USA,,,,,,nasdaqlisted
RDZNW,"Roadzen, Inc. - Warrants",NASDAQ,USA,,,,,,nasdaqlisted
REAL,"The RealReal, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
REAX,"The Real Brokerage, Inc. - Common Shares",NASDAQ,USA,,,,,,nasdaqlisted
REBN,"Reborn Coffee, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RECT,Rectitude Holdings Ltd - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
REE,REE Automotive Ltd. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
REFI,"Chicago Atlantic Real Estate Finance, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
REFR,Research Frontiers Incorporated - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
REG,Regency Centers Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
REGCO,Regency Centers Corporation - 5.875% Series B Cumulative Redeemable Preferred Stock,NASDAQ,USA,,,,,,nasdaqlisted
REGCP,Regency Centers Corporation - 6.25% Series A Cumulative Redeemable Preferred Stock,NASDAQ,USA,,,,,,nasdaqlisted
REGN,"Regeneron Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
REKR,"Rekor Systems, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RELL,"Richardson Electronics, Ltd. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RELY,"Remitly Global, Inc. - Common stock",NASDAQ,USA,,,,,,nasdaqlisted
RENT,"Rent the Runway, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RENX,RenX Enterprises Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
REPL,"Replimune Group, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RETO,"ReTo Eco-Solutions, Inc. - Class A Shares",NASDAQ,USA,,,,,,nasdaqlisted
REVB,"Revelation Biosciences, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
REVBW,"Revelation Biosciences, Inc. - Warrant",NASDAQ,USA,,,,,,nasdaqlisted
REYN,Reynolds Consumer Products Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RFAI,RF Acquisition Corp II - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RFAIR,RF Acquisition Corp II - Right,NASDAQ,USA,,,,,,nasdaqlisted
RFAIU,RF Acquisition Corp II - Unit,NASDAQ,USA,,,,,,nasdaqlisted
RFAM,RF Acquisition Corp III - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RFAMR,RF Acquisition Corp III - Rights,NASDAQ,USA,,,,,,nasdaqlisted
RFAMU,RF Acquisition Corp III - Units,NASDAQ,USA,,,,,,nasdaqlisted
RFIL,"RF Industries, Ltd. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RGC,Regencell Bioscience Holdings Limited - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RGCO,RGC Resources Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RGEN,Repligen Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RGLD,"Royal Gold, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RGNX,REGENXBIO Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RGP,"Resources Connection, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RGS,Regis Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RGTI,"Rigetti Computing, Inc.  - Common stock",NASDAQ,USA,,,,,,nasdaqlisted
RGTIW,"Rigetti Computing, Inc.  - Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NASDAQ,USA,,,,,,nasdaqlisted
RIBB,Ribbon Acquisition Corp - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RIBBR,Ribbon Acquisition Corp - Rights,NASDAQ,USA,,,,,,nasdaqlisted
RIBBU,Ribbon Acquisition Corp - Unit,NASDAQ,USA,,,,,,nasdaqlisted
RICK,"RCI Hospitality Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RIGL,"Rigel Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RILY,"BRC Group Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RILYG,"BRC Group Holdings, Inc. - 5.00% Senior Notes due 2026",NASDAQ,USA,,,,,,nasdaqlisted
RILYL,"BRC Group Holdings, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series B Cumulative Perpetual Preferred Stock",NASDAQ,USA,,,,,,nasdaqlisted
RILYN,"BRC Group Holdings, Inc. - 6.50% Senior Notes Due 2026",NASDAQ,USA,,,,,,nasdaqlisted
RILYP,"BRC Group Holdings, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock",NASDAQ,USA,,,,,,nasdaqlisted
RILYT,"BRC Group Holdings, Inc. - 6.00% Senior Notes Due 2028",NASDAQ,USA,,,,,,nasdaqlisted
RILYZ,"BRC Group Holdings, Inc. - 5.25% Senior Notes due 2028",NASDAQ,USA,,,,,,nasdaqlisted
RIME,"Algorhythm Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RIOT,"Riot Platforms, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RITR,Reitar Logtech Holdings Limited - Ordinary shares,NASDAQ,USA,,,,,,nasdaqlisted
RIVN,"Rivian Automotive, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RJET,Republic Airways Holdings Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RKDA,"Arcadia Biosciences, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RKLB,Rocket Lab Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RKTO,Rocket One Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RLAY,"Relay Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RLMD,"Relmada Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RLYB,Rallybio Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RMBI,"Richmond Mutual Bancorporation, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RMBS,"Rambus, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RMCF,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RMCO,Royalty Management Holding Corporation - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RMCOW,Royalty Management Holding Corporation - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
RMIX,"Suncrete, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RMNI,"Rimini Street, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RMR,The RMR Group Inc. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RMSG,Real Messenger Corporation - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RMSGW,Real Messenger Corporation - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
RMTI,"Rockwell Medical, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RNA,"Atrium Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RNAC,"Cartesian Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RNAZ,"TransCode Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RNGT,Range Capital Acquisition Corp II - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RNGTU,Range Capital Acquisition Corp II - Units,NASDAQ,USA,,,,,,nasdaqlisted
RNGTW,Range Capital Acquisition Corp II - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
RNTX,"Rein Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RNW,ReNew Energy Global plc - Class A Shares,NASDAQ,USA,,,,,,nasdaqlisted
RNWWW,ReNew Energy Global plc - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
RNXT,"RenovoRx, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ROAD,"Construction Partners, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ROC,Rank One Computing Corporation - Common stock,NASDAQ,USA,,,,,,nasdaqlisted
ROCK,"Gibraltar Industries, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ROIV,Roivant Sciences Ltd. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
ROKU,"Roku, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ROMA,Roma Green Finance Limited - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ROOT,"Root, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ROP,"Roper Technologies, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ROST,"Ross Stores, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RPAY,Repay Holdings Corporation - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RPD,"Rapid7, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RPGL,Republic Power Group Limited - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RPID,"Rapid Micro Biosystems, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RPRX,Royalty Pharma plc - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RR,Richtech Robotics Inc. - Class B Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RRBI,"Red River Bancshares, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RREV,RRE Ventures Acquisition Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RREVU,RRE Ventures Acquisition Corp. - Units,NASDAQ,USA,,,,,,nasdaqlisted
RREVW,RRE Ventures Acquisition Corp. - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
RRGB,"Red Robin Gourmet Burgers, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RRR,"Red Rock Resorts, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RSSS,"Research Solutions, Inc - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RSVR,"Reservoir Media, Inc.. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RSVRW,"Reservoir Media, Inc.. - Warrant",NASDAQ,USA,,,,,,nasdaqlisted
RTAC,Renatus Tactical Acquisition Corp I - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RTACU,Renatus Tactical Acquisition Corp I - Unit,NASDAQ,USA,,,,,,nasdaqlisted
RTACW,Renatus Tactical Acquisition Corp I - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
RTB,"RTB Digital, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RUBI,Rubico Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RUM,Rumble Inc. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RUMBW,Rumble Inc. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
RUN,Sunrun Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RUSHA,"Rush Enterprises, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RUSHB,"Rush Enterprises, Inc. - Class B Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RVMD,"Revolution Medicines, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RVMDW,"Revolution Medicines, Inc. - Warrant",NASDAQ,USA,,,,,,nasdaqlisted
RVSB,Riverview Bancorp Inc - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RVSN,Rail Vision Ltd. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
RVSNW,Rail Vision Ltd. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
RWAY,Runway Growth Finance Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
RWAYI,Runway Growth Finance Corp. - 7.25% Notes due 2031,NASDAQ,USA,,,,,,nasdaqlisted
RWAYL,Runway Growth Finance Corp. - 7.50% Notes due 2027,NASDAQ,USA,,,,,,nasdaqlisted
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
RXST,"RxSight, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
