ticker,real_decision,simulated_decision,simulated_reasons,market_cap,price,dollar_volume_90d,_merge,alignment_status
BNC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",92655016.0,2.16,595261.4400000001,both,MATCH
BNGO,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",13425750.0,1.17,361875.14999999997,both,MATCH
BNKK,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",12481466.0,1.56,412772.88,both,MATCH
BNR,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",97131816.0,9.21,256397.19000000003,both,MATCH
BNRG,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",697291.0,1.29,1147136.37,both,MATCH
BNTC,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,362438240.0,10.55,1345283.25,both,MATCH
BNTX,PASSED,PASSED,,22274045952.0,88.08,106047879.6,both,MATCH
BNZI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",4383710.0,3.01,743229.2,both,MATCH
BODI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",73721160.0,10.18,804097.84,both,MATCH
BOF,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",57588272.0,3.76,318953.27999999997,both,MATCH
BOKF,PASSED,PASSED,,7851406336.0,129.22,42283239.18,both,MATCH
BOLD,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",31899038.0,1.42,307914.22,both,MATCH
BOLT,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",8762345.0,4.56,112052.87999999999,both,MATCH
BON,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",12713311.0,1.25,21497.5,both,MATCH
BOOM,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,137959760.0,6.74,2102098.16,both,MATCH
BOSC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",29256712.0,4.15,254075.45,both,MATCH
BOT,REJECTED,REJECTED,MISSING_MARKET_CAP,,37.49,32518151.180000003,both,MATCH
BOTJ,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",104269632.0,22.95,233998.19999999998,both,MATCH
BOXL,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",2721160.0,0.68,258194.64,both,MATCH
BPAC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",74659816.0,10.11,65391.479999999996,both,MATCH
BPOP,PASSED,PASSED,,9878787072.0,153.07,76806546.17999999,both,MATCH
BPRN,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",239888704.0,35.22,342232.74,both,MATCH
BRAG,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",41523776.0,1.62,63824.76,both,MATCH
BRAI,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,1498261376.0,7.27,1657392.7899999998,both,MATCH
BRBI,REJECTED,REJECTED,LOW_DOLLAR_VOLUME,308422240.0,11.7499,34885.4531,both,MATCH
BRCB,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,136124944.0,6.31,3845093.15,both,MATCH
BRFH,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",35838572.0,2.22,19815.72,both,MATCH
BRID,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",66079340.0,7.28,19874.4,both,MATCH
BRKR,PASSED,PASSED,,8584003072.0,56.39,132261278.86,both,MATCH
BRLS,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",33697396.0,1.57,420879.32,both,MATCH
BRLT,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",120429432.0,1.19,79058.84,both,MATCH
BRNS,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",26637564.0,0.6521,15351.7382,both,MATCH
BRR,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",156692192.0,1.73,2002649.73,both,MATCH
BRTX,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",10318660.0,0.405,5607817.515000001,both,MATCH
BRUN,PASSED,PASSED,,1790031488.0,29.14,28995960.98,both,MATCH
BRZE,PASSED,PASSED,,2580391680.0,22.91,75449411.36,both,MATCH
BSBK,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",114789792.0,8.93,119795.95,both,MATCH
BSET,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",122963672.0,14.22,439142.04000000004,both,MATCH
BSRR,PASSED,PASSED,,511199904.0,39.085,2053369.56,both,MATCH
BSVN,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,429131680.0,45.08,544295.9199999999,both,MATCH
BSY,PASSED,PASSED,,10004024320.0,32.93,82935225.83,both,MATCH
BTAI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",34119752.0,1.105,1811934.8,both,MATCH
BTBD,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",7050585.0,1.14,1070854.44,both,MATCH
BTBT,WATCHLIST,WATCHLIST,PRICE_STRONG_WATCHLIST_RANGE,572672320.0,1.64,35661011.16,both,MATCH
BTCS,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",64707980.0,1.3,1041658.8,both,MATCH
BTCT,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",10278333.0,1.08,97000.20000000001,both,MATCH
BTDR,PASSED,PASSED,,4250689280.0,17.47,142864855.75,both,MATCH
BTMD,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",83194208.0,2.34,634013.64,both,MATCH
BTOC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",15223432.0,0.335,140524.46000000002,both,MATCH
BTOG,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",2624855.0,1.63,933549.8999999999,both,MATCH
BTQ,PASSED,PASSED,PRICE_WEAK_WATCHLIST_RANGE,575339008.0,4.07,10454185.72,both,MATCH
BTSG,PASSED,PASSED,,11324152832.0,57.4,154135014.6,both,MATCH
BTTC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",10020398.0,0.93,40621.47,both,MATCH
BULL,PASSED,PASSED,,2978184448.0,5.6,75242742.39999999,both,MATCH
BUSE,PASSED,PASSED,,2332637952.0,27.58,16865335.48,both,MATCH
BUUU,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",273631040.0,16.39,284989.32,both,MATCH
BVC,REJECTED,REJECTED,LOW_DOLLAR_VOLUME,1696800128.0,10.1,25987.3,both,MATCH
BVFL,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",174824512.0,20.19,336082.74000000005,both,MATCH
BVS,PASSED,PASSED,,612442368.0,9.04,4994482.4799999995,both,MATCH
BWAY,PASSED,PASSED,,556884096.0,13.89,2302642.5300000003,both,MATCH
BWB,WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,536754848.0,19.25,1328577.25,both,MATCH
BWEN,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",89169680.0,3.81,2787140.73,both,MATCH
BWFG,PASSED,PASSED,,427920544.0,53.67,2249363.37,both,MATCH
BWIN,PASSED,PASSED,,1938100224.0,19.88,32511076.08,both,MATCH
BWMN,PASSED,PASSED,,567950848.0,32.44,4979377.8,both,MATCH
BYAH,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",3413755.0,1.06,96699.56,both,MATCH
BYFC,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",89815024.0,9.68,34915.76,both,MATCH
BYND,REJECTED,REJECTED,PRICE_BELOW_MINIMUM,365583904.0,0.7094,39185824.4308,both,MATCH
BYRN,WATCHLIST,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,134299088.0,5.92,3251175.2,both,MATCH
BYSI,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",70314896.0,1.71,32842.26,both,MATCH
BZ,PASSED,PASSED,,6322262016.0,14.03,61443136.33,both,MATCH
BZAI,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",236217088.0,1.66,16834792.06,both,MATCH
BZFD,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",110622960.0,1.4,4620641.199999999,both,MATCH
BZUN,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",154040240.0,2.65,969929.15,both,MATCH
CAAS,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",133656208.0,4.43,135947.84,both,MATCH
CABA,PASSED,PASSED,PRICE_WEAK_WATCHLIST_RANGE,529928096.0,3.25,10025804.75,both,MATCH
CABR,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",11455297.0,1.26,112055.58,both,MATCH
CAC,PASSED,PASSED,,854191360.0,50.5,5097571.0,both,MATCH
CACC,PASSED,PASSED,,5697705472.0,544.71,92298930.66000001,both,MATCH
CADL,PASSED,PASSED,,623529728.0,8.51,15006193.6,both,MATCH
CAI,PASSED,PASSED,,4661404672.0,16.49,42380619.199999996,both,MATCH
CAKE,PASSED,PASSED,,3285692928.0,66.13,78346591.67999999,both,MATCH
