ticker,name,real_decision,balanced_decision,simulated_reasons,weak_reasons,market_cap,price,avg_volume_90d,dollar_volume_90d,transition
ATER,"Aterian, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,11251666.0,1.04,4492011,4671691.44,REJECTED->REJECTED
ATEX,Anterix Inc. - Common Stock,PASSED,PASSED,,,1248359680.0,66.64,325604,21698250.56,PASSED->PASSED
ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",,214012496.0,13.0,2979,38727.0,REJECTED->REJECTED
ATHE,Alterity Therapeutics Limited - American Depositary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,70690208.0,3.9,19906,77633.4,REJECTED->REJECTED
ATHR,"Aether Holdings, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,37770108.0,3.11,12490,38843.9,REJECTED->REJECTED
ATLC,Atlanticus Holdings Corporation - Common Stock,PASSED,PASSED,,,1271423488.0,84.1,81830,6881903.0,PASSED->PASSED
ATLN,Atlantic International Corp. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,74694648.0,0.9799,398988,390968.3412,REJECTED->REJECTED
ATLO,Ames National Corporation - Common Stock,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,264033728.0,29.81,59823,1783323.63,WATCHLIST->WATCHLIST
ATLX,Atlas Lithium Corporation - Common Stock,WATCHLIST,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,104102832.0,3.53,662071,2337110.63,WATCHLIST->REJECTED
ATNI,"ATN International, Inc. - Common Stock",PASSED,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,396056960.0,25.75,82565,2126048.75,PASSED->WATCHLIST
ATOM,Atomera Incorporated - Common Stock,PASSED,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,,319794176.0,8.26,2112385,17448300.099999998,PASSED->WATCHLIST
ATOS,"Atossa Therapeutics, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,38493084.0,4.47,63007,281641.29,REJECTED->REJECTED
ATPC,Agape ATP Corporation - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE",,2981865.0,2.98,3896347,11611114.06,REJECTED->REJECTED
ATRA,"Atara Biotherapeutics, Inc. - Common Stock",REJECTED,REJECTED,MARKET_CAP_BELOW_MINIMUM,,89380904.0,9.92,1529300,15170656.0,REJECTED->REJECTED
ATRC,"AtriCure, Inc. - Common Stock",PASSED,PASSED,,,1372370304.0,27.1,749342,20307168.2,PASSED->PASSED
ATRO,Astronics Corporation - Common Stock,PASSED,PASSED,,,3036395008.0,84.72,553576,46898958.72,PASSED->PASSED
ATXG,Addentax Group Corp. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,3905115.0,5.0,128412,642060.0,REJECTED->REJECTED
ATYR,"aTyr Pharma, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,46084072.0,0.47,2191061,1029798.67,REJECTED->REJECTED
AUBN,"Auburn National Bancorporation, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,87645792.0,25.09,4296,107786.64,REJECTED->REJECTED
AUC,ATIF Holdings Limited - Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,74771952.0,7.25,5863,42506.75,REJECTED->REJECTED
AUDC,AudioCodes Ltd. - Ordinary Shares,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,244609216.0,9.61,109539,1052669.79,WATCHLIST->WATCHLIST
AUGO,Aura Minerals Inc. - Common Shares,PASSED,PASSED,,,5043400192.0,60.4,948242,57273816.8,PASSED->PASSED
AUID,authID Inc. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,20165608.0,1.25,208698,260872.5,REJECTED->REJECTED
AUPH,Aurinia Pharmaceuticals Inc - Common Shares,PASSED,PASSED,,,2037050496.0,15.84,1184433,18761418.72,PASSED->PASSED
AUR,"Aurora Innovation, Inc.  - Class A Common Stock",PASSED,PASSED,,,12375191552.0,6.31,24876003,156967578.92999998,PASSED->PASSED
AURA,"Aura Biosciences, Inc. - Common Stock",PASSED,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,685452928.0,6.63,476350,3158200.5,PASSED->WATCHLIST
AURE,Aurelion Inc.  - Class A Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,91632000.0,2.49,59158,147303.42,REJECTED->REJECTED
AUTL,Autolus Therapeutics plc - American Depositary Shares,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,407199200.0,1.53,1638450,2506828.5,WATCHLIST->WATCHLIST
AUUD,Auddia Inc. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",,7026905.0,1.31,4598182,6023618.42,REJECTED->REJECTED
AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,PASSED,PASSED,,,1454604672.0,6.68,1442406,9635272.08,PASSED->PASSED
AVAV,"AeroVironment, Inc. - Common Stock",PASSED,PASSED,,,9408494592.0,185.92,1414766,263033294.72,PASSED->PASSED
AVBH,"Avidbank Holdings, Inc. - Common Stock",PASSED,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,341472544.0,31.17,86487,2695799.79,PASSED->WATCHLIST
AVBP,"ArriVent BioPharma, Inc. - Common Stock",PASSED,PASSED,,,1413549056.0,30.35,532352,16156883.2,PASSED->PASSED
AVGO,Broadcom Inc. - Common Stock,PASSED,PASSED,,,1826303639552.0,385.73,24438841,9426794138.93,PASSED->PASSED
AVIR,"Atea Pharmaceuticals, Inc. - common stock",WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,340115168.0,4.25,433879,1843985.75,WATCHLIST->WATCHLIST
AVLN,Avalyn Pharma Inc. - common stock,PASSED,PASSED,,,1199653504.0,27.06,593837,16069229.22,PASSED->PASSED
AVNW,"Aviat Networks, Inc. - Common Stock",WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,233427920.0,18.04,203830,3677093.2,WATCHLIST->WATCHLIST
AVO,"Mission Produce, Inc. - Common Stock",PASSED,PASSED,,,903218496.0,10.22,1038696,10615473.12,PASSED->PASSED
AVPT,"AvePoint, Inc. - Class A Common Stock",PASSED,PASSED,,,2277064704.0,10.74,1804987,19385560.38,PASSED->PASSED
AVR,Anteris Technologies Global Corp. - Common Stock,PASSED,PASSED,,,938378816.0,9.64,1011341,9749327.24,PASSED->PASSED
AVT,"Avnet, Inc. - Common Stock",PASSED,PASSED,,,7120509952.0,86.81,1189509,103261276.29,PASSED->PASSED
AVTX,"Avalo Therapeutics, Inc. - Common Stock",PASSED,PASSED,,,688609024.0,13.1,1524641,19972797.1,PASSED->PASSED
AVX,Avax One Technology Ltd. - Common Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,35945068.0,0.4011,456506,183104.5566,REJECTED->REJECTED
AVXL,Anavex Life Sciences Corp. - Common Stock,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,238166416.0,2.57,1378179,3541920.03,WATCHLIST->WATCHLIST
AWRE,"Aware, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,29222204.0,1.35,55192,74509.20000000001,REJECTED->REJECTED
AXG,Solowin Holdings - Class A Ordinary Share,WATCHLIST,REJECTED,"LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,653256640.0,3.43,286442,982496.06,WATCHLIST->REJECTED
AXGN,"Axogen, Inc. - Common Stock",PASSED,PASSED,,,2276010752.0,42.8,995893,42624220.4,PASSED->PASSED
AXON,"Axon Enterprise, Inc. - Common Stock",PASSED,PASSED,,,39182282752.0,486.12,1097573,533552186.76,PASSED->PASSED
AXSM,"Axsome Therapeutics, Inc. - Common Stock",PASSED,PASSED,,,11955133440.0,232.32,701007,162857946.24,PASSED->PASSED
AXTI,AXT Inc - Common Stock,PASSED,PASSED,,,5826130944.0,89.053,11843206,1054673023.918,PASSED->PASSED
AYA,Aya Gold & Silver Inc. - Common Shares,PASSED,PASSED,,,2457014528.0,17.14,319263,5472167.82,PASSED->PASSED
AYTU,"Aytu BioPharma, Inc.  - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,24149718.0,2.25,44776,100746.0,REJECTED->REJECTED
AZ,A2Z Cust2Mate Solutions Corp. - Common Shares,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,285896512.0,6.42,468666,3008835.72,WATCHLIST->WATCHLIST
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,3188642.0,1.04,964167,1002733.68,REJECTED->REJECTED
AZTA,"Azenta, Inc. - Common Stock",PASSED,PASSED,,,1045845760.0,22.69,1180822,26792851.18,PASSED->PASSED
BAFN,BayFirst Financial Corp. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,22177288.0,5.4,42722,230698.8,REJECTED->REJECTED
BAND,Bandwidth Inc. - Class A Common Stock,PASSED,PASSED,,,2311649536.0,72.2,818530,59097866.0,PASSED->PASSED
BANF,BancFirst Corporation - Common Stock,PASSED,PASSED,,,3706929664.0,110.37,145255,16031794.35,PASSED->PASSED
BANL,CBL International Limited - Class B Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,10430298.0,0.38,931714,354051.32,REJECTED->REJECTED
BANR,Banner Corporation - Common Stock,PASSED,PASSED,,,2203160832.0,64.86,287203,18627986.58,PASSED->PASSED
BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,3928286.0,2.56,39615,101414.4,REJECTED->REJECTED
BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",PASSED,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,3457351936.0,53.9,61033,3289678.7,PASSED->WATCHLIST
BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",PASSED,PASSED,,,3180892160.0,49.59,355863,17647246.17,PASSED->PASSED
BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",WATCHLIST,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,525603392.0,10.43,133033,1387534.19,WATCHLIST->WATCHLIST
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",REJECTED,REJECTED,MARKET_CAP_BELOW_MINIMUM,,38130472.0,21.085,1251001,26377356.085,REJECTED->REJECTED
BBIO,"BridgeBio Pharma, Inc. - Common Stock",PASSED,PASSED,,,13242179584.0,67.61,2550639,172448702.79,PASSED->PASSED
BBLG,Bone Biologics Corp - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,2241741.0,1.2487,12698,15855.9926,REJECTED->REJECTED
BBNX,"Beta Bionics, Inc. - Common Stock",PASSED,PASSED,,,618961984.0,13.89,983536,13661315.04,PASSED->PASSED
BBOT,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",PASSED,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,625636480.0,7.81,346401,2705391.81,PASSED->WATCHLIST
BBSI,"Barrett Business Services, Inc. - Common Stock",PASSED,PASSED,,,810468352.0,33.0,253547,8367051.0,PASSED->PASSED
BCAB,"BioAtla, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,5526314.0,3.33,37877,126130.41,REJECTED->REJECTED
BCAL,California BanCorp - Common Stock,PASSED,WATCHLIST,DOLLAR_VOLUME_WATCHLIST_RANGE,,619494528.0,19.26,190082,3660979.32,PASSED->WATCHLIST
BCAR,D. Boral ARC Acquisition I Corp. - Class A Ordinary Shares,PASSED,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,,431574848.0,10.64,514041,5469396.24,PASSED->WATCHLIST
BCAX,Bicara Therapeutics Inc. - Common Stock,PASSED,PASSED,,,1314077312.0,20.0,557311,11146220.0,PASSED->PASSED
BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,195161872.0,11.24,100126,1125416.24,WATCHLIST->WATCHLIST
BCDA,"BioCardia, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,11715965.0,1.03,164233,169159.99,REJECTED->REJECTED
BCG,"Binah Capital Group, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,26055704.0,1.55,609914,945366.7,REJECTED->REJECTED
BCML,BayCom Corp - Common Stock,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,346588992.0,31.77,43941,1396005.57,WATCHLIST->WATCHLIST
BCPC,Balchem Corporation - Common Stock,PASSED,PASSED,,,5137882112.0,159.91,202768,32424630.88,PASSED->PASSED
BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",PASSED,PASSED,,,2137507840.0,8.41,5295541,44535499.81,PASSED->PASSED
BCTX,BriaCell Therapeutics Corp. - Common Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,26795344.0,3.08,223568,688589.4400000001,REJECTED->REJECTED
BCYC,Bicycle Therapeutics plc - American Depositary Shares,WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,293207136.0,4.2,434346,1824253.2,WATCHLIST->WATCHLIST
BDCI,BTC Development Corp. - Class A Ordinary Shares,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE",,349204032.0,10.05,29949,300987.45,REJECTED->REJECTED
BDMD,Baird Medical Investment Holdings Ltd - Ordinary Share,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,40297008.0,1.26,465092,586015.92,REJECTED->REJECTED
BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,2506943.0,3.36,738333,2480798.88,REJECTED->REJECTED
BDSX,"Biodesix, Inc. - Common Stock",WATCHLIST,WATCHLIST,"MARKET_CAP_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,160100800.0,15.46,80233,1240402.1800000002,WATCHLIST->WATCHLIST
BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",WATCHLIST,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE, DOLLAR_VOLUME_WATCHLIST_RANGE",,112884504.0,1.97,1204304,2372478.88,WATCHLIST->REJECTED
BEAM,Beam Therapeutics Inc. - Common Stock,PASSED,PASSED,,,3024648960.0,29.4,2041384,60016689.6,PASSED->PASSED
BEAT,"Heartbeam, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,46564688.0,0.8389,1493590,1252972.651,REJECTED->REJECTED
BEEM,Beam Global - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,29084076.0,1.31,522434,684388.54,REJECTED->REJECTED
BEEP,Mobile Infrastructure Corporation - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,83620704.0,2.03,42031,85322.93,REJECTED->REJECTED
BELFA,Bel Fuse Inc. - Class A Common Stock,PASSED,PASSED,,,2952176896.0,232.04,83258,19319186.32,PASSED->PASSED
BELFB,Bel Fuse Inc. - Class B Common Stock,PASSED,PASSED,,,3734313984.0,262.56,240826,63231274.56,PASSED->PASSED
BENF,Beneficient - Class A Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,50847264.0,3.54,236942,838774.68,REJECTED->REJECTED
BETR,Better Home & Finance Holding Company - Class A Common Stock,PASSED,WATCHLIST,MARKET_CAP_WATCHLIST_RANGE,,483444896.0,25.62,549339,14074065.18,PASSED->WATCHLIST
BFC,Bank First Corporation - Common Stock,PASSED,PASSED,,,1575015296.0,140.34,99947,14026561.98,PASSED->PASSED
BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",,12441449.0,0.671,11271088,7562900.048,REJECTED->REJECTED
BFRI,Biofrontera Inc. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,11971127.0,0.935,175195,163807.325,REJECTED->REJECTED
BFST,"Business First Bancshares, Inc. - Common Stock",PASSED,PASSED,,,929688192.0,28.45,187401,5331558.45,PASSED->PASSED
BGC,"BGC Group, Inc. - Class A Common Stock",PASSED,PASSED,,,5202554880.0,10.86,2944090,31972817.4,PASSED->PASSED
BGDE,"Big Digital Energy, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,39010652.0,7.11,564768,4015500.48,REJECTED->REJECTED
BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,REJECTED,REJECTED,"LOW_DOLLAR_VOLUME, MARKET_CAP_WATCHLIST_RANGE, PRICE_STRONG_WATCHLIST_RANGE",,300941632.0,2.66,21306,56673.96000000001,REJECTED->REJECTED
BGL,Blue Gold Limited - Class A ordinary shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,21235640.0,0.52,427933,222525.16,REJECTED->REJECTED
BGLC,BioNexus Gene Lab Corp - Common stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,5318091.0,2.2,12936,28459.2,REJECTED->REJECTED
BGM,BGM Group Ltd. - Class A Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,58381400.0,0.291,335571,97651.161,REJECTED->REJECTED
BGMS,"Bio Green Med Solution, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,8279184.0,1.5,86060,129090.0,REJECTED->REJECTED
BHF,"Brighthouse Financial, Inc. - Common Stock",PASSED,PASSED,,,3598978560.0,62.65,575111,36030704.15,PASSED->PASSED
BHFAL,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",REJECTED,REJECTED,"MISSING_MARKET_CAP, LOW_DOLLAR_VOLUME",,,15.72,21900,344268.0,REJECTED->REJECTED
BHRB,Burke & Herbert Financial Services Corp. - Common Stock,PASSED,PASSED,,,1299460992.0,64.49,134173,8652816.77,PASSED->PASSED
BHST,BioHarvest Sciences Inc. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,72310416.0,3.19,27512,87763.28,REJECTED->REJECTED
BIAF,"bioAffinity Technologies, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_STRONG_WATCHLIST_RANGE",,7845387.0,1.73,8613301,14901010.73,REJECTED->REJECTED
BIDU,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",PASSED,PASSED,,,41395142656.0,121.66,2332326,283750781.16,PASSED->PASSED
BIIB,Biogen Inc. - Common Stock,PASSED,PASSED,,,28839434240.0,195.34,1156031,225819095.54,PASSED->PASSED
BILI,Bilibili Inc. - American Depositary Shares,PASSED,PASSED,,,7277181440.0,17.46,3070093,53603823.78,PASSED->PASSED
BIOA,"BioAge Labs, Inc. - Common Stock",PASSED,PASSED,,,697907968.0,15.7,479465,7527600.5,PASSED->PASSED
BIOX,Bioceres Crop Solutions Corp. - Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,26815438.0,0.4202,688382,289258.1164,REJECTED->REJECTED
BIRD,"Allbirds, Inc. - Class A Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,33727176.0,3.83,6053869,23186318.27,REJECTED->REJECTED
BIVI,BioVie Inc. - Common stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,12066943.0,1.6,86912,139059.2,REJECTED->REJECTED
BIYA,Baiya International Group Inc.  - Ordinary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM",,3378393.0,0.82,8171169,6700358.579999999,REJECTED->REJECTED
BJDX,"Bluejay Diagnostics, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,4966632.0,4.8,1238911,5946772.8,REJECTED->REJECTED
BJRI,"BJ's Restaurants, Inc. - Common Stock",PASSED,PASSED,,,904568448.0,43.04,372561,16035025.44,PASSED->PASSED
BKNG,Booking Holdings Inc. - Common Stock,PASSED,PASSED,,,128505839616.0,165.84,7852217,1302211667.28,PASSED->PASSED
BKR,Baker Hughes Company - Common Stock,PASSED,PASSED,,,62093578240.0,62.59,9106671,569986537.89,PASSED->PASSED
BL,"BlackLine, Inc. - Common Stock",PASSED,PASSED,,,1681221888.0,28.66,1262114,36172187.24,PASSED->PASSED
BLBD,Blue Bird Corporation - Common Stock,PASSED,PASSED,,,2205134336.0,69.68,424126,29553099.680000003,PASSED->PASSED
BLDP,"Ballard Power Systems, Inc. - Common Shares",PASSED,PASSED,PRICE_WEAK_WATCHLIST_RANGE,PRICE_WEAK_WATCHLIST_RANGE,1483261184.0,4.92,7285584,35845073.28,PASSED->PASSED
BLFS,"BioLife Solutions, Inc. - Common Stock",PASSED,PASSED,,,1301561472.0,26.64,511457,13625214.48,PASSED->PASSED
BLIN,"Bridgeline Digital, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,13355871.0,1.06,35090,37195.4,REJECTED->REJECTED
BLIV,BeLive Holdings - ordinary shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_STRONG_WATCHLIST_RANGE",,22490140.0,2.07,2346,4856.219999999999,REJECTED->REJECTED
BLKB,"Blackbaud, Inc. - Common Stock",PASSED,PASSED,,,1300337792.0,28.31,625277,17701591.87,PASSED->PASSED
BLLN,"BillionToOne, Inc. - Class A common stock",PASSED,PASSED,,,4470301184.0,97.19,533725,51872732.75,PASSED->PASSED
BLMN,"Bloomin' Brands, Inc. - Common Stock",PASSED,PASSED,,,622415872.0,7.27,2833731,20601224.37,PASSED->PASSED
BLNE,"Beeline Holdings, Inc. - Common Stock",REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, LOW_DOLLAR_VOLUME",,35543732.0,1.14,723758,825084.1199999999,REJECTED->REJECTED
BLNK,Blink Charging Co. - Common Stock,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, PRICE_BELOW_MINIMUM, DOLLAR_VOLUME_WATCHLIST_RANGE",,98867760.0,0.6881,2430038,1672109.1478000002,REJECTED->REJECTED
BLRX,BioLineRx Ltd. - American Depositary Shares,REJECTED,REJECTED,"MARKET_CAP_BELOW_MINIMUM, LOW_DOLLAR_VOLUME, PRICE_WEAK_WATCHLIST_RANGE",PRICE_WEAK_WATCHLIST_RANGE,14533098.0,3.23,49353,159410.19,REJECTED->REJECTED
