asset_id,ticker,company_name,country,eligibility_status,confidence,coverage_weight,total_score,rank,review_reasons,phase
U00411,BLNE,"Beeline Holdings, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,32.92684836,272,,v2.38BV-global-research-ranking
U00412,BLNK,Blink Charging Co. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,22.36756483,311,,v2.38BV-global-research-ranking
U00415,BLZE,"Backblaze, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.8,50.34441604,173,,v2.38BV-global-research-ranking
U00417,BMBL,Bumble Inc. - common stock,USA,ELIGIBLE_PARTIAL,HIGH,0.8,20.85144067,312,,v2.38BV-global-research-ranking
U00418,BMEA,"Biomea Fusion, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,38.45013385,,,v2.38BV-global-research-ranking
U00422,BMR,Beamr Imaging Ltd. - Ordinary Share,USA,ELIGIBLE_PARTIAL,HIGH,0.9,28.79062491,293,,v2.38BV-global-research-ranking
U00423,BMRA,"Biomerica, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,29.9192651,287,,v2.38BV-global-research-ranking
U00424,BMRC,Bank of Marin Bancorp - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.64,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00425,BMRN,BioMarin Pharmaceutical Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,62.5029161,80,,v2.38BV-global-research-ranking
U00426,BNAI,Brand Engagement Network Inc. - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00427,BNBX,BNB Plus Corp. - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,17.77182088,,,v2.38BV-global-research-ranking
U00428,BNC,CEA Industries Inc. - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00429,BNGO,"Bionano Genomics, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,30.17239557,284,,v2.38BV-global-research-ranking
U00430,BNKK,"Bonk, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.8,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00432,BNTC,Benitec Biopharma Inc. - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,45.98048204,,,v2.38BV-global-research-ranking
U00434,BODI,"The Beachbody Company, Inc. - Class A Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.8,30.25555793,283,,v2.38BV-global-research-ranking
U00435,BOF,BranchOut Food Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,42.17150453,223,,v2.38BV-global-research-ranking
U00436,BOKF,BOK Financial Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,67.58159021,48,,v2.38BV-global-research-ranking
U00437,BOLD,"Boundless Bio, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,56.48346885,,,v2.38BV-global-research-ranking
U00438,BOLT,"Bolt Biotherapeutics, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00439,BON,Bon Natural Life Limited - Class A Ordinary Shares,USA,ELIGIBLE_PARTIAL,HIGH,1.0,35.3009285,262,,v2.38BV-global-research-ranking
U00440,BOOM,DMC Global Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.8,39.59930243,234,,v2.38BV-global-research-ranking
U00441,BOSC,B.O.S. Better Online Solutions - Ordinary Shares,USA,ELIGIBLE_PARTIAL,HIGH,1.0,70.01927021,31,,v2.38BV-global-research-ranking
U00443,BOTJ,"Bank of the James Financial Group, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.74,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00444,BOXL,Boxlight Corporation - Class A Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.8,28.17051336,294,,v2.38BV-global-research-ranking
U00446,BPOP,"Popular, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,72.67741122,21,,v2.38BV-global-research-ranking
U00447,BPRN,"Princeton Bancorp, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.74,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00451,BRCB,"Black Rock Coffee Bar, Inc. - Class A Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.54,43.70396718,,,v2.38BV-global-research-ranking
U00453,BRFH,Barfresh Food Group Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,29.18409633,292,,v2.38BV-global-research-ranking
U00454,BRID,Bridgford Foods Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,44.18333324,216,,v2.38BV-global-research-ranking
U00455,BRKR,Bruker Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,47.09065298,194,,v2.38BV-global-research-ranking
U00456,BRLS,Borealis Foods Inc. - Class A Common Shares,USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,23.13768651,308,,v2.38BV-global-research-ranking
U00457,BRLT,"Brilliant Earth Group, Inc. - Class A Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,32.72443839,274,,v2.38BV-global-research-ranking
U00458,BRR,"ProCap Financial, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.8,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00459,BRTX,"BioRestorative Therapies, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00461,BRZE,"Braze, Inc. - Class A Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.8,51.41228248,167,,v2.38BV-global-research-ranking
U00463,BSBK,Bogota Financial Corp. - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,63.56952662,,,v2.38BV-global-research-ranking
U00464,BSET,"Bassett Furniture Industries, Incorporated - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,61.5699296,89,,v2.38BV-global-research-ranking
U00465,BSIN,Big Sky Industrial Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,35.68301537,258,,v2.38BV-global-research-ranking
U00467,BSRR,Sierra Bancorp - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.74,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00468,BSVN,Bank7 Corp. - Common stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,66.96437558,51,,v2.38BV-global-research-ranking
U00469,BSY,"Bentley Systems, Incorporated - Class B Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,66.47291659,55,,v2.38BV-global-research-ranking
U00470,BTAI,"BioXcel Therapeutics, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.84,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00471,BTBD,"BT Brands, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.8,42.16913727,224,,v2.38BV-global-research-ranking
U00472,BTBT,"Bit Digital, Inc. - Ordinary Share",USA,ELIGIBLE_PARTIAL,HIGH,1.0,31.34059227,281,,v2.38BV-global-research-ranking
U00473,BTCS,BTCS Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.8,40.57120207,231,,v2.38BV-global-research-ranking
U00474,BTCT,BTC Digital Ltd. - Ordinary Shares,USA,ELIGIBLE_PARTIAL,HIGH,0.9,44.70695984,211,,v2.38BV-global-research-ranking
U00476,BTMD,Biote Corp. - Class A common stock,USA,ELIGIBLE_PARTIAL,HIGH,0.84,60.74713006,97,,v2.38BV-global-research-ranking
U00477,BTOC,Armlogi Holding Corp. - common stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,34.52096411,267,,v2.38BV-global-research-ranking
U00478,BTOG,Bit Origin Limited - Class A Ordinary Shares,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.6,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00481,BULL,Webull Corporation - Class A Ordinary Shares,USA,PARTIAL_COMPARABILITY,LOW,0.54,52.98363082,,,v2.38BV-global-research-ranking
U00482,BUSE,First Busey Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,72.65783638,22,,v2.38BV-global-research-ranking
U00483,BUUU,BUUU Group Limited - Class A Ordinary Share,USA,ELIGIBLE_PARTIAL,MEDIUM,0.7,77.70363245,5,,v2.38BV-global-research-ranking
U00484,BVC,BitVentures Limited - Ordinary Share,USA,PARTIAL_COMPARABILITY,LOW,0.64,43.50325205,,,v2.38BV-global-research-ranking
U00485,BVFL,"BV Financial, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,69.7514364,34,,v2.38BV-global-research-ranking
U00486,BVS,Bioventus Inc. - Class A Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.8,66.07383614,58,,v2.38BV-global-research-ranking
U00487,BWB,"Bridgewater Bancshares, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.74,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00488,BWEN,"Broadwind, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,69.2330635,,,v2.38BV-global-research-ranking
U00489,BWFG,"Bankwell Financial Group, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct|financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00490,BWIN,"The Baldwin Insurance Group, Inc. - Class A Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.8,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00491,BWMN,Bowman Consulting Group Ltd. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,62.62921857,78,,v2.38BV-global-research-ranking
U00492,BYAH,"Park Ha Biological Technology Co., Ltd. - Class A Ordinary Shares",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00493,BYFC,Broadway Financial Corporation - Class A Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.8,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00494,BYND,"Beyond Meat, Inc. - Common stock",USA,ELIGIBLE_PARTIAL,HIGH,0.84,55.45562632,129,,v2.38BV-global-research-ranking
U00495,BYRN,"Byrna Technologies, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,53.61529886,146,,v2.38BV-global-research-ranking
U00496,BYSI,"BeyondSpring, Inc. - Ordinary Shares",USA,PARTIAL_COMPARABILITY,LOW,0.58,21.44199565,,,v2.38BV-global-research-ranking
U00497,BZ,KANZHUN LIMITED - American Depository Shares,USA,ELIGIBLE_PARTIAL,HIGH,0.8,75.72211507,7,,v2.38BV-global-research-ranking
U00498,BZAI,"Blaize Holdings, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.8,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00499,BZFD,"BuzzFeed, Inc. - Class A Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.8,25.13915932,300,,v2.38BV-global-research-ranking
U00500,CAAS,"China Automotive Systems, Inc. - Ordinary Share",USA,ELIGIBLE_PARTIAL,MEDIUM,0.7,73.15203698,18,,v2.38BV-global-research-ranking
U00501,CABA,"Cabaletta Bio, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,39.20071346,,,v2.38BV-global-research-ranking
U00502,CABR,"Caring Brands, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.8,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00503,CAC,Camden National Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,73.24357484,17,,v2.38BV-global-research-ranking
U00504,CACC,Credit Acceptance Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,69.8329349,33,,v2.38BV-global-research-ranking
U00505,CADL,"Candel Therapeutics, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,51.708997,,,v2.38BV-global-research-ranking
U00507,CAI,"Caris Life Sciences, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.8,43.54364661,219,,v2.38BV-global-research-ranking
U00509,CAKE,The Cheesecake Factory Incorporated - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,61.97836202,85,,v2.38BV-global-research-ranking
U00510,CALC,"CalciMedica, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.58,30.21234996,,,v2.38BV-global-research-ranking
U00511,CALM,"Cal-Maine Foods, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,54.01977033,141,,v2.38BV-global-research-ranking
U00512,CAMP,CAMP4 Therapeutics Corporation - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00513,CAMT,Camtek Ltd. - Ordinary Shares,USA,ELIGIBLE_PARTIAL,HIGH,1.0,52.5216094,157,,v2.38BV-global-research-ranking
U00515,CAPR,"Capricor Therapeutics, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,24.70457037,303,,v2.38BV-global-research-ranking
U00516,CAPS,Capstone Holding Corp. - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,23.8412604,,,v2.38BV-global-research-ranking
U00518,CAR,"Avis Budget Group, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,34.77048107,,,v2.38BV-global-research-ranking
U00519,CARE,"Carter Bankshares, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,69.56743683,35,,v2.38BV-global-research-ranking
U00520,CARG,"CarGurus, Inc. - Class A Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,74.13015654,14,,v2.38BV-global-research-ranking
U00521,CARL,"Carlsmed, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,48.80894578,,,v2.38BV-global-research-ranking
U00522,CART,Maplebear Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,66.01683804,60,,v2.38BV-global-research-ranking
U00523,CASH,"Pathward Financial, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.8,64.04920483,74,,v2.38BV-global-research-ranking
U00524,CASS,"Cass Information Systems, Inc - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,66.93399673,52,,v2.38BV-global-research-ranking
U00526,CASY,"Caseys General Stores, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,64.2970015,69,,v2.38BV-global-research-ranking
U00527,CATY,Cathay General Bancorp - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.74,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00529,CBC,"Central Bancompany, Inc. - Class A Common Stock",USA,BLOCKED,NOT_RANKABLE,0.34,,,,v2.38BV-global-research-ranking
U00530,CBFV,"CB Financial Services, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,58.1033861,112,,v2.38BV-global-research-ranking
U00531,CBIO,"Crescent Biopharma, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.7,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00532,CBK,"Commercial Bancgroup, Inc. - Common Stock",USA,BLOCKED,NOT_RANKABLE,0.48,,,,v2.38BV-global-research-ranking
U00533,CBLL,"CeriBell, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,51.20448345,169,,v2.38BV-global-research-ranking
U00534,CBNK,"Capital Bancorp, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.74,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00535,CBRL,"Cracker Barrel Old Country Store, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,58.33652569,109,,v2.38BV-global-research-ranking
U00537,CBSH,"Commerce Bancshares, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.64,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00538,CBUS,"Cibus, Inc. - Class A Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.8,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00539,CCAP,"Crescent Capital BDC, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,56.78443709,120,,v2.38BV-global-research-ranking
U00541,CCB,Coastal Financial Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,48.35819291,184,,v2.38BV-global-research-ranking
U00542,CCBG,Capital City Bank Group - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.74,,,financial_institution_requires_separate_factor_contract,v2.38BV-global-research-ranking
U00543,CCC,CCC Intelligent Solutions Holdings Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.84,51.45013483,165,,v2.38BV-global-research-ranking
U00544,CCCC,"C4 Therapeutics, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00546,CCEC,Capital Clean Energy Carriers Corp. - Common Share,USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,65.0239317,65,,v2.38BV-global-research-ranking
U00549,CCHH,CCH Holdings Ltd - Class A Ordinary Shares,USA,PARTIAL_COMPARABILITY,LOW,0.64,37.71256498,,,v2.38BV-global-research-ranking
U00552,CCLD,"CareCloud, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,61.41861285,91,,v2.38BV-global-research-ranking
U00553,CCNE,CNB Financial Corporation - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,71.28208035,,,v2.38BV-global-research-ranking
U00554,CCOI,"Cogent Communications Holdings, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.58,18.4645735,,,v2.38BV-global-research-ranking
U00556,CCSI,"Consensus Cloud Solutions, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,63.78472598,76,,v2.38BV-global-research-ranking
U00557,CCTG,CCSC Technology International Holdings Limited - Class A Ordinary Shares,USA,ELIGIBLE_PARTIAL,HIGH,0.8,23.42428464,307,,v2.38BV-global-research-ranking
U00558,CCXI,Churchill Capital Corp XI - Class A Ordinary Shares,USA,BLOCKED,NOT_RANKABLE,0.18,,,,v2.38BV-global-research-ranking
U00559,CD,Chaince Digital Holdings Inc. - American Ordinary Shares,USA,ELIGIBLE_PARTIAL,HIGH,0.9,29.80977478,290,,v2.38BV-global-research-ranking
U00560,CDIO,Cardio Diagnostics Holdings Inc. - Common stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00561,CDLX,"Cardlytics, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.84,14.01693609,317,,v2.38BV-global-research-ranking
U00562,CDNA,"CareDx, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,50.46577601,172,,v2.38BV-global-research-ranking
U00563,CDNL,Cardinal Infrastructure Group Inc. - Class A Common Stock,USA,BLOCKED,NOT_RANKABLE,0.34,,,,v2.38BV-global-research-ranking
U00564,CDNS,"Cadence Design Systems, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,61.40976423,92,,v2.38BV-global-research-ranking
U00566,CDT,CDT Equity Inc. - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.58,6.08289849,,,v2.38BV-global-research-ranking
U00567,CDTG,CDT Environmental Technology Investment Holdings Limited - ordinary shares,USA,ELIGIBLE_PARTIAL,HIGH,0.9,10.83416003,318,,v2.38BV-global-research-ranking
U00568,CDW,CDW Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,58.90752232,105,,v2.38BV-global-research-ranking
U00569,CDXS,"Codexis, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,34.20765336,268,,v2.38BV-global-research-ranking
U00570,CDZI,"Cadiz, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,35.35204918,260,,v2.38BV-global-research-ranking
U00571,CECO,CECO Environmental Corp. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,66.22034164,57,,v2.38BV-global-research-ranking
U00572,CEG,Constellation Energy Corporation - Common Stock When-Issued,USA,ELIGIBLE_PARTIAL,HIGH,1.0,56.5945683,122,,v2.38BV-global-research-ranking
U00573,CELC,Celcuity Inc. - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,37.10877582,,,v2.38BV-global-research-ranking
U00574,CELH,"Celsius Holdings, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,48.51456678,182,,v2.38BV-global-research-ranking
U00575,CELU,Celularity Inc. - Class A Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.84,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00576,CELZ,"Creative Medical Technology Holdings, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.8,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00577,CENN,Cenntro Inc. - Common Stock,USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00578,CENT,Central Garden & Pet Company - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,64.32729236,68,,v2.38BV-global-research-ranking
U00579,CENTA,Central Garden & Pet Company - Class A Common Stock Nonvoting,USA,ELIGIBLE_PARTIAL,HIGH,0.9,64.27908857,71,,v2.38BV-global-research-ranking
U00580,CENX,Century Aluminum Company - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,48.17699433,185,,v2.38BV-global-research-ranking
U00581,CEPF,"Cantor Equity Partners IV, Inc. - Class A Ordinary Shares",USA,BLOCKED,NOT_RANKABLE,0.44,,,,v2.38BV-global-research-ranking
U00582,CEPO,"Cantor Equity Partners I, Inc. - Class A Ordinary Shares",USA,BLOCKED,NOT_RANKABLE,0.38,,,,v2.38BV-global-research-ranking
U00583,CEPS,"Cantor Equity Partners VI, Inc. - Class A Ordinary Shares",USA,BLOCKED,NOT_RANKABLE,0.28,,,,v2.38BV-global-research-ranking
U00584,CEPV,"Cantor Equity Partners V, Inc. - Class A Ordinary Shares",USA,BLOCKED,NOT_RANKABLE,0.28,,,,v2.38BV-global-research-ranking
U00585,CERS,Cerus Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,46.87689755,196,,v2.38BV-global-research-ranking
U00586,CERT,"Certara, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,54.43822895,136,,v2.38BV-global-research-ranking
U00587,CETX,Cemtrex Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.8,29.82476577,289,,v2.38BV-global-research-ranking
U00588,CETY,"Clean Energy Technologies, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00589,CEVA,"CEVA, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,47.28964702,,,v2.38BV-global-research-ranking
U00590,CFBK,CF Bankshares Inc. - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,73.99611664,,,v2.38BV-global-research-ranking
U00591,CFFI,C&F Financial Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,74.27704533,13,,v2.38BV-global-research-ranking
U00592,CFFN,"Capitol Federal Financial, Inc. - Common Stock",USA,REVIEW_REQUIRED,NOT_RANKABLE,0.9,,,absolute_margin_outside_300pct,v2.38BV-global-research-ranking
U00593,CG,The Carlyle Group Inc. - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.9,51.64035414,164,,v2.38BV-global-research-ranking
U00596,CGEM,"Cullinan Therapeutics, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.54,55.51361196,,,v2.38BV-global-research-ranking
U00597,CGEN,Compugen Ltd. - Ordinary Shares,USA,ELIGIBLE_PARTIAL,HIGH,0.9,82.58878751,1,,v2.38BV-global-research-ranking
U00598,CGNT,Cognyte Software Ltd. - Ordinary Shares,USA,ELIGIBLE_PARTIAL,HIGH,0.8,48.16032291,186,,v2.38BV-global-research-ranking
U00599,CGNX,Cognex Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,59.59707713,103,,v2.38BV-global-research-ranking
U00601,CGON,"CG Oncology, Inc. - Common stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,53.7705024,,,v2.38BV-global-research-ranking
U00602,CGTL,Creative Global Technology Holdings Limited - Class A Ordinary Shares,USA,ELIGIBLE_PARTIAL,HIGH,0.9,31.94940306,278,,v2.38BV-global-research-ranking
U00603,CGTX,"Cognition Therapeutics, Inc. - Common Stock",USA,PARTIAL_COMPARABILITY,LOW,0.64,27.93164957,,,v2.38BV-global-research-ranking
U00604,CHAI,"Core AI Holdings, Inc. - Common Shares",USA,ELIGIBLE_PARTIAL,MEDIUM,0.7,15.11766027,316,,v2.38BV-global-research-ranking
U00606,CHCI,"Comstock Holding Companies, Inc. - Class A Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.8,77.88398829,4,,v2.38BV-global-research-ranking
U00607,CHCO,City Holding Company - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,71.76947438,,,v2.38BV-global-research-ranking
U00608,CHDN,"Churchill Downs, Incorporated - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,0.9,58.17345636,111,,v2.38BV-global-research-ranking
U00610,CHEF,"The Chefs' Warehouse, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,64.76424284,66,,v2.38BV-global-research-ranking
U00612,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,USA,ELIGIBLE_PARTIAL,HIGH,1.0,65.99740431,62,,v2.38BV-global-research-ranking
U00613,CHMG,Chemung Financial Corp - Common Stock,USA,PARTIAL_COMPARABILITY,LOW,0.64,64.79355906,,,v2.38BV-global-research-ranking
U00616,CHR,"Cheer Holding, Inc. - Class A Ordinary Share",USA,ELIGIBLE_PARTIAL,HIGH,0.9,46.1415642,199,,v2.38BV-global-research-ranking
U00617,CHRD,Chord Energy Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,1.0,52.00415307,160,,v2.38BV-global-research-ranking
U00618,CHRN,ChronoScale Holdings Corporation - Common Stock,USA,ELIGIBLE_PARTIAL,HIGH,0.8,41.21016761,228,,v2.38BV-global-research-ranking
U00619,CHRS,"Coherus Oncology, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,MEDIUM,0.74,69.09249907,38,,v2.38BV-global-research-ranking
U00620,CHRW,"C.H. Robinson Worldwide, Inc. - Common Stock",USA,ELIGIBLE_PARTIAL,HIGH,1.0,53.68933418,145,,v2.38BV-global-research-ranking
