asset_id,ticker,theme_id,note_type,note,confidence_level,source_policy,phase
U00037,ACIW,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00037,ACIW,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00037,ACIW,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00037,ACIW,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00046,ACT,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00046,ACT,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00046,ACT,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00046,ACT,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00046,ACT,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00046,ACT,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00046,ACT,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00185,ANAB,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00185,ANAB,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00185,ANAB,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00185,ANAB,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00185,ANAB,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00185,ANAB,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00185,ANAB,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00015,ABEO,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00015,ABEO,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00015,ABEO,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00015,ABEO,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00015,ABEO,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00015,ABEO,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00015,ABEO,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00053,ADBE,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00053,ADBE,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00053,ADBE,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00053,ADBE,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00053,ADBE,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00053,ADBE,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00053,ADBE,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00047,ACTG,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00047,ACTG,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00047,ACTG,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00047,ACTG,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00047,ACTG,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00047,ACTG,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00047,ACTG,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00634,CIVB,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00634,CIVB,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00634,CIVB,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00634,CIVB,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00634,CIVB,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00634,CIVB,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00634,CIVB,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00520,CARG,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00520,CARG,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00520,CARG,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00520,CARG,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00520,CARG,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00520,CARG,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00520,CARG,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00017,ABNB,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00017,ABNB,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00017,ABNB,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00017,ABNB,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00017,ABNB,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00017,ABNB,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00017,ABNB,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00513,CAMT,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00513,CAMT,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00513,CAMT,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00513,CAMT,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00513,CAMT,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00513,CAMT,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00513,CAMT,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00119,AIRT,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00119,AIRT,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00119,AIRT,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00119,AIRT,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00119,AIRT,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00119,AIRT,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00119,AIRT,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00653,CLSK,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00653,CLSK,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00653,CLSK,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00653,CLSK,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00653,CLSK,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00653,CLSK,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00653,CLSK,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00191,ANIP,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00191,ANIP,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00191,ANIP,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00191,ANIP,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00191,ANIP,HEALTHCARE_REGULATION,MACRO_RISK,"Healthcare and biotech names face policy, reimbursement and trial/regulatory uncertainty.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00191,ANIP,,EVIDENCE_LIMITATION,Sector classification is conservative and derived only from existing local text fields; no live external classification was used.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00191,ANIP,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00191,ANIP,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00398,BJRI,INTEREST_RATES,MACRO_RISK,"Higher or volatile interest rates can affect discount rates, financing costs and risk appetite.",MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00398,BJRI,INFLATION,MACRO_RISK,Inflation can pressure input costs and consumer demand while helping some pricing-power businesses.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00398,BJRI,USD_STRENGTH,MACRO_RISK,A stronger dollar can pressure foreign revenue translation and help import-heavy cost bases.,LOW,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00398,BJRI,SMALL_CAP_LIQUIDITY,MACRO_RISK,Smaller and less liquid equities can be more sensitive to risk appetite and financing conditions.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00398,BJRI,,EVIDENCE_LIMITATION,No reliable sector-specific theme was inferred; only general US macro themes were applied.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00398,BJRI,,NEXT_RESEARCH_STEP,Review sourced macro and sector evidence in the next phase before changing any research priority.,MEDIUM,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
U00398,BJRI,,LANGUAGE_GUARDRAIL,Static context only; no final action language or external event claim is generated.,HIGH,OFFLINE_STATIC_NO_LIVE_NEWS,v2.38M-macro-geopolitical-context
