row_number,instrument_id,symbol,isin,company_name,exchange,country,provider_before,source_provider_before,source_provider_proposed,identity_match,collision_result,disposition,candidate_action,evidence_blob_sha
1078,nse_india_3214bcb9e4974d69,MAHAPEXLTD,INE843B01013,Maha Rashtra Apex Corporation Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1079,nse_india_2caee8db1f288715,MAHASTEEL,INE451L01014,Mahamaya Steel Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1080,nse_india_accecab9039ac9ea,MAHEPC,INE215D01010,Mahindra EPC Irrigation Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1081,nse_india_a8cd1e44acd035e8,MAHLIFE,INE813A01018,Mahindra Lifespace Developers Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1082,nse_india_f72b89ec4c72a775,MAHLOG,INE766P01016,Mahindra Logistics Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1083,nse_india_497a4d4623ad86f2,MAHSCOOTER,INE288A01013,Maharashtra Scooters Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1084,nse_india_671dacaf0cbdba63,MAHSEAMLES,INE271B01025,Maharashtra Seamless Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1085,nse_india_7900a15b7790c03a,MAITHANALL,INE683C01011,Maithan Alloys Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1086,nse_india_f4616ab776ee93fd,MAJESAUT,INE201B01022,Majestic Auto Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1087,nse_india_958324f6743dfc39,MALLCOM,INE389C01015,Mallcom (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1088,nse_india_5378cb89b51ae70b,MALUPAPER,INE383H01017,Malu Paper Mills Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1089,nse_india_2e5348f6daa0de12,MAMATA,INE0TO701015,Mamata Machinery Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1090,nse_india_7a357be2c27cdec3,MANAKALUCO,INE859Q01017,Manaksia Aluminium Company Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1091,nse_india_f81355e484a03599,MANAKCOAT,INE830Q01018,Manaksia Coated Metals & Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1092,nse_india_157579fad2db54fd,MANAKSIA,INE015D01022,Manaksia Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1093,nse_india_b7d2dc8d7be2d326,MANAKSTEEL,INE824Q01011,Manaksia Steels Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1094,nse_india_8381e422e86b4299,MANALIPETC,INE201A01024,Manali Petrochemicals Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1095,nse_india_1d298332752ff6be,MANAPPURAM,INE522D01027,Manappuram Finance Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1096,nse_india_9a67789856483aa0,MANBA,INE939X01013,Manba Finance Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1097,nse_india_2b095c20a6ee9cf4,MANCREDIT,INE545L01039,Mangal Credit and Fincorp Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1098,nse_india_723152c2ef23e60f,MANGALAM,INE584F01014,Mangalam Drugs And Organics Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1099,nse_india_8fdbf3a3261ed6d6,MANGLMCEM,INE347A01017,Mangalam Cement Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1100,nse_india_bd379ab7fce36a1d,MANINDS,INE993A01026,Man Industries (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1101,nse_india_a40cf97abc97266b,MANINFRA,INE949H01023,Man Infraconstruction Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1102,nse_india_39c417c93013836d,MANIPALHOS,INE459N01021,Manipal Health Enterprises Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1103,nse_india_e7896ce9a5aa463d,MANKIND,INE634S01028,Mankind Pharma Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1104,nse_india_a28d708c1ae40dc9,MANOMAY,INE784W01015,Manomay Tex India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1105,nse_india_2adc893b7e6ad3fb,MANORAMA,INE00VM01036,Manorama Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1106,nse_india_fdc0d3ea57c6ae4d,MANYAVAR,INE825V01034,Vedant Fashions Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1107,nse_india_22d47ded7e816525,MAPMYINDIA,INE0BV301023,C.E. Info Systems Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1108,nse_india_06fa88f62d89dc71,MARATHON,INE182D01020,Marathon Nextgen Realty Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1109,nse_india_675d1ac950c7cf2d,MARICO,INE196A01026,Marico Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1110,nse_india_31cec19a82872b38,MARINE,INE01JE01028,Marine Electricals (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1111,nse_india_eddaedcfd3360ac6,MARKOLINES,INE0FW001016,Markolines Pavement Technologies Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1112,nse_india_5c90a201cdaff608,MARKSANS,INE750C01026,Marksans Pharma Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1113,nse_india_11c9b7a44c2703fe,MARSONS,INE415B01044,Marsons Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1114,nse_india_ccf65a5c1ddab042,MARUTI,INE585B01010,Maruti Suzuki India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1115,nse_india_45ee9e17371a81fb,MASFIN,INE348L01012,MAS Financial Services Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1116,nse_india_fe935a5dac76ceff,MASTEK,INE759A01021,Mastek Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1117,nse_india_a23fd9bc8b195703,MATRIMONY,INE866R01028,Matrimony.Com Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1118,nse_india_247f4aedf6f363cb,MAXESTATES,INE03EI01018,Max Estates Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1119,nse_india_b98fa8de9676fb10,MAXHEALTH,INE027H01010,Max Healthcare Institute Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1120,nse_india_3bd4427152ba2aac,MAXIND,INE0CG601016,Max India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1121,nse_india_e9ffb7975b11cb4f,MAYURUNIQ,INE040D01038,Mayur Uniquoters Ltd,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1122,nse_india_2384f0cadcafed40,MAZDOCK,INE249Z01020,Mazagon Dock Shipbuilders Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1123,nse_india_23a703e12a979442,MBAPL,INE900L01028,Madhya Bharat Agro Products Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1124,nse_india_7698d8a21c1d3c15,MBEL,INE08N601015,M & B Engineering Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1125,nse_india_97432a85edb8faa4,MCCHRLS-B,INE435D01014,Mac Charles India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1126,nse_india_94bc0c357a4aa153,MCL,INE813V01022,M TEK COPPER LIMITED,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1127,nse_india_0dad94c416c1a826,MCLOUD,INE613C01026,Magellanic Cloud Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1128,nse_india_6451455c482a4dd2,MCX,INE745G01043,Multi Commodity Exchange of India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1129,nse_india_717ed75273153e1a,MEDANTA,INE474Q01031,Global Health Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1130,nse_india_aab064cfc7628d4a,MEDIASSIST,INE456Z01021,Medi Assist Healthcare Services Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1131,nse_india_9789fa4069837716,MEDICAMEQ,INE646B01010,Medicamen Biotech Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1132,nse_india_ea79e893f5d3646b,MEDICO,INE630Y01024,Medico Remedies Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1133,nse_india_86ef38aebc65e765,MEDPLUS,INE804L01022,Medplus Health Services Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1134,nse_india_460d548aa2245646,MEESHO,INE0VDM01015,Meesho Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1135,nse_india_5b32127a7e200a1d,MEGASTAR,INE00EM01016,Megastar Foods Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1136,nse_india_4d36d484170f28e4,MEIL,INE0PKD01011,Mangal Electrical Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1137,nse_india_f2cb70ae74fba98d,MENNPIS,INE650G01029,Menon Pistons Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1138,nse_india_f791a1369505cfc3,MERCANTILE,INE689O01013,Mercantile Ventures Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1139,nse_india_cd3c44c9f2408fd6,MERCURYEV,INE763M01028,Mercury Ev-Tech Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1140,nse_india_0de66c68ff65eefe,METROBRAND,INE317I01021,Metro Brands Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1141,nse_india_cbc903a211033a90,METROGLOBL,INE085D01033,Metroglobal Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1142,nse_india_b7a77ecba0b3daf8,METROPOLIS,INE112L01020,Metropolis Healthcare Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1143,nse_india_0f05486a2a57e18b,MFML,INE0US801024,Mahalaxmi Fabric Mills Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1144,nse_india_f91b02c8a46f90cb,MFSL,INE180A01020,Max Financial Services Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1145,nse_india_de495035f7908ac9,MGL,INE002S01010,Mahanagar Gas Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1146,nse_india_6c32957d1057726f,MHLXMIRU,INE112D01035,Mahalaxmi Rubtech Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1147,nse_india_6db2aad204992c29,MHRIL,INE998I01010,Mahindra Holidays & Resorts India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1148,nse_india_2775063c207b3d4a,MIDHANI,INE099Z01011,Mishra Dhatu Nigam Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1149,nse_india_0f2f63189d553cf3,MIDWESTLTD,INE0XAD01024,Midwest Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1150,nse_india_fe1157d7c04cd73d,MINDACORP,INE842C01021,Minda Corporation Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1151,nse_india_d2e953c55c395e67,MINDTECK,INE110B01017,Mindteck (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1152,nse_india_484da62cd696459c,MIRZAINT,INE771A01026,Mirza International Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1153,nse_india_1c343b97709ea15d,MITTAL,INE997Y01027,Mittal Life Style Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1154,nse_india_920b9e2b14638f29,MKPL,INE964W01021,M K Proteins Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1155,nse_india_85a02685b13c65cc,MMFL,INE227C01017,MM Forgings Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1156,nse_india_971a73dba8d9c313,MMP,INE511Y01018,MMP Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1157,nse_india_b0aa2decb626d151,MMTC,INE123F01029,MMTC Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1158,nse_india_e1c1e4644833719e,MOBIKWIK,INE0HLU01028,One Mobikwik Systems Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
1159,nse_india_ba3c25ee033537ae,MODIRUBBER,INE832A01018,Modi Rubber Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
