append_order,source_phase,asx_code,ticker,symbol,name,isin,instrument_class,scope_confidence,validation_decision,match_type,context_match,last_price,business_date,appended_ticker_duplicate_count,appended_isin_duplicate_count,ticker_already_in_current,isin_already_in_current
656,v2.20G,KLV,KLV.AX,KLV.AX,KLEVO REWARDS LIMITED,AU0000428864,ordinary_equity,high,net_new_candidate,no_current_match,True,0.079,30/06/2026,1,1,False,False
657,v2.20G,KMD,KMD.AX,KMD.AX,KMD BRANDS LIMITED,NZKMDE0007S0,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
658,v2.20G,KNO,KNO.AX,KNO.AX,KNOSYS LIMITED,AU000000KNO6,ordinary_equity,high,net_new_candidate,no_current_match,True,0.025,30/06/2026,1,1,False,False
659,v2.20G,KOB,KOB.AX,KOB.AX,KOBA RESOURCES LIMITED,AU0000212375,ordinary_equity,high,net_new_candidate,no_current_match,True,0.027,29/06/2026,1,1,False,False
660,v2.20G,KGN,KGN.AX,KGN.AX,KOGAN.COM LTD,AU000000KGN2,ordinary_equity,high,net_new_candidate,no_current_match,True,4.43,30/06/2026,1,1,False,False
661,v2.20G,KNB,KNB.AX,KNB.AX,KOONENBERRY GOLD LIMITED,AU0000165896,ordinary_equity,high,net_new_candidate,no_current_match,True,0.02,30/06/2026,1,1,False,False
662,v2.20G,KTK,KTK.AX,KTK.AX,KTEK AEROSYSTEMS LTD,AU0000465338,ordinary_equity,high,net_new_candidate,no_current_match,True,0.34,30/06/2026,1,1,False,False
663,v2.20G,KNI,KNI.AX,KNI.AX,KUNIKO LIMITED,AU0000159840,ordinary_equity,high,net_new_candidate,no_current_match,True,0.024,30/06/2026,1,1,False,False
664,v2.20G,GLS,GLS.AX,GLS.AX,L1 GLOBAL LONG SHORT FUND LIMITED,AU0000440166,ordinary_equity,high,net_new_candidate,no_current_match,True,2,30/06/2026,1,1,False,False
665,v2.20G,LGF,LGF.AX,LGF.AX,L1 GOLD FUND LIMITED,AU0000460305,ordinary_equity,high,net_new_candidate,no_current_match,True,1.72,30/06/2026,1,1,False,False
666,v2.20G,L1G,L1G.AX,L1G.AX,L1 GROUP LIMITED,AU0000423501,ordinary_equity,high,net_new_candidate,no_current_match,True,1.13,30/06/2026,1,1,False,False
667,v2.20G,LF1,LF1.AX,LF1.AX,LA TROBE PRIVATE CREDIT FUND,AU0000398133,ordinary_equity,high,net_new_candidate,no_current_match,True,1.84,30/06/2026,1,1,False,False
668,v2.20G,LSA,LSA.AX,LSA.AX,LACHLAN STAR LIMITED,AU000000LSA2,ordinary_equity,high,net_new_candidate,no_current_match,True,0.11,30/06/2026,1,1,False,False
669,v2.20G,LSJ,LSJ.AX,LSJ.AX,LAISHI LIQUOR LIMITED,KYG650141057,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
670,v2.20G,LKE,LKE.AX,LKE.AX,LAKE RESOURCES N.L.,AU000000LKE1,ordinary_equity,high,net_new_candidate,no_current_match,True,0.043,30/06/2026,1,1,False,False
671,v2.20G,LKO,LKO.AX,LKO.AX,LAKES BLUE ENERGY NL,AU000000LKO0,ordinary_equity,high,net_new_candidate,no_current_match,True,0.45,30/06/2026,1,1,False,False
672,v2.20G,LAM,LAM.AX,LAM.AX,LARAMIDE RESOURCES LTD,AU000000LAM5,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,0.65,25/06/2026,1,1,False,False
673,v2.20G,LRK,LRK.AX,LRK.AX,LARK DISTILLING CO. LTD,AU0000087264,ordinary_equity,high,net_new_candidate,no_current_match,True,0.875,30/06/2026,1,1,False,False
674,v2.20G,LAT,LAT.AX,LAT.AX,LATITUDE 66 LIMITED,AU0000342032,ordinary_equity,high,net_new_candidate,no_current_match,True,0.095,30/06/2026,1,1,False,False
675,v2.20G,LMG,LMG.AX,LMG.AX,LATROBE MAGNESIUM LIMITED,AU000000LMG2,ordinary_equity,high,net_new_candidate,no_current_match,True,0.013,30/06/2026,1,1,False,False
676,v2.20G,LED,LED.AX,LED.AX,LDR CAPITAL PROPERTY FUND,AU0000455305,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,0.465,30/06/2026,1,1,False,False
677,v2.20G,LEL,LEL.AX,LEL.AX,LE MINERALS LIMITED,AU0000143497,ordinary_equity,high,net_new_candidate,no_current_match,True,0.315,30/06/2026,1,1,False,False
678,v2.20G,LM1,LM1.AX,LM1.AX,LEEUWIN METALS LTD,AU0000268286,ordinary_equity,high,net_new_candidate,no_current_match,True,0.18,30/06/2026,1,1,False,False
679,v2.20G,LEX,LEX.AX,LEX.AX,LEFROY EXPLORATION LIMITED,VGG5520W1023,ordinary_equity,high,net_new_candidate,no_current_match,True,0.12,30/06/2026,1,1,False,False
680,v2.20G,LCY,LCY.AX,LCY.AX,LEGACY IRON ORE LIMITED,AU000000LCY6,ordinary_equity,high,net_new_candidate,no_current_match,True,0.005,29/06/2026,1,1,False,False
681,v2.20G,LGM,LGM.AX,LGM.AX,LEGACY MINERALS HOLDINGS LIMITED,AU0000165383,ordinary_equity,high,net_new_candidate,no_current_match,True,0.1,30/06/2026,1,1,False,False
682,v2.20G,LLC,LLC.AX,LLC.AX,LENDLEASE GROUP,AU000000LLC3,ordinary_equity,high,net_new_candidate,no_current_match,True,3.23,30/06/2026,1,1,False,False
683,v2.20G,LFG,LFG.AX,LFG.AX,LIBERTY FINANCIAL GROUP,AU0000121634,ordinary_equity,high,net_new_candidate,no_current_match,True,3.23,30/06/2026,1,1,False,False
684,v2.20G,LIB,LIB.AX,LIB.AX,LIBERTY METALS LTD,AU0000425027,ordinary_equity,high,net_new_candidate,no_current_match,True,0.003,30/06/2026,1,1,False,False
685,v2.20G,360,360.AX,360.AX,LIFE360 INC.,AU0000045098,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,26.7,30/06/2026,1,1,False,False
686,v2.20G,LIC,LIC.AX,LIC.AX,LIFESTYLE COMMUNITIES LIMITED,AU000000LIC9,ordinary_equity,high,net_new_candidate,no_current_match,True,5.27,30/06/2026,1,1,False,False
687,v2.20G,LNW,LNW.AX,LNW.AX,LIGHT & WONDER INC.,AU0000278103,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,110.63,30/06/2026,1,1,False,False
688,v2.20G,ZCL,ZCL.AX,ZCL.AX,LIGHT SWEET CRUDE OIL FUTURES (NYMEX),AU000000ZCL3,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,False,,,1,1,False,False
689,v2.20G,L1M,L1M.AX,L1M.AX,LIGHTNING MINERALS LTD,AU0000247256,ordinary_equity,high,net_new_candidate,no_current_match,True,0.015,30/06/2026,1,1,False,False
690,v2.20G,LML,LML.AX,LML.AX,LINCOLN MINERALS LIMITED,AU000000LML2,ordinary_equity,high,net_new_candidate,no_current_match,True,0.01,30/06/2026,1,1,False,False
691,v2.20G,LAU,LAU.AX,LAU.AX,LINDSAY AUSTRALIA LIMITED,AU000000LAU8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.565,30/06/2026,1,1,False,False
692,v2.20G,LK1,LK1.AX,LK1.AX,LINKEDIN CORPORATION (LNKD) (NYSE),AU000000LK11,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,False,,,1,1,False,False
693,v2.20G,LNQ,LNQ.AX,LNQ.AX,LINQ MINERALS LIMITED,AU0000397960,ordinary_equity,high,net_new_candidate,no_current_match,True,0.29,30/06/2026,1,1,False,False
694,v2.20G,LIO,LIO.AX,LIO.AX,LION ENERGY LIMITED,AU000000LIO4,ordinary_equity,high,net_new_candidate,no_current_match,True,0.011,30/06/2026,1,1,False,False
695,v2.20G,LRM,LRM.AX,LRM.AX,LION ROCK MINERALS LTD,AU0000412231,ordinary_equity,high,net_new_candidate,no_current_match,True,0.025,30/06/2026,1,1,False,False
696,v2.20G,LIS,LIS.AX,LIS.AX,LI-S ENERGY LIMITED,AU0000166597,ordinary_equity,high,net_new_candidate,no_current_match,True,0.125,30/06/2026,1,1,False,False
697,v2.20G,LMS,LMS.AX,LMS.AX,LITCHFIELD MINERALS LIMITED,AU0000321333,ordinary_equity,high,net_new_candidate,no_current_match,True,0.22,30/06/2026,1,1,False,False
698,v2.20G,LPM,LPM.AX,LPM.AX,LITHIUM PLUS MINERALS LTD.,AU0000214082,ordinary_equity,high,net_new_candidate,no_current_match,True,0.095,30/06/2026,1,1,False,False
699,v2.20G,LU7,LU7.AX,LU7.AX,LITHIUM UNIVERSE LIMITED,AU0000290967,ordinary_equity,high,net_new_candidate,no_current_match,True,0.006,30/06/2026,1,1,False,False
700,v2.20G,LGP,LGP.AX,LGP.AX,LITTLE GREEN PHARMA LTD,AU0000074924,ordinary_equity,high,net_new_candidate,no_current_match,True,0.061,30/06/2026,1,1,False,False
701,v2.20G,LIT,LIT.AX,LIT.AX,LIVIUM LTD,AU000000LIT3,ordinary_equity,high,net_new_candidate,no_current_match,True,0.008,30/06/2026,1,1,False,False
702,v2.20G,LPE,LPE.AX,LPE.AX,LOCALITY PLANNING ENERGY HOLDINGS LIMITED,AU000000LPE0,ordinary_equity,high,net_new_candidate,no_current_match,True,0.069,30/06/2026,1,1,False,False
703,v2.20G,LKY,LKY.AX,LKY.AX,LOCKSLEY RESOURCES LIMITED,AU0000154015,ordinary_equity,high,net_new_candidate,no_current_match,True,0.059,30/06/2026,1,1,False,False
704,v2.20G,LDR,LDR.AX,LDR.AX,LODE RESOURCES LTD,AU0000147258,ordinary_equity,high,net_new_candidate,no_current_match,True,0.09,30/06/2026,1,1,False,False
705,v2.20G,LSR,LSR.AX,LSR.AX,LODESTAR MINERALS LIMITED,AU000000LSR6,ordinary_equity,high,net_new_candidate,no_current_match,True,0.01,30/06/2026,1,1,False,False
706,v2.20G,LCE,LCE.AX,LCE.AX,LONDON CITY EQUITIES LIMITED,AU000000LCE8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.85,28/05/2026,1,1,False,False
707,v2.20G,LRD,LRD.AX,LRD.AX,LORD RESOURCES LIMITED,AU0000210098,ordinary_equity,high,net_new_candidate,no_current_match,True,0.014,30/06/2026,1,1,False,False
708,v2.20G,LVE,LVE.AX,LVE.AX,LOVE GROUP GLOBAL LTD,AU000000LVE8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.105,18/06/2026,1,1,False,False
709,v2.20G,LRT,LRT.AX,LRT.AX,LOWELL RESOURCES FUND,AU000000LRT4,ordinary_equity,high,net_new_candidate,no_current_match,True,2.47,30/06/2026,1,1,False,False
710,v2.20G,LLM,LLM.AX,LLM.AX,LOYAL METALS LTD,AU0000399131,ordinary_equity,high,net_new_candidate,no_current_match,True,0.43,30/06/2026,1,1,False,False
711,v2.20G,LTP,LTP.AX,LTP.AX,LTR PHARMA LIMITED,AU0000305294,ordinary_equity,high,net_new_candidate,no_current_match,True,0.545,30/06/2026,1,1,False,False
712,v2.20G,LDX,LDX.AX,LDX.AX,LUMOS DIAGNOSTICS HOLDINGS LIMITED,AU0000157091,ordinary_equity,high,net_new_candidate,no_current_match,True,0.105,30/06/2026,1,1,False,False
713,v2.20G,LM8,LM8.AX,LM8.AX,LUNNON METALS LIMITED,AU0000148975,ordinary_equity,high,net_new_candidate,no_current_match,True,0.31,30/06/2026,1,1,False,False
714,v2.20G,LUX,LUX.AX,LUX.AX,LUX COPPER CORP. LTD,AU0000474009,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
715,v2.20G,LYL,LYL.AX,LYL.AX,LYCOPODIUM LIMITED,AU000000LYL7,ordinary_equity,high,net_new_candidate,no_current_match,True,18.01,30/06/2026,1,1,False,False
716,v2.20G,M3M,M3M.AX,M3M.AX,M3 MINING LIMITED,AU0000157661,ordinary_equity,high,net_new_candidate,no_current_match,True,0.025,30/06/2026,1,1,False,False
717,v2.20G,MA1,MA1.AX,MA1.AX,MA CREDIT INCOME TRUST,AU0000380917,ordinary_equity,high,net_new_candidate,no_current_match,True,2,30/06/2026,1,1,False,False
718,v2.20G,MAF,MAF.AX,MAF.AX,MA FINANCIAL GROUP LIMITED,AU0000156218,ordinary_equity,high,net_new_candidate,no_current_match,True,5.94,30/06/2026,1,1,False,False
719,v2.20G,MGH,MGH.AX,MGH.AX,MAAS GROUP HOLDINGS LIMITED,AU0000118564,ordinary_equity,high,net_new_candidate,no_current_match,True,5.31,30/06/2026,1,1,False,False
720,v2.20G,MNE,MNE.AX,MNE.AX,MACALLUM NEW ENERGY LIMITED,AU0000446361,ordinary_equity,high,net_new_candidate,no_current_match,True,0.13,29/06/2026,1,1,False,False
721,v2.20G,MIO,MIO.AX,MIO.AX,MACARTHUR MINERALS LIMITED,AU0000062440,ordinary_equity,high,net_new_candidate,no_current_match,True,0.018,30/06/2026,1,1,False,False
722,v2.20G,M7T,M7T.AX,M7T.AX,MACH7 TECHNOLOGIES LIMITED,AU000000M7T0,ordinary_equity,high,net_new_candidate,no_current_match,True,0.29,30/06/2026,1,1,False,False
723,v2.20G,MAH,MAH.AX,MAH.AX,MACMAHON HOLDINGS LIMITED,AU000000MAH3,ordinary_equity,high,net_new_candidate,no_current_match,True,0.955,30/06/2026,1,1,False,False
724,v2.20G,MQG,MQG.AX,MQG.AX,MACQUARIE GROUP LIMITED,AU000000MQG1,ordinary_equity,high,net_new_candidate,no_current_match,True,250.29,30/06/2026,1,1,False,False
725,v2.20G,M4M,M4M.AX,M4M.AX,MACRO METALS LIMITED,AU0000260903,ordinary_equity,high,net_new_candidate,no_current_match,True,0.006,30/06/2026,1,1,False,False
726,v2.20G,MAD,MAD.AX,MAD.AX,MADER GROUP LIMITED,AU0000056269,ordinary_equity,high,net_new_candidate,no_current_match,True,7.92,30/06/2026,1,1,False,False
727,v2.20G,MBH,MBH.AX,MBH.AX,MAGGIE BEER HOLDINGS LTD,AU0000096554,ordinary_equity,high,net_new_candidate,no_current_match,True,0.07,30/06/2026,1,1,False,False
728,v2.20G,MAG,MAG.AX,MAG.AX,MAGMATIC RESOURCES LIMITED,AU000000MAG5,ordinary_equity,high,net_new_candidate,no_current_match,True,0.023,30/06/2026,1,1,False,False
729,v2.20G,MGT,MGT.AX,MGT.AX,MAGNETITE MINES LIMITED.,AU000000MGT5,ordinary_equity,high,net_new_candidate,no_current_match,True,0.016,30/06/2026,1,1,False,False
730,v2.20G,MGU,MGU.AX,MGU.AX,MAGNUM MINING AND EXPLORATION LIMITED,AU000000MGU3,ordinary_equity,high,net_new_candidate,no_current_match,True,0.005,30/06/2026,1,1,False,False
731,v2.20G,M24,M24.AX,M24.AX,MAMBA EXPLORATION LIMITED,AU0000129348,ordinary_equity,high,net_new_candidate,no_current_match,True,0.014,26/06/2026,1,1,False,False
732,v2.20G,M79,M79.AX,M79.AX,MAMMOTH MINERALS LIMITED,AU0000411837,ordinary_equity,high,net_new_candidate,no_current_match,True,0.031,30/06/2026,1,1,False,False
733,v2.20G,MHC,MHC.AX,MHC.AX,MANHATTAN GOLD CORPORATION LIMITED,AU000000MHC9,ordinary_equity,high,net_new_candidate,no_current_match,True,0.02,30/06/2026,1,1,False,False
734,v2.20G,MTL,MTL.AX,MTL.AX,MANTLE MINERALS LIMITED,AU0000256976,ordinary_equity,high,net_new_candidate,no_current_match,True,0.001,30/06/2026,1,1,False,False
735,v2.20G,MKR,MKR.AX,MKR.AX,MANUKA RESOURCES LTD.,AU0000090292,ordinary_equity,high,net_new_candidate,no_current_match,True,0.078,30/06/2026,1,1,False,False
736,v2.20G,MPK,MPK.AX,MPK.AX,MANY PEAKS MINERALS LTD,AU0000307738,ordinary_equity,high,net_new_candidate,no_current_match,True,0.81,30/06/2026,1,1,False,False
737,v2.20G,MC2,MC2.AX,MC2.AX,MARIMACA COPPER CORP.,AU0000381535,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,7.02,30/06/2026,1,1,False,False
738,v2.20G,MEU,MEU.AX,MEU.AX,MARMOTA LIMITED,AU000000MEU8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.077,30/06/2026,1,1,False,False
739,v2.20G,MQR,MQR.AX,MQR.AX,MARQUEE RESOURCES LIMITED,AU000000MQR8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.005,30/06/2026,1,1,False,False
740,v2.20G,MVL,MVL.AX,MVL.AX,MARVEL GOLD LIMITED,AU0000102154,ordinary_equity,high,net_new_candidate,no_current_match,True,0.013,30/06/2026,1,1,False,False
741,v2.20G,M96,M96.AX,M96.AX,MAVERICK MINERALS AUSTRALIA LTD,AU0000475568,ordinary_equity,high,net_new_candidate,no_current_match,True,0.009,30/06/2026,1,1,False,False
742,v2.20G,MXI,MXI.AX,MXI.AX,MAXIPARTS LIMITED,AU000000MXI3,ordinary_equity,high,net_new_candidate,no_current_match,True,1.425,30/06/2026,1,1,False,False
743,v2.20G,MFD,MFD.AX,MFD.AX,MAYFIELD CHILDCARE LIMITED,AU000000MFD1,ordinary_equity,high,net_new_candidate,no_current_match,True,0.18,30/06/2026,1,1,False,False
744,v2.20G,MYG,MYG.AX,MYG.AX,MAYFIELD GROUP HOLDINGS LIMITED,AU0000119331,ordinary_equity,high,net_new_candidate,no_current_match,True,2.91,30/06/2026,1,1,False,False
745,v2.20G,MCM,MCM.AX,MCM.AX,MC MINING LIMITED,AU000000MCM9,ordinary_equity,high,net_new_candidate,no_current_match,True,0.27,30/06/2026,1,1,False,False
746,v2.20G,MC1,MC1.AX,MC1.AX,MCDONALDS CORPORATION (MCD) (NASDAQ),AU000000MC10,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,False,,,1,1,False,False
747,v2.20G,MML,MML.AX,MML.AX,MCLAREN MINERALS LIMITED,AU0000369662,ordinary_equity,high,net_new_candidate,no_current_match,True,0.011,30/06/2026,1,1,False,False
748,v2.20G,MSG,MSG.AX,MSG.AX,MCS SERVICES LIMITED,AU000000MSG7,ordinary_equity,high,net_new_candidate,no_current_match,True,0.003,30/06/2026,1,1,False,False
749,v2.20G,MMR,MMR.AX,MMR.AX,MEC RESOURCES LIMITED,AU000000MMR7,ordinary_equity,high,net_new_candidate,no_current_match,True,0.0025,29/06/2026,1,1,False,False
750,v2.20G,MM8,MM8.AX,MM8.AX,MEDALLION METALS LIMITED.,AU0000138828,ordinary_equity,high,net_new_candidate,no_current_match,True,0.39,30/06/2026,1,1,False,False
751,v2.20G,MPL,MPL.AX,MPL.AX,MEDIBANK PRIVATE LIMITED,AU000000MPL3,ordinary_equity,high,net_new_candidate,no_current_match,True,4.97,30/06/2026,1,1,False,False
752,v2.20G,MVP,MVP.AX,MVP.AX,MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,AU000000MVP2,ordinary_equity,high,net_new_candidate,no_current_match,True,0.395,30/06/2026,1,1,False,False
753,v2.20G,MEK,MEK.AX,MEK.AX,MEEKA METALS LIMITED,AU0000192726,ordinary_equity,high,net_new_candidate,no_current_match,True,0.095,30/06/2026,1,1,False,False
754,v2.20G,MEG,MEG.AX,MEG.AX,MEGADO MINERALS LTD,AU0000105025,ordinary_equity,high,net_new_candidate,no_current_match,True,0.016,30/06/2026,1,1,False,False
755,v2.20G,MP1,MP1.AX,MP1.AX,MEGAPORT LIMITED,AU000000MP15,ordinary_equity,high,net_new_candidate,no_current_match,True,21.58,30/06/2026,1,1,False,False
756,v2.20G,MAY,MAY.AX,MAY.AX,MELBANA ENERGY LIMITED,AU000000MAY8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.003,30/06/2026,1,1,False,False
757,v2.20G,MEM,MEM.AX,MEM.AX,MEMPHASYS LIMITED.,AU000000MEM5,ordinary_equity,high,net_new_candidate,no_current_match,True,0.0065,30/06/2026,1,1,False,False
758,v2.20G,MEZ,MEZ.AX,MEZ.AX,MERIDIAN ENERGY LIMITED,NZMELE0002S7,ordinary_equity,high,net_new_candidate,no_current_match,True,4.8,30/06/2026,1,1,False,False
759,v2.20G,MNC,MNC.AX,MNC.AX,MERINO & CO. LIMITED,AU0000348625,ordinary_equity,high,net_new_candidate,no_current_match,True,0.09,29/06/2026,1,1,False,False
760,v2.20G,MPW,MPW.AX,MPW.AX,METAL POWDER WORKS LIMITED,AU0000384729,ordinary_equity,high,net_new_candidate,no_current_match,True,1.8,30/06/2026,1,1,False,False
761,v2.20G,MTM,MTM.AX,MTM.AX,METALLIUM LIMITED,AU0000155228,ordinary_equity,high,net_new_candidate,no_current_match,True,0.39,30/06/2026,1,1,False,False
762,v2.20G,MLS,MLS.AX,MLS.AX,METALS AUSTRALIA LTD,AU000000MLS7,ordinary_equity,high,net_new_candidate,no_current_match,True,0.02,30/06/2026,1,1,False,False
763,v2.20G,MLX,MLX.AX,MLX.AX,METALS X LIMITED,AU000000MLX7,ordinary_equity,high,net_new_candidate,no_current_match,True,1.32,30/06/2026,1,1,False,False
764,v2.20G,MTS,MTS.AX,MTS.AX,METCASH LIMITED,AU000000MTS0,ordinary_equity,high,net_new_candidate,no_current_match,True,2.95,30/06/2026,1,1,False,False
765,v2.20G,MEL,MEL.AX,MEL.AX,METGASCO LTD,AU000000MEL7,ordinary_equity,high,net_new_candidate,no_current_match,True,0.011,30/06/2026,1,1,False,False
766,v2.20G,MOT,MOT.AX,MOT.AX,METRICS INCOME OPPORTUNITIES TRUST,AU0000040776,ordinary_equity,high,net_new_candidate,no_current_match,True,1.645,30/06/2026,1,1,False,False
767,v2.20G,MXT,MXT.AX,MXT.AX,METRICS MASTER INCOME TRUST,AU000000MXT0,ordinary_equity,high,net_new_candidate,no_current_match,True,1.91,30/06/2026,1,1,False,False
768,v2.20G,MRE,MRE.AX,MRE.AX,METRICS REAL ESTATE MULTI-STRATEGY FUND,AU0000352791,ordinary_or_equity_like_unclassified,medium,net_new_candidate,no_current_match,True,1.85,30/06/2026,1,1,False,False
769,v2.20G,MPP,MPP.AX,MPP.AX,METRO PERFORMANCE GLASS LIMITED,NZMPGE0001S5,ordinary_equity,high,net_new_candidate,no_current_match,True,1.015,30/06/2026,1,1,False,False
770,v2.20G,MFF,MFF.AX,MFF.AX,MFF CAPITAL INVESTMENTS LIMITED,AU000000MFF6,ordinary_equity,high,net_new_candidate,no_current_match,True,5.06,30/06/2026,1,1,False,False
771,v2.20G,MHJ,MHJ.AX,MHJ.AX,MICHAEL HILL INTERNATIONAL LIMITED,AU000000MHJ4,ordinary_equity,high,net_new_candidate,no_current_match,True,0.325,30/06/2026,1,1,False,False
772,v2.20G,MAP,MAP.AX,MAP.AX,MICROBA LIFE SCIENCES LIMITED,AU0000209868,ordinary_equity,high,net_new_candidate,no_current_match,True,0.036,30/06/2026,1,1,False,False
773,v2.20G,MAM,MAM.AX,MAM.AX,MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED,AU0000004517,ordinary_equity,high,net_new_candidate,no_current_match,True,0.39,30/06/2026,1,1,False,False
774,v2.20G,MX1,MX1.AX,MX1.AX,MICRO-X LIMITED,AU000000MX15,ordinary_equity,high,net_new_candidate,no_current_match,True,0.035,30/06/2026,1,1,False,False
775,v2.20G,MM1,MM1.AX,MM1.AX,MIDAS MINERALS LTD,AU0000166142,ordinary_equity,high,net_new_candidate,no_current_match,True,0.915,30/06/2026,1,1,False,False
776,v2.20G,MDI,MDI.AX,MDI.AX,MIDDLE ISLAND RESOURCES LIMITED,AU000000MDI5,ordinary_equity,high,net_new_candidate,no_current_match,True,0.014,30/06/2026,1,1,False,False
777,v2.20G,MIE,MIE.AX,MIE.AX,MIE PAY LTD,AU0000088510,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
778,v2.20G,MNB,MNB.AX,MNB.AX,MINBOS RESOURCES LIMITED,AU000000MNB9,ordinary_equity,high,net_new_candidate,no_current_match,True,0.023,30/06/2026,1,1,False,False
779,v2.20G,MDX,MDX.AX,MDX.AX,MINDAX LIMITED,AU000000MDX4,ordinary_equity,high,net_new_candidate,no_current_match,True,0.019,29/06/2026,1,1,False,False
780,v2.20G,MI6,MI6.AX,MI6.AX,MINERALS 260 LIMITED,AU0000173486,ordinary_equity,high,net_new_candidate,no_current_match,True,0.73,30/06/2026,1,1,False,False
781,v2.20G,MEX,MEX.AX,MEX.AX,MINERALS EXPLORATION LIMITED,AU0000439838,ordinary_equity,high,net_new_candidate,no_current_match,True,0.059,30/06/2026,1,1,False,False
782,v2.20G,MRR,MRR.AX,MRR.AX,MINREX RESOURCES LIMITED,AU000000MRR6,ordinary_equity,high,net_new_candidate,no_current_match,True,0.014,30/06/2026,1,1,False,False
783,v2.20G,M2R,M2R.AX,M2R.AX,MIRAMAR RESOURCES LIMITED,AU0000105637,ordinary_equity,high,net_new_candidate,no_current_match,True,0.0025,30/06/2026,1,1,False,False
784,v2.20G,MSV,MSV.AX,MSV.AX,MITCHELL SERVICES LIMITED,AU000000MSV6,ordinary_equity,high,net_new_candidate,no_current_match,True,0.485,30/06/2026,1,1,False,False
785,v2.20G,MLG,MLG.AX,MLG.AX,MLG OZ LIMITED,AU0000144610,ordinary_equity,high,net_new_candidate,no_current_match,True,0.765,30/06/2026,1,1,False,False
786,v2.20G,MOM,MOM.AX,MOM.AX,MOAB MINERALS LIMITED,AU0000240764,ordinary_equity,high,net_new_candidate,no_current_match,True,0.0015,30/06/2026,1,1,False,False
787,v2.20G,MND,MND.AX,MND.AX,MONADELPHOUS GROUP LIMITED,AU000000MND5,ordinary_equity,high,net_new_candidate,no_current_match,True,30.99,30/06/2026,1,1,False,False
788,v2.20G,MVF,MVF.AX,MVF.AX,MONASH IVF GROUP LIMITED,AU000000MVF3,ordinary_equity,high,net_new_candidate,no_current_match,True,0.725,30/06/2026,1,1,False,False
789,v2.20G,MME,MME.AX,MME.AX,MONEYME LIMITED,AU0000066045,ordinary_equity,high,net_new_candidate,no_current_match,True,0.078,30/06/2026,1,1,False,False
790,v2.20G,MRZ,MRZ.AX,MRZ.AX,MONT ROYAL RESOURCES LIMITED,AU0000041758,ordinary_equity,high,net_new_candidate,no_current_match,True,0.135,30/06/2026,1,1,False,False
791,v2.20G,MR1,MR1.AX,MR1.AX,MONTEM RESOURCES LIMITED,AU0000020687,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
792,v2.20G,MNV,MNV.AX,MNV.AX,MONVIA LIMITED,AU0000475188,ordinary_equity,high,net_new_candidate,no_current_match,False,,,1,1,False,False
793,v2.20G,ML8,ML8.AX,ML8.AX,MOONLIGHT RESOURCES LTD,AU0000430498,ordinary_equity,high,net_new_candidate,no_current_match,True,0.16,30/06/2026,1,1,False,False
794,v2.20G,1MC,1MC.AX,1MC.AX,MORELLA CORPORATION LIMITED,AU0000199929,ordinary_equity,high,net_new_candidate,no_current_match,True,0.025,30/06/2026,1,1,False,False
795,v2.20G,MXO,MXO.AX,MXO.AX,MOTIO LTD,AU0000116402,ordinary_equity,high,net_new_candidate,no_current_match,True,0.054,30/06/2026,1,1,False,False
796,v2.20G,MHM,MHM.AX,MHM.AX,MOUNT HOPE MINING LIMITED,AU0000360505,ordinary_equity,high,net_new_candidate,no_current_match,True,0.12,30/06/2026,1,1,False,False
797,v2.20G,MRD,MRD.AX,MRD.AX,MOUNT RIDLEY MINES LIMITED,AU000000MRD6,ordinary_equity,high,net_new_candidate,no_current_match,True,0.021,30/06/2026,1,1,False,False
798,v2.20G,MPR,MPR.AX,MPR.AX,MPR AUSTRALIA LIMITED,AU0000038341,ordinary_equity,high,net_new_candidate,no_current_match,True,0.005,11/12/2025,1,1,False,False
799,v2.20G,MRQ,MRQ.AX,MRQ.AX,MRG METALS LIMITED,AU000000MRQ8,ordinary_equity,high,net_new_candidate,no_current_match,True,0.004,30/06/2026,1,1,False,False
