ticker,company_name,exchange,country,source_provider,source_file,instrument_type,instrument_scope,classification_confidence,classification_reason,sector,industry,market_cap,raw_cik,raw_exchange,provider_precedence,merge_action,merge_reason,isin,currency,mic,source_version,source_url,hkex_category,hkex_subcategory,hkex_board_lot,provider,source_phase,symbol,security_name,instrument_id,product_assignment_group_description,asset_type
GRL.AX,GODOLPHIN RESOURCES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000065195,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GRL.AX,GODOLPHIN RESOURCES LIMITED,GRL,ORDINARY FULLY PAID,ordinary_equity
GD8.AX,GO-DX CORPORATION (AUST) LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=False,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000342644,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GD8.AX,GO-DX CORPORATION (AUST) LIMITED,GD8,NSX - ORDINARY FULLY PAID,ordinary_equity
ZAU.AX,GOLD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity_like,ordinary_or_equity_like_unclassified,medium,ASX v2.20F net_new_candidate; instrument_class=ordinary_or_equity_like_unclassified; match_type=no_current_match; context_match=False,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000ZAU8,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ZAU.AX,GOLD,ZAU,GOLD,ordinary_or_equity_like_unclassified
GA8.AX,GOLDARC RESOURCES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000419624,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GA8.AX,GOLDARC RESOURCES LIMITED,GA8,ORDINARY FULLY PAID,ordinary_equity
GCR.AX,GOLDEN CROSS RESOURCES LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000GCR0,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GCR.AX,GOLDEN CROSS RESOURCES LTD,GCR,ORDINARY FULLY PAID,ordinary_equity
GED.AX,GOLDEN DEEPS LIMITED.,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000GED6,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GED.AX,GOLDEN DEEPS LIMITED.,GED,ORDINARY FULLY PAID,ordinary_equity
GDR.AX,GOLDEN DRAGON MINING LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000420044,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GDR.AX,GOLDEN DRAGON MINING LTD,GDR,ORDINARY FULLY PAID,ordinary_equity
G88.AX,GOLDEN MILE RESOURCES LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000G887,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,G88.AX,GOLDEN MILE RESOURCES LTD,G88,ORDINARY FULLY PAID,ordinary_equity
GMG.AX,GOODMAN GROUP,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000GMG2,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GMG.AX,GOODMAN GROUP,GMG,FULLY PAID ORDINARY/UNITS STAPLED SECURITIES,ordinary_equity
GO1.AX,GOOGLE INC (GOOG) (NASDAQ),ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity_like,ordinary_or_equity_like_unclassified,medium,ASX v2.20F net_new_candidate; instrument_class=ordinary_or_equity_like_unclassified; match_type=no_current_match; context_match=False,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000GO14,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GO1.AX,GOOGLE INC (GOOG) (NASDAQ),GO1,GOOGLE INC (GOOG) (NASDAQ),ordinary_or_equity_like_unclassified
GG8.AX,GORILLA GOLD MINES LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000382079,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GG8.AX,GORILLA GOLD MINES LTD,GG8,ORDINARY FULLY PAID,ordinary_equity
GOW.AX,GOWING BROS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000GOW5,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GOW.AX,GOWING BROS LIMITED,GOW,ORDINARY FULLY PAID,ordinary_equity
GPT.AX,GPT GROUP,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000GPT8,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GPT.AX,GPT GROUP,GPT,FULLY PAID ORDINARY/UNITS STAPLED SECURITIES,ordinary_equity
GQG.AX,GQG PARTNERS INC.,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity_like,ordinary_or_equity_like_unclassified,medium,ASX v2.20F net_new_candidate; instrument_class=ordinary_or_equity_like_unclassified; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000180499,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GQG.AX,GQG PARTNERS INC.,GQG,CDI 1:1 US PERSON PROHIBITED EXCLUDING QIB,ordinary_or_equity_like_unclassified
GNG.AX,GR ENGINEERING SERVICES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000GNG0,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GNG.AX,GR ENGINEERING SERVICES LIMITED,GNG,ORDINARY FULLY PAID,ordinary_equity
GGE.AX,GRAND GULF ENERGY LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000GGE9,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GGE.AX,GRAND GULF ENERGY LIMITED,GGE,ORDINARY FULLY PAID,ordinary_equity
GRR.AX,GRANGE RESOURCES LIMITED.,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000GRR8,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GRR.AX,GRANGE RESOURCES LIMITED.,GRR,ORDINARY FULLY PAID,ordinary_equity
GTI.AX,GRATIFII LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000152183,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GTI.AX,GRATIFII LIMITED,GTI,ORDINARY FULLY PAID,ordinary_equity
GBL.AX,GREAT BEAR EXPLORATION LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000474363,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GBL.AX,GREAT BEAR EXPLORATION LTD,GBL,ORDINARY FULLY PAID,ordinary_equity
GR8.AX,GREAT DIRT RESOURCES LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000297731,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GR8.AX,GREAT DIRT RESOURCES LTD,GR8,ORDINARY FULLY PAID,ordinary_equity
GDM.AX,GREAT DIVIDE MINING LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000284960,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GDM.AX,GREAT DIVIDE MINING LTD,GDM,ORDINARY FULLY PAID,ordinary_equity
GNM.AX,GREAT NORTHERN MINERALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000067092,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GNM.AX,GREAT NORTHERN MINERALS LIMITED,GNM,ORDINARY FULLY PAID,ordinary_equity
GG1.AX,GREEN & GOLD MINERALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000408783,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GG1.AX,GREEN & GOLD MINERALS LIMITED,GG1,ORDINARY FULLY PAID,ordinary_equity
GT1.AX,GREEN TECHNOLOGY METALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000177271,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GT1.AX,GREEN TECHNOLOGY METALS LIMITED,GT1,ORDINARY FULLY PAID,ordinary_equity
GT3.AX,GREEN360 TECHNOLOGIES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000387516,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GT3.AX,GREEN360 TECHNOLOGIES LIMITED,GT3,ORDINARY FULLY PAID,ordinary_equity
GRE.AX,GREENTECH METALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000189375,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GRE.AX,GREENTECH METALS LIMITED,GRE,ORDINARY FULLY PAID,ordinary_equity
GRV.AX,GREENVALE ENERGY LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000GRV0,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GRV.AX,GREENVALE ENERGY LTD,GRV,ORDINARY FULLY PAID,ordinary_equity
GW1.AX,GREENWING RESOURCES LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000166613,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GW1.AX,GREENWING RESOURCES LTD,GW1,ORDINARY FULLY PAID,ordinary_equity
G6M.AX,GROUP 6 METALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000188021,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,G6M.AX,GROUP 6 METALS LIMITED,G6M,ORDINARY FULLY PAID,ordinary_equity
G1C.AX,GROUP ONE CAPITAL LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000423741,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,G1C.AX,GROUP ONE CAPITAL LIMITED,G1C,ORDINARY FULLY PAID,ordinary_equity
GOZ.AX,GROWTHPOINT PROPERTIES AUSTRALIA,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000GOZ8,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GOZ.AX,GROWTHPOINT PROPERTIES AUSTRALIA,GOZ,FULLY PAID ORDINARY/UNITS STAPLED SECURITIES,ordinary_equity
GCI.AX,GRYPHON CAPITAL INCOME TRUST,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000005209,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GCI.AX,GRYPHON CAPITAL INCOME TRUST,GCI,ORDINARY UNITS FULLY PAID,ordinary_equity
GUL.AX,GULLEWA LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000GUL5,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GUL.AX,GULLEWA LIMITED,GUL,ORDINARY FULLY PAID,ordinary_equity
GUM.AX,GUMTREE AUSTRALIA MARKETS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000381691,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GUM.AX,GUMTREE AUSTRALIA MARKETS LIMITED,GUM,ORDINARY FULLY PAID,ordinary_equity
GYG.AX,GUZMAN Y GOMEZ LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000336679,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GYG.AX,GUZMAN Y GOMEZ LIMITED,GYG,ORDINARY FULLY PAID,ordinary_equity
GWA.AX,GWA GROUP LIMITED.,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000GWA4,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GWA.AX,GWA GROUP LIMITED.,GWA,ORDINARY FULLY PAID,ordinary_equity
GRS.AX,GWARDAR RESOURCES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=False,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000477028,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GRS.AX,GWARDAR RESOURCES LIMITED,GRS,ORDINARY FULLY PAID,ordinary_equity
GWR.AX,GWR GROUP LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000GWR8,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,GWR.AX,GWR GROUP LIMITED,GWR,ORDINARY FULLY PAID,ordinary_equity
HCF.AX,H&G HIGH CONVICTION LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000236218,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,HCF.AX,H&G HIGH CONVICTION LIMITED,HCF,ORDINARY FULLY PAID,ordinary_equity
H2G.AX,H2G LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000250680,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,H2G.AX,H2G LIMITED,H2G,ORDINARY FULLY PAID,ordinary_equity
H3E.AX,H3 ENERGY LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000447005,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,H3E.AX,H3 ENERGY LIMITED,H3E,ORDINARY FULLY PAID,ordinary_equity
HG1.AX,HALU GROUP LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=False,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000047326,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,HG1.AX,HALU GROUP LIMITED,HG1,NSX - ORDINARY FULLY PAID,ordinary_equity
HMG.AX,HAMELIN GOLD LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000178071,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,HMG.AX,HAMELIN GOLD LIMITED,HMG,ORDINARY FULLY PAID,ordinary_equity
HMX.AX,HAMMER METALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000HMX5,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,HMX.AX,HAMMER METALS LIMITED,HMX,ORDINARY FULLY PAID,ordinary_equity
