row_number,local_code_raw_text,company_name,market_segment,industry,source_date
2673,6147,"YAMAZAKI CO.,LTD.",Standard Market(Domestic),3600,20260630
2674,6149,"Odawara Engineering Co.,Ltd.",Standard Market(Domestic),3600,20260630
2675,6150,"TAKEDA MACHINERY CO.,LTD.",Standard Market(Domestic),3600,20260630
2676,6151,"NITTO KOHKI CO.,LTD.",Prime Market (Domestic),3600,20260630
2677,6155,"TAKAMATSU MACHINERY CO.,LTD.",Standard Market(Domestic),3600,20260630
2678,6156,A-ONE SEIMITSU INC.,Standard Market(Domestic),3600,20260630
2679,6157,"NS TOOL CO.,LTD.",Standard Market(Domestic),3600,20260630
2680,6158,"WAIDA MFG.CO.,LTD.",Standard Market(Domestic),3600,20260630
2681,6159,"MICRON MACHINERY CO.,LTD.",Standard Market(Domestic),3600,20260630
2682,6161,ESTIC CORPORATION,Standard Market(Domestic),3600,20260630
2683,6165,"PUNCH INDUSTRY CO.,LTD.",Standard Market(Domestic),3600,20260630
2684,6166,"NAKAMURA CHOUKOU CO.,LTD.",Growth Market(Domestic),3600,20260630
2685,6167,"Fuji Die Co.,Ltd.",Prime Market (Domestic),3600,20260630
2687,6171,C.E.Management Integrated Laboratory Co.Ltd,Standard Market(Domestic),9050,20260630
2689,6176,Brangista Inc.,Standard Market(Domestic),9050,20260630
2690,6177,AppBank Inc.,Growth Market(Domestic),9050,20260630
2691,6178,"JAPAN POST HOLDINGS Co.,Ltd.",Prime Market (Domestic),9050,20260630
2692,6180,"GMO Media,Inc.",Growth Market(Domestic),9050,20260630
2693,6181,Tameny Inc.,Growth Market(Domestic),9050,20260630
2694,6182,MetaReal Corporation,Growth Market(Domestic),9050,20260630
2695,6183,"BELLSYSTEM24 HOLDINGS,INC.",Prime Market (Domestic),9050,20260630
2696,6184,"Kamakura Shinsho,Ltd.",Prime Market (Domestic),9050,20260630
2697,6185,SMN Corporation,Standard Market(Domestic),9050,20260630
2698,6186,"ICHIKURA CO.,LTD.",Standard Market(Domestic),9050,20260630
2699,6189,Global Kids Company Corp.,Standard Market(Domestic),9050,20260630
2700,6190,"PhoenixBio Co.,Ltd.",Growth Market(Domestic),9050,20260630
2701,6191,AirTrip Corp.,Prime Market (Domestic),9050,20260630
2702,6193,"Virtualex Holdings,Inc.",Growth Market(Domestic),9050,20260630
2703,6194,"Atrae,Inc.",Prime Market (Domestic),9050,20260630
2704,6195,"HOPE,INC.",Growth Market(Domestic),9050,20260630
2705,6196,"Strike Group Co.,Ltd.",Prime Market (Domestic),9050,20260630
2706,6197,Solasto Corporation,Prime Market (Domestic),9050,20260630
2707,6198,"CAREER CO.,LTD.",Growth Market(Domestic),9050,20260630
2708,6199,"SERAKU Co.,Ltd.",Standard Market(Domestic),5250,20260630
2709,6200,"Insource Co.,Ltd.",Prime Market (Domestic),9050,20260630
2710,6203,"Howa Machinery,Ltd.",Standard Market(Domestic),3600,20260630
2711,6208,"Ishikawa Seisakusho,Ltd.",Standard Market(Domestic),3600,20260630
2712,6209,NPR-RIKEN CORPORATION,Prime Market (Domestic),3600,20260630
2713,6217,TSUDAKOMA Corp.,Standard Market(Domestic),3600,20260630
2714,6218,ENSHU Limited,Standard Market(Domestic),3600,20260630
2715,6222,"SHIMA SEIKI MFG.,LTD.",Prime Market (Domestic),3600,20260630
2716,6223,"Seibu Giken Co.,Ltd.",Standard Market(Domestic),3600,20260630
2717,6224,"JRC Co.,Ltd.",Growth Market(Domestic),3600,20260630
2718,6226,"Moriya Transportation Engineering and Manufacturing Co.,Ltd.",Standard Market(Domestic),3600,20260630
2719,6227,"AIMECHATEC,Ltd.",Standard Market(Domestic),3600,20260630
2720,6228,"J.E.T.Co.,LTD.",Standard Market(Domestic),3600,20260630
2721,6229,OKUMURA ENGINEERING corp.,Standard Market(Domestic),3600,20260630
2722,6230,SANEI LTD.,Standard Market(Domestic),3600,20260630
2723,6231,"KIMURA KOHKI Co.,Ltd.",Standard Market(Domestic),3600,20260630
2724,6232,ACSL Ltd.,Growth Market(Domestic),3600,20260630
2725,6233,KLASS Corporation,Standard Market(Domestic),3600,20260630
2726,6235,"OPTORUN CO.,LTD.",Prime Market (Domestic),3600,20260630
2727,6237,"IWAKI CO.,LTD.",Prime Market (Domestic),3600,20260630
2728,6238,FURYU CORPORATION,Prime Market (Domestic),3600,20260630
2729,6239,NAGAOKA INTERNATIONAL CORPORATION,Standard Market(Domestic),3600,20260630
2730,6240,YAMASHIN-FILTER CORP.,Prime Market (Domestic),3600,20260630
2731,6245,"HIRANO TECSEED CO.,LTD.",Standard Market(Domestic),3600,20260630
2732,6246,Techno Smart Corp.,Standard Market(Domestic),3600,20260630
2733,6247,"HISAKA WORKS,LTD.",Prime Market (Domestic),3600,20260630
2734,6248,"Yokota Manufacturing Co., Ltd.",Standard Market(Domestic),3600,20260630
2735,6249,"Gamecard Holdings,Inc.",Standard Market(Domestic),3600,20260630
2736,6250,YAMABIKO CORPORATION,Prime Market (Domestic),3600,20260630
2737,6254,"Nomura Micro Science Co.,Ltd.",Prime Market (Domestic),3600,20260630
2738,6255,NPC Incorporated,Growth Market(Domestic),3600,20260630
2739,6257,"FUJISHOJI CO.,LTD.",Standard Market(Domestic),3600,20260630
2740,6258,HIRATA Corporation,Prime Market (Domestic),3600,20260630
2741,6262,"PEGASUS CO.,LTD.",Standard Market(Domestic),3600,20260630
2742,6264,"Marumae Co.,Ltd.",Prime Market (Domestic),3600,20260630
2743,6265,CONVUM Ltd.,Standard Market(Domestic),3600,20260630
2744,6266,"TAZMO CO.,LTD.",Prime Market (Domestic),3600,20260630
2745,6267,"GENERAL PACKER CO.,LTD.",Standard Market(Domestic),3600,20260630
2746,6268,Nabtesco Corporation,Prime Market (Domestic),3600,20260630
2747,6269,"MODEC,INC.",Prime Market (Domestic),3600,20260630
2748,6272,"RHEON AUTOMATIC MACHINERY CO.,LTD.",Prime Market (Domestic),3600,20260630
2749,6273,SMC CORPORATION,Prime Market (Domestic),3600,20260630
2750,6276,"SiriusVision CO.,LTD.",Standard Market(Domestic),3650,20260630
2751,6277,HOSOKAWA MICRON CORPORATION,Prime Market (Domestic),3600,20260630
2752,6278,UNION TOOL CO.,Prime Market (Domestic),3600,20260630
2753,6279,ZUIKO CORPORATION,Prime Market (Domestic),3600,20260630
2754,6282,OILES CORPORATION,Prime Market (Domestic),3600,20260630
2755,6284,"NISSEI ASB MACHINE CO.,LTD.",Prime Market (Domestic),3600,20260630
2756,6286,SEIKO CORPORATION,Standard Market(Domestic),3600,20260630
2757,6287,SATO CORPORATION,Prime Market (Domestic),3600,20260630
2758,6289,GIKEN LTD.,Prime Market (Domestic),3600,20260630
2759,6291,"AIRTECH JAPAN,LTD.",Standard Market(Domestic),3600,20260630
2760,6292,"KAWATA MFG. CO.,LTD.",Standard Market(Domestic),3600,20260630
2761,6294,OKADA AIYON CORPORATION,Prime Market (Domestic),3600,20260630
2762,6298,"Y.A.C.HOLDINGS CO.,LTD.",Prime Market (Domestic),3600,20260630
2763,6301,KOMATSU LTD.,Prime Market (Domestic),3600,20260630
2764,6302,"SUMITOMO HEAVY INDUSTRIES,LTD.",Prime Market (Domestic),3600,20260630
2765,6305,"Hitachi Construction Machinery Co.,Ltd.",Prime Market (Domestic),3600,20260630
2766,6306,"NIKKO CO.,LTD.",Prime Market (Domestic),3600,20260630
2767,6307,"SANSEI CO.,LTD.",Standard Market(Domestic),3600,20260630
2768,6309,"TOMOE ENGINEERING CO.,LTD.(TOMOE KOGYO CO.,LTD.)",Prime Market (Domestic),3600,20260630
2769,6310,"ISEKI & CO.,LTD.",Prime Market (Domestic),3600,20260630
2770,6315,TOWA CORPORATION,Prime Market (Domestic),3600,20260630
2771,6316,"MARUYAMA MFG.CO.,INC.",Standard Market(Domestic),3600,20260630
2772,6317,Kitagawa Corporation,Standard Market(Domestic),3600,20260630
2773,6322,TACMINA CORPORATION,Standard Market(Domestic),3600,20260630
2774,6323,RORZE CORPORATION,Prime Market (Domestic),3600,20260630
2775,6324,Harmonic Drive Systems Inc.,Prime Market (Domestic),3600,20260630
2776,6325,"TAKAKITA CO.,LTD.",Standard Market(Domestic),3600,20260630
2777,6326,KUBOTA CORPORATION,Prime Market (Domestic),3600,20260630
2778,6327,"KITAGAWA SEIKI CO.,LTD.",Standard Market(Domestic),3600,20260630
2779,6328,"EBARA JITSUGYO CO.,LTD.",Prime Market (Domestic),3600,20260630
2780,6330,TOYO ENGINEERING CORPORATION,Prime Market (Domestic),2050,20260630
2781,6331,"Mitsubishi Kakoki Kaisha,Ltd.",Prime Market (Domestic),3600,20260630
2782,6332,"TSUKISHIMA HOLDINGS CO.,LTD.",Prime Market (Domestic),3600,20260630
2783,6333,TEIKOKU CORPORATION,Prime Market (Domestic),3600,20260630
2784,6334,"Meiji Machine Co.,Ltd.",Standard Market(Domestic),3600,20260630
2785,6335,"TOKYO KIKAI SEISAKUSHO,LTD.",Standard Market(Domestic),3600,20260630
2786,6336,"ISHII HYOKI CO.,LTD.",Standard Market(Domestic),3600,20260630
2787,6337,TESEC Corporation,Standard Market(Domestic),3600,20260630
2788,6338,Takatori Corporation,Standard Market(Domestic),3600,20260630
2789,6339,"Sintokogio,Ltd.",Prime Market (Domestic),3600,20260630
2790,6340,SHIBUYA CORPORATION,Prime Market (Domestic),3600,20260630
2791,6342,"Taihei Machinery Works,Limited",Standard Market(Domestic),3600,20260630
2792,6343,FREESIA MACROSS CORPORATION,Standard Market(Domestic),3600,20260630
2793,6345,AICHI CORPORATION,Prime Market (Domestic),3600,20260630
2794,6346,"KIKUKAWA ENTERPRISE,INC.",Standard Market(Domestic),3600,20260630
2795,6347,"PLACO CO.,LTD.",Standard Market(Domestic),3600,20260630
2796,6349,KOMORI CORPORATION,Prime Market (Domestic),3600,20260630
2797,6351,"TSURUMI MANUFACTURING CO.,LTD.",Prime Market (Domestic),3600,20260630
2798,6356,"NIPPON GEAR CO.,LTD.",Standard Market(Domestic),3600,20260630
2799,6357,"Sansei Technologies,Inc.",Standard Market(Domestic),3600,20260630
2800,6358,"SAKAI HEAVY INDUSTRIES,LTD.",Prime Market (Domestic),3600,20260630
2801,6360,"TOKYO AUTOMATIC MACHINERY WORKS,LTD.",Standard Market(Domestic),3600,20260630
2802,6361,EBARA CORPORATION,Prime Market (Domestic),3600,20260630
2803,6363,"Torishima Pump Mfg.Co.,Ltd.",Prime Market (Domestic),3600,20260630
2804,6364,AIRMAN CORPORATION,Prime Market (Domestic),3600,20260630
2805,6365,DMW CORPORATION,Standard Market(Domestic),3600,20260630
2806,6366,Chiyoda Corporation,Standard Market(Domestic),2050,20260630
2807,6367,"DAIKIN INDUSTRIES,LTD.",Prime Market (Domestic),3600,20260630
2808,6368,ORGANO CORPORATION,Prime Market (Domestic),3600,20260630
2809,6369,TOYO KANETSU K.K.,Prime Market (Domestic),3600,20260630
2810,6370,Kurita Water Industries Ltd.,Prime Market (Domestic),3600,20260630
2811,6371,TSUBAKIMOTO CHAIN CO.,Prime Market (Domestic),3600,20260630
2812,6376,"NIKKISO CO.,LTD.",Prime Market (Domestic),3750,20260630
2813,6378,"KIMURA CHEMICAL PLANTS CO.,LTD.",Standard Market(Domestic),3600,20260630
2814,6379,RAIZNEXT Corporation,Prime Market (Domestic),2050,20260630
2815,6380,"ORIENTAL CHAIN MFG. CO.,LTD.",Standard Market(Domestic),3600,20260630
2816,6381,ANEST IWATA Corporation,Prime Market (Domestic),3600,20260630
2817,6382,TRINITY INDUSTRIAL CORPORATION,Standard Market(Domestic),3600,20260630
2818,6383,"DAIFUKU CO.,LTD.",Prime Market (Domestic),3600,20260630
2819,6384,"SHOWA SHINKU CO.,LTD.",Standard Market(Domestic),3600,20260630
2820,6387,SAMCO INC.,Prime Market (Domestic),3600,20260630
2821,6390,"KATO WORKS CO.,LTD.",Prime Market (Domestic),3600,20260630
2822,6391,KAJI TECHNOLOGY CORPORATION,Standard Market(Domestic),3600,20260630
2823,6392,YAMADA CORPORATION,Standard Market(Domestic),3600,20260630
2824,6393,"YUKEN KOGYO CO.,LTD.",Standard Market(Domestic),3600,20260630
2825,6395,TADANO LTD.,Prime Market (Domestic),3600,20260630
2826,6396,"Unozawa-gumi Iron Works,Limited",Standard Market(Domestic),3600,20260630
2827,6400,"FUJI SEIKI CO.,LTD.",Standard Market(Domestic),3600,20260630
2828,6402,"KANEMATSU ENGINEERING CO.,LTD.",Standard Market(Domestic),3600,20260630
2829,6405,"Suzumo Machinery Co.,Ltd.",Standard Market(Domestic),3600,20260630
2830,6407,CKD Corporation,Prime Market (Domestic),3600,20260630
2831,6408,"OGURA CLUTCH CO.,LTD.",Standard Market(Domestic),3600,20260630
2832,6412,Heiwa Corporation,Prime Market (Domestic),3600,20260630
2833,6413,RISO KAGAKU CORPORATION,Prime Market (Domestic),3600,20260630
2834,6417,"SANKYO CO.,LTD.",Prime Market (Domestic),3600,20260630
2835,6418,"JAPAN CASH MACHINE CO.,LTD.",Prime Market (Domestic),3600,20260630
2836,6419,Mars Group Holdings Corporation,Prime Market (Domestic),3600,20260630
2837,6420,GALILEI CO.LTD.,Prime Market (Domestic),3600,20260630
2838,6424,"TAKAMISAWA CYBERNETICS COMPANY,LTD.",Standard Market(Domestic),3600,20260630
2839,6425,Universal Entertainment Corporation,Standard Market(Domestic),3600,20260630
2840,6428,OIZUMI Corporation,Standard Market(Domestic),3600,20260630
2841,6430,"DAIKOKU DENKI CO.,LTD.",Prime Market (Domestic),3600,20260630
2842,6432,"TAKEUCHI MFG.CO.,LTD.",Prime Market (Domestic),3600,20260630
2843,6433,"HEPHAIST CO.,LTD.",Standard Market(Domestic),3600,20260630
2844,6436,Amano Corporation,Prime Market (Domestic),3600,20260630
2845,6440,JUKI CORPORATION,Prime Market (Domestic),3600,20260630
2846,6444,SANDEN CORPORATION,Standard Market(Domestic),3600,20260630
2847,6445,JANOME Corporation,Prime Market (Domestic),3600,20260630
2848,6448,"BROTHER INDUSTRIES,LTD.",Prime Market (Domestic),3650,20260630
2849,6454,"MAX CO.,LTD.",Prime Market (Domestic),3600,20260630
2850,6455,MORITA HOLDINGS CORPORATION,Prime Market (Domestic),3700,20260630
2851,6457,GLORY LTD.,Prime Market (Domestic),3600,20260630
2852,6458,SINKO INDUSTRIES LTD.,Prime Market (Domestic),3600,20260630
2853,6459,DAIWA INDUSTRIES LTD.,Prime Market (Domestic),3600,20260630
2854,6460,SEGA SAMMY HOLDINGS INC.,Prime Market (Domestic),3600,20260630
2855,6463,"TPR CO.,LTD.",Prime Market (Domestic),3600,20260630
2856,6464,"TSUBAKI NAKASHIMA CO.,LTD.",Prime Market (Domestic),3600,20260630
2857,6465,HOSHIZAKI CORPORATION,Prime Market (Domestic),3600,20260630
2858,6466,"TVE Co.,Ltd.",Standard Market(Domestic),3600,20260630
2859,6467,NICHIDAI CORPORATION,Standard Market(Domestic),3600,20260630
2860,6469,"HODEN SEIMITSU KAKO KENKYUSHO CO.,LTD.",Standard Market(Domestic),3600,20260630
2861,6470,"TAIHO KOGYO CO.,LTD.",Standard Market(Domestic),3600,20260630
2862,6471,NSK Ltd.,Prime Market (Domestic),3600,20260630
2863,6472,NTN CORPORATION,Prime Market (Domestic),3600,20260630
2864,6473,JTEKT Corporation,Prime Market (Domestic),3600,20260630
2865,6474,NACHI-FUJIKOSHI CORP.,Prime Market (Domestic),3600,20260630
2866,6479,MINEBEA MITSUMI Inc.,Prime Market (Domestic),3650,20260630
2867,6480,"NIPPON THOMPSON CO.,LTD.",Prime Market (Domestic),3600,20260630
2868,6481,"THK CO.,LTD.",Prime Market (Domestic),3600,20260630
2869,6482,Yushin Company,Standard Market(Domestic),3600,20260630
2870,6484,KVK CORPORATION,Standard Market(Domestic),3600,20260630
2871,6485,"MAEZAWA KYUSO INDUSTRIES CO.,LTD.",Standard Market(Domestic),3600,20260630
2872,6486,"EAGLE INDUSTRY CO.,LTD.",Prime Market (Domestic),3600,20260630
2873,6488,Yoshitake Inc.,Standard Market(Domestic),3600,20260630
2874,6490,PILLAR Corporation,Prime Market (Domestic),3600,20260630
2875,6492,OKANO VALVE MFG.CO.LTD.,Standard Market(Domestic),3600,20260630
2876,6493,NITTAN Corporation,Standard Market(Domestic),3700,20260630
2877,6494,"NFK HOLDINGS CO.,Ltd",Standard Market(Domestic),3600,20260630
2878,6495,"MIYAIRI VALVE MFG.CO.,LTD.",Standard Market(Domestic),3600,20260630
2879,6496,"NAKAKITA SEISAKUSHO CO.,LTD.",Standard Market(Domestic),3600,20260630
2880,6497,HAMAI INDUSTRIES LTD,Standard Market(Domestic),3600,20260630
2881,6498,KITZ CORPORATION,Prime Market (Domestic),3600,20260630
2882,6501,"Hitachi,Ltd.",Prime Market (Domestic),3650,20260630
2883,6503,Mitsubishi Electric Corporation,Prime Market (Domestic),3650,20260630
2884,6504,"FUJI ELECTRIC CO.,LTD.",Prime Market (Domestic),3650,20260630
2885,6505,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Standard Market(Domestic),3650,20260630
2886,6506,YASKAWA Electric Corporation,Prime Market (Domestic),3650,20260630
2887,6507,"SINFONIA TECHNOLOGY CO.,LTD.",Prime Market (Domestic),3650,20260630
2888,6508,MEIDENSHA CORPORATION,Prime Market (Domestic),3650,20260630
2889,6513,"Origin Company,Limited",Standard Market(Domestic),3650,20260630
2890,6516,"SANYO DENKI CO.,LTD.",Prime Market (Domestic),3650,20260630
2891,6517,"Denyo Co.,Ltd.",Prime Market (Domestic),3650,20260630
2892,6518,"SANSO ELECTRIC CO.,LTD.",Standard Market(Domestic),3650,20260630
2893,6521,OXIDE Corporation,Growth Market(Domestic),3650,20260630
2894,6522,Asterisk Inc.,Growth Market(Domestic),3650,20260630
2895,6523,PHC Holdings Corporation,Prime Market (Domestic),3650,20260630
2896,6524,"KOHOKU KOGYO CO.,LTD.",Standard Market(Domestic),3650,20260630
2897,6525,KOKUSAI ELECTRIC CORPORATION,Prime Market (Domestic),3650,20260630
2898,6526,Socionext Inc.,Prime Market (Domestic),3650,20260630
2900,6532,"BayCurrent,Inc.",Prime Market (Domestic),9050,20260630
2901,6533,Orchestra Holdings Inc.,Prime Market (Domestic),9050,20260630
2902,6535,"i-mobile Co.,Ltd.",Prime Market (Domestic),9050,20260630
2903,6537,"WASHHOUSE CO.,LTD.",Growth Market(Domestic),9050,20260630
2904,6538,Disruptors Inc.,Standard Market(Domestic),9050,20260630
2905,6539,"MATCHING SERVICE JAPAN CO.,LTD.",Prime Market (Domestic),9050,20260630
2906,6540,SEMBA CORPORATION,Standard Market(Domestic),9050,20260630
2907,6543,NISSEN INC.,Standard Market(Domestic),9050,20260630
2908,6544,"JAPAN ELEVATOR SERVICE HOLDINGS CO.,LTD.",Prime Market (Domestic),9050,20260630
2909,6545,internet infinity INC.,Growth Market(Domestic),9050,20260630
2910,6546,Fulltech Co.Ltd.,Standard Market(Domestic),9050,20260630
2911,6547,"GREENS CO.,LTD.",Standard Market(Domestic),9050,20260630
2912,6548,TABIKOBO Co.Ltd.,Growth Market(Domestic),9050,20260630
2913,6549,"DM Solutions Co.,Ltd",Standard Market(Domestic),9050,20260630
2914,6551,TSUNAGU GROUP HOLDINGS Inc.,Standard Market(Domestic),9050,20260630
2915,6552,"GameWith,Inc.",Standard Market(Domestic),9050,20260630
2916,6554,"SUS Co.,Ltd.",Growth Market(Domestic),9050,20260630
2917,6555,"MS&Consulting Co.,Ltd.",Standard Market(Domestic),9050,20260630
2918,6557,AIAI Group Corporation,Growth Market(Domestic),9050,20260630
2919,6558,"Cookbiz Co.,Ltd.",Growth Market(Domestic),9050,20260630
2920,6560,"LTS,Inc.",Prime Market (Domestic),9050,20260630
2921,6561,"HANATOUR JAPAN CO.,LTD.",Growth Market(Domestic),9050,20260630
2922,6562,"Geniee,Inc.",Growth Market(Domestic),9050,20260630
2923,6563,Mirai Works Inc.,Growth Market(Domestic),9050,20260630
2924,6564,"MIDAC HOLDINGS CO.,LTD.",Prime Market (Domestic),9050,20260630
2925,6566,"KANAME KOGYO CO.,LTD.",Standard Market(Domestic),9050,20260630
2926,6568,"KNC Laboratories Co.,Ltd.",Growth Market(Domestic),9050,20260630
2927,6570,Kyowa Corporation,Standard Market(Domestic),9050,20260630
2928,6571,"QB Net Holdings Co.,Ltd.",Prime Market (Domestic),9050,20260630
2929,6572,"OPEN Group,Inc.",Prime Market (Domestic),9050,20260630
2930,6573,CRAVIA Inc.,Growth Market(Domestic),9050,20260630
2931,6574,Convano Inc.,Growth Market(Domestic),9050,20260630
2933,6577,"Bestone.Com Co.,Ltd",Growth Market(Domestic),9050,20260630
2934,6578,CORREC HOLDINGS Inc.,Standard Market(Domestic),9050,20260630
2935,6579,"logly,Inc.",Growth Market(Domestic),9050,20260630
2936,6580,"Writeup Co.,Ltd.",Growth Market(Domestic),9050,20260630
2937,6584,"Sanoh Industrial Co.,Ltd.",Prime Market (Domestic),3700,20260630
2938,6586,Makita Corporation,Prime Market (Domestic),3600,20260630
2939,6588,TOSHIBA TEC CORPORATION,Prime Market (Domestic),3650,20260630
2940,6590,SHIBAURA MECHATRONICS CORPORATION,Prime Market (Domestic),3650,20260630
2941,6592,"MABUCHI MOTOR CO.,LTD.",Prime Market (Domestic),3650,20260630
2942,6594,NIDEC CORPORATION,Prime Market (Domestic),3650,20260630
2944,6597,HPC SYSTEMS Inc.,Growth Market(Domestic),3650,20260630
2945,6599,"EBRAINS,INC.",Standard Market(Domestic),3650,20260630
2946,6612,BALMUDA Inc.,Growth Market(Domestic),3650,20260630
2947,6613,"QD Laser,Inc.",Growth Market(Domestic),3650,20260630
2948,6614,"Shikino High-Tech CO.,LTD.",Standard Market(Domestic),3650,20260630
2949,6615,"UMC Electronics Co.,Ltd.",Prime Market (Domestic),3650,20260630
2950,6616,TOREX SEMICONDUCTOR LTD.,Prime Market (Domestic),3650,20260630
2951,6617,"TAKAOKA TOKO CO.,LTD.",Prime Market (Domestic),3650,20260630
2952,6619,W-SCOPE Corporation,Prime Market (Domestic),3650,20260630
2953,6620,"Miyakoshi Holdings,Inc.",Prime Market (Domestic),8050,20260630
2954,6622,DAIHEN CORPORATION,Prime Market (Domestic),3650,20260630
2955,6625,JALCO Holdings Inc.,Standard Market(Domestic),8050,20260630
2956,6626,SEMITEC Corporation,Standard Market(Domestic),3650,20260630
2957,6627,"Tera Probe,Inc.",Standard Market(Domestic),3650,20260630
2958,6629,"TECHNO HORIZON CO.,LTD.",Standard Market(Domestic),3650,20260630
2959,6630,YA-MAN LTD.,Prime Market (Domestic),3650,20260630
2960,6632,JVCKENWOOD Corporation,Prime Market (Domestic),3650,20260630
2961,6633,CGS HOLDINGS INC.,Standard Market(Domestic),3650,20260630
2962,6634,JN Group Inc.,Standard Market(Domestic),3650,20260630
2963,6635,KK DI-NIKKO ENGINEERING,Standard Market(Domestic),3650,20260630
2964,6637,"TERASAKI ELECTRIC CO.,LTD.",Standard Market(Domestic),3650,20260630
2965,6638,"MIMAKI ENGINEERING CO.,LTD.",Prime Market (Domestic),3650,20260630
2966,6643,"Togami Electric Mfg.Co.,Ltd.",Standard Market(Domestic),3650,20260630
2967,6644,"Osaki Electric Co.,Ltd.",Prime Market (Domestic),3650,20260630
2968,6645,OMRON Corporation,Prime Market (Domestic),3650,20260630
2969,6647,"MORIO DENKI CO.,LTD.",Standard Market(Domestic),3650,20260630
2970,6648,KAWADEN CORPORATION,Standard Market(Domestic),3650,20260630
2971,6651,NITTO KOGYO CORPORATION,Prime Market (Domestic),3650,20260630
2972,6652,IDEC CORPORATION,Prime Market (Domestic),3650,20260630
2973,6653,"SEIKO ELECTRIC CO.,LTD.",Prime Market (Domestic),3650,20260630
2974,6654,"FUJI ELECTRIC INDUSTRY CO.,LTD.",Standard Market(Domestic),3650,20260630
2975,6656,inspec Inc.,Standard Market(Domestic),3650,20260630
2976,6658,"Shirai Electronics Industrial Co.,Ltd.",Standard Market(Domestic),3650,20260630
2977,6659,"MEDIA LINKS CO.,LTD.",Standard Market(Domestic),3650,20260630
2978,6662,"Ubiteq,INC.",Standard Market(Domestic),3650,20260630
2979,6663,"TAIYO TECHNOLEX CO.,LTD.",Standard Market(Domestic),3650,20260630
2980,6664,"OPTOELECTRONICS CO.,LTD.",Standard Market(Domestic),3650,20260630
2981,6666,RIVER ELETEC CORPORATION,Standard Market(Domestic),3650,20260630
2982,6668,"ADTEC PLASMA TECHNOLOGY CO.,LTD.",Standard Market(Domestic),3650,20260630
2983,6674,GS Yuasa Corporation,Prime Market (Domestic),3650,20260630
2984,6675,"SAXA,Inc.",Standard Market(Domestic),3650,20260630
2985,6676,BUFFALO INC.,Standard Market(Domestic),3650,20260630
2986,6677,"SK-Electronics CO.,LTD.",Standard Market(Domestic),3650,20260630
2987,6678,"Techno Medica Co.,Ltd.",Standard Market(Domestic),3650,20260630
2988,6694,ZOOM CORPORATION,Standard Market(Domestic),3650,20260630
2990,6696,TRaaS On Product Inc.,Growth Market(Domestic),3650,20260630
2991,6699,"DIAMOND ELECTRIC HOLDINGS Co.,Ltd.",Standard Market(Domestic),3650,20260630
2992,6701,NEC Corporation,Prime Market (Domestic),3650,20260630
2993,6702,Fujitsu Limited,Prime Market (Domestic),3650,20260630
2994,6703,"Oki Electric Industry Company,Limited",Prime Market (Domestic),3650,20260630
2995,6706,"DKK Co.,Ltd.",Prime Market (Domestic),3650,20260630
2996,6707,"Sanken Electric Co.,Ltd.",Prime Market (Domestic),3650,20260630
2997,6718,"AIPHONE CO.,LTD.",Prime Market (Domestic),3650,20260630
2998,6721,Wintest Corp.,Standard Market(Domestic),3650,20260630
2999,6723,Renesas Electronics Corporation,Prime Market (Domestic),3650,20260630
3000,6724,SEIKO EPSON CORPORATION,Prime Market (Domestic),3650,20260630
3001,6727,"Wacom Co.,Ltd.",Prime Market (Domestic),3650,20260630
3002,6728,"ULVAC, Inc.",Prime Market (Domestic),3650,20260630
3003,6730,AXELL CORPORATION,Standard Market(Domestic),3650,20260630
3004,6731,PIXELA CORPORATION,Standard Market(Domestic),3650,20260630
3005,6736,SUNCORPORATION,Standard Market(Domestic),3650,20260630
3006,6737,EIZO Corporation,Prime Market (Domestic),3650,20260630
3007,6740,Japan Display Inc.,Prime Market (Domestic),3650,20260630
3008,6741,"Nippon Signal Company,Limited",Prime Market (Domestic),3650,20260630
3009,6742,"Kyosan Electric Manufacturing Co.,Ltd.",Prime Market (Domestic),3650,20260630
3010,6743,"Daido Signal Co.,Ltd.",Standard Market(Domestic),3650,20260630
3011,6744,NOHMI BOSAI LTD.,Prime Market (Domestic),3650,20260630
3012,6745,HOCHIKI CORPORATION,Prime Market (Domestic),3650,20260630
3013,6748,"SEIWA ELECTRIC MFG. CO.,LTD.",Standard Market(Domestic),3650,20260630
3014,6750,"ELECOM CO.,LTD.",Prime Market (Domestic),3650,20260630
3015,6752,Panasonic Holdings Corporation,Prime Market (Domestic),3650,20260630
3016,6753,Sharp Corporation,Prime Market (Domestic),3650,20260630
3017,6754,ANRITSU CORPORATION,Prime Market (Domestic),3650,20260630
3018,6757,"OSG CORPORATION CO.,LTD.",Standard Market(Domestic),3650,20260630
3019,6758,SONY GROUP CORPORATION,Prime Market (Domestic),3650,20260630
3020,6762,TDK Corporation,Prime Market (Domestic),3650,20260630
3021,6763,"Teikoku Tsushin Kogyo Co.,Ltd.",Prime Market (Domestic),3650,20260630
3022,6768,TAMURA CORPORATION,Prime Market (Domestic),3650,20260630
3023,6769,"THine Electronics,Inc.",Standard Market(Domestic),3650,20260630
3024,6770,"ALPS ALPINE CO.,LTD.",Prime Market (Domestic),3650,20260630
3025,6771,"IKEGAMI TSUSHINKI CO.,LTD.",Standard Market(Domestic),3650,20260630
