research_rank,asset_id,ticker,company_name,exchange,cik,candidate_matrix_status,evidence_level,experimental_score,score_bucket,fundamentals_quality_score,growth_momentum_score,profitability_cashflow_score,price_momentum_trend_score,risk_liquidity_score,top_positive_drivers,top_risk_drivers,missing_reason,experimental_score_notes,scoring_calculated,ranking_calculated,recommendation_generated,phase
266,U00434,BODI,"The Beachbody Company, Inc. - Class A Common Stock",NASDAQ,0001826889,CANDIDATE_MATRIX_READY,high,32.1439,INVESTIGATE_LOW,46.5315,0.0,61.8923,17.6134,22.8335,positive profitability/FCF signal; positive 12m momentum,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
267,U00200,AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ,0001387467,CANDIDATE_MATRIX_READY,high,32.0696,INVESTIGATE_LOW,60.4989,11.2865,12.7536,26.5843,37.9504,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
268,U00569,CDXS,"Codexis, Inc. - Common Stock",NASDAQ,0001200375,CANDIDATE_MATRIX_READY,high,31.8645,INVESTIGATE_LOW,45.2649,56.5456,0.0,21.511,26.7371,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
269,U00250,ARVN,"Arvinas, Inc. - Common Stock",NASDAQ,0001655759,CANDIDATE_MATRIX_READY,high,31.8055,INVESTIGATE_LOW,47.1479,27.0662,0.0,35.1707,52.1377,positive 12m momentum,large 12m drawdown; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
270,U00163,AMAL,Amalgamated Financial Corp. - Common Stock,NASDAQ,0001823608,CANDIDATE_MATRIX_READY,high,31.8006,INVESTIGATE_LOW,22.8662,12.0131,0.0,77.9158,69.5491,positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
271,U00197,ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,NASDAQ,0002044255,CANDIDATE_MATRIX_READY,high,31.695,INVESTIGATE_LOW,51.32,0.0,72.7648,0.0,17.4608,positive profitability/FCF signal,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
272,U00195,ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,NASDAQ,0002031688,CANDIDATE_MATRIX_READY,high,30.9294,INVESTIGATE_LOW,56.0949,0.0,53.3238,0.0,34.3613,positive profitability/FCF signal,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
273,U00542,CCBG,Capital City Bank Group - Common Stock,NASDAQ,0000726601,CANDIDATE_MATRIX_READY,high,30.8975,INVESTIGATE_LOW,24.0338,12.6321,0.0,69.7947,72.0203,positive price trend; positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
274,U00118,AIRS,"AirSculpt Technologies, Inc. - Common Stock",NASDAQ,0001870940,CANDIDATE_MATRIX_READY,high,30.6091,INVESTIGATE_LOW,49.216,0.0,45.0444,20.7212,26.9115,positive profitability/FCF signal,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
275,U00264,ASTC,Astrotech Corporation - Common Stock,NASDAQ,0001001907,CANDIDATE_MATRIX_READY,high,30.575,INVESTIGATE_LOW,44.2732,0.0,0.0,70.0002,32.9297,positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
276,U00553,CCNE,CNB Financial Corporation - Common Stock,NASDAQ,0000736772,CANDIDATE_MATRIX_READY,high,30.5475,INVESTIGATE_LOW,23.3238,12.3514,0.0,70.2364,70.3283,positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
277,U00446,BPOP,"Popular, Inc. - Common Stock",NASDAQ,0000763901,CANDIDATE_MATRIX_READY,high,30.4922,INVESTIGATE_LOW,22.654,11.2271,0.0,72.1025,70.3006,positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
278,U00607,CHCO,City Holding Company - Common Stock,NASDAQ,0000726854,CANDIDATE_MATRIX_READY,high,30.4219,INVESTIGATE_LOW,23.8545,12.5925,0.0,66.8794,73.7114,positive price trend; positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
279,U00527,CATY,Cathay General Bancorp - Common Stock,NASDAQ,0000861842,CANDIDATE_MATRIX_READY,high,30.3388,INVESTIGATE_LOW,23.8636,10.6671,0.0,69.2262,72.0105,positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
280,U00389,BIAF,"bioAffinity Technologies, Inc. - Common Stock",NASDAQ,0001712762,CANDIDATE_MATRIX_READY,high,29.9383,INVESTIGATE_LOW,40.6594,15.0,0.0,58.1225,31.1597,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
281,U00351,BCAL,California BanCorp - Common Stock,NASDAQ,0001795815,CANDIDATE_MATRIX_READY,high,29.7011,INVESTIGATE_LOW,24.5745,10.7088,0.0,64.7227,72.4241,positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
282,U00485,BVFL,"BV Financial, Inc. - Common Stock",NASDAQ,0001302387,CANDIDATE_MATRIX_READY,high,29.5514,INVESTIGATE_LOW,26.4477,9.2467,0.0,62.726,72.2255,positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
283,U00344,BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",NASDAQ,0001099160,CANDIDATE_MATRIX_READY,high,29.1785,INVESTIGATE_LOW,27.0205,4.0301,6.8317,87.0,15.0,positive 12m momentum,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
284,U00453,BRFH,Barfresh Food Group Inc. - Common Stock,NASDAQ,0001487197,CANDIDATE_MATRIX_READY,high,29.1075,INVESTIGATE_LOW,44.6862,62.5319,1.9268,0.0,28.099,positive revenue growth,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
285,U00487,BWB,"Bridgewater Bancshares, Inc. - Common Stock",NASDAQ,0001341317,CANDIDATE_MATRIX_READY,high,28.9773,INVESTIGATE_LOW,23.0603,11.0642,0.0,64.8049,68.8542,positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
286,U00468,BSVN,Bank7 Corp. - Common stock,NASDAQ,0001746129,CANDIDATE_MATRIX_READY,high,28.6099,INVESTIGATE_LOW,24.0903,12.5585,0.0,61.903,64.9052,positive price trend; positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
287,U00587,CETX,Cemtrex Inc. - Common Stock,NASDAQ,0001435064,CANDIDATE_MATRIX_READY,high,28.3257,INVESTIGATE_LOW,44.8243,54.1916,10.1464,0.0,20.1077,positive revenue growth,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
288,U00378,BFST,"Business First Bancshares, Inc. - Common Stock",NASDAQ,0001624322,CANDIDATE_MATRIX_READY,high,28.2369,INVESTIGATE_LOW,23.4938,10.2428,0.0,60.2656,70.8705,positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
289,U00229,ARBE,Arbe Robotics Ltd. - Ordinary Shares,NASDAQ,0001861841,CANDIDATE_MATRIX_READY,high,27.9959,INVESTIGATE_LOW,38.5031,62.9688,0.0,1.756,35.0,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
290,U00174,AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",NASDAQ,0001862463,CANDIDATE_MATRIX_READY,high,27.9,INVESTIGATE_LOW,20.0,15.0,0.0,87.0,15.0,positive 12m momentum,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
291,U00472,BTBT,"Bit Digital, Inc. - Ordinary Share",NASDAQ,0001710350,CANDIDATE_MATRIX_READY,high,27.7816,INVESTIGATE_LOW,52.0574,41.7988,0.0,1.6766,34.6931,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
292,U00467,BSRR,Sierra Bancorp - Common Stock,NASDAQ,0001130144,CANDIDATE_MATRIX_READY,high,27.6626,INVESTIGATE_LOW,23.049,6.6745,0.0,62.282,69.5663,positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
293,U00530,CBFV,"CB Financial Services, Inc. - Common Stock",NASDAQ,0001605301,CANDIDATE_MATRIX_READY,high,27.2824,INVESTIGATE_LOW,23.2572,10.7611,0.0,55.705,70.1204,positive price trend; positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
294,U00240,AROW,Arrow Financial Corporation - Common Stock,NASDAQ,0000717538,CANDIDATE_MATRIX_READY,high,27.2589,INVESTIGATE_LOW,23.1084,5.6308,0.0,60.8411,70.3199,positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
295,U00438,BOLT,"Bolt Biotherapeutics, Inc. - Common Stock",NASDAQ,0001641281,CANDIDATE_MATRIX_READY,high,27.1683,INVESTIGATE_LOW,43.2572,35.0867,0.0,16.8186,38.1003,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
296,U00588,CETY,"Clean Energy Technologies, Inc. - Common Stock",NASDAQ,0001329606,CANDIDATE_MATRIX_READY,high,27.1539,INVESTIGATE_LOW,40.1027,15.0,0.0,46.0909,29.0492,positive price trend,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
297,U00298,AUR,"Aurora Innovation, Inc. - Class A Common Stock",NASDAQ,0001828108,CANDIDATE_MATRIX_READY,high,27.1136,INVESTIGATE_LOW,45.0,0.0,0.0,41.5357,53.0649,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
298,U00492,BYAH,"Park Ha Biological Technology Co., Ltd. - Class A Ordinary Shares",NASDAQ,0001986247,CANDIDATE_MATRIX_READY,high,26.9731,INVESTIGATE_LOW,50.827,43.0045,0.0,0.0,31.2412,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
299,U00375,BFC,Bank First Corporation - Common Stock,NASDAQ,0001746109,CANDIDATE_MATRIX_READY,high,26.9556,INVESTIGATE_LOW,24.5722,9.3624,0.0,52.828,71.4584,positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
300,U00225,AQST,"Aquestive Therapeutics, Inc. - Common Stock",NASDAQ,0001398733,CANDIDATE_MATRIX_READY,high,26.9371,INVESTIGATE_LOW,20.0,14.7826,0.0,73.9691,31.8679,positive 12m momentum,balance-sheet risk flag; large 12m drawdown; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
301,U00557,CCTG,CCSC Technology International Holdings Limited - Class A Ordinary Shares,NASDAQ,0001931717,CANDIDATE_MATRIX_READY,high,26.8932,INVESTIGATE_LOW,48.6114,27.1243,0.0,18.674,31.5015,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
302,U00391,BIOA,"BioAge Labs, Inc. - Common Stock",NASDAQ,0001709941,CANDIDATE_MATRIX_READY,high,26.1178,INVESTIGATE_LOW,45.0,0.0,0.0,45.0,36.1775,positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
303,U00635,CJMB,Callan JMB Inc. - Common Stock,NASDAQ,0002032545,CANDIDATE_MATRIX_READY,high,25.9492,INVESTIGATE_LOW,35.9818,15.0,0.0,48.0514,25.4442,positive price trend,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
304,U00387,BHRB,Burke & Herbert Financial Services Corp. - Common Stock,NASDAQ,0001964333,CANDIDATE_MATRIX_READY,high,25.9377,INVESTIGATE_LOW,23.4529,11.0128,0.0,47.9107,71.171,positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
305,U00122,AKAM,"Akamai Technologies, Inc. - Common Stock",NASDAQ,0001086222,CANDIDATE_MATRIX_READY,high,25.832,INVESTIGATE_LOW,34.1194,0.0,0.0,54.2815,47.3984,positive 12m momentum,high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
306,U00146,ALMS,Alumis Inc. - Common Stock,NASDAQ,0001847367,CANDIDATE_MATRIX_READY,high,24.9059,INVESTIGATE_LOW,42.2329,0.0,0.0,45.0,32.3604,positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
307,U00537,CBSH,"Commerce Bancshares, Inc. - Common Stock",NASDAQ,0000022356,CANDIDATE_MATRIX_READY,high,24.6855,INVESTIGATE_LOW,23.7087,12.1109,0.0,41.027,69.4528,limited positive signal detail,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
308,U00336,BANR,Banner Corporation - Common Stock,NASDAQ,0000946673,CANDIDATE_MATRIX_READY,high,24.6389,INVESTIGATE_LOW,23.8082,8.7959,0.0,43.403,70.5661,positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
309,U00444,BOXL,Boxlight Corporation - Class A Common Stock,NASDAQ,0001624512,CANDIDATE_MATRIX_READY,high,24.3728,INVESTIGATE_LOW,26.4671,15.0,9.4831,50.0,15.3602,positive price trend,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
310,U00239,ARKR,Ark Restaurants Corp. - Common Stock,NASDAQ,0000779544,CANDIDATE_MATRIX_READY,high,23.9956,INVESTIGATE_LOW,43.737,1.9412,19.3608,10.6044,44.9325,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
311,U00293,AUC,ATIF Holdings Limited - Ordinary Shares,NASDAQ,0001755058,CANDIDATE_MATRIX_READY,high,23.7147,INVESTIGATE_LOW,38.75,1.3136,0.0,42.1543,33.9615,positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
312,U00284,ATOM,Atomera Incorporated - Common Stock,NASDAQ,0001420520,CANDIDATE_MATRIX_READY,high,23.6754,INVESTIGATE_LOW,45.0,0.0,0.0,33.677,34.3998,positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
313,U00499,BZFD,"BuzzFeed, Inc. - Class A Common Stock",NASDAQ,0001828972,CANDIDATE_MATRIX_READY,high,23.2318,INVESTIGATE_LOW,38.6553,11.3496,3.0589,32.5853,22.3648,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
314,U00326,AYTU,"Aytu BioPharma, Inc. - Common Stock",NASDAQ,0001385818,CANDIDATE_MATRIX_READY,high,23.2081,INVESTIGATE_LOW,26.6389,9.1667,9.3909,22.9291,69.1913,limited positive signal detail,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
315,U00131,ALEC,"Alector, Inc. - Common Stock",NASDAQ,0001653087,CANDIDATE_MATRIX_READY,high,22.0145,INVESTIGATE_LOW,23.3446,13.4448,0.0,50.6708,21.8797,positive 12m momentum,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
316,U00358,BCML,BayCom Corp - Common Stock,NASDAQ,0001730984,CANDIDATE_MATRIX_READY,high,20.9796,INVESTIGATE_LOW,24.177,3.9183,0.0,30.2685,68.8913,limited positive signal detail,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
317,U00107,AIHS,Senmiao Technology Limited - Common Stock,NASDAQ,0001711012,CANDIDATE_MATRIX_READY,high,20.8712,INVESTIGATE_LOW,20.0,15.0,0.0,50.6836,17.3451,positive price trend,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
318,U00073,AEI,Alset Inc. - Common Stock,NASDAQ,0001750106,CANDIDATE_MATRIX_READY,high,20.7971,INVESTIGATE_LOW,45.0,3.1788,0.0,14.7341,37.1454,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
319,U00422,BMR,Beamr Imaging Ltd. - Ordinary Share,NASDAQ,0001899005,CANDIDATE_MATRIX_READY,high,20.3385,INVESTIGATE_LOW,28.3264,36.3055,0.0,0.0,45.795,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
320,U00561,CDLX,"Cardlytics, Inc. - Common Stock",NASDAQ,0001666071,CANDIDATE_MATRIX_READY,high,19.9445,INVESTIGATE_LOW,31.3383,0.0,43.6387,0.0,18.1523,positive profitability/FCF signal,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
321,U00575,CELU,Celularity Inc. - Class A Common Stock,NASDAQ,0001752828,CANDIDATE_MATRIX_READY,high,19.8406,INVESTIGATE_LOW,20.0,15.0,0.0,46.703,15.0,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
322,U00111,AIOS,AIOS Tech Inc. - Class A Common Shares,NASDAQ,0001603993,CANDIDATE_MATRIX_READY,high,19.5115,INVESTIGATE_LOW,45.0,2.1953,0.0,10.8233,34.0778,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
323,U00334,BANF,BancFirst Corporation - Common Stock,NASDAQ,0000760498,CANDIDATE_MATRIX_READY,high,18.8229,INVESTIGATE_LOW,23.9984,4.4862,0.0,21.0807,65.1005,limited positive signal detail,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
324,U00310,AVNW,"Aviat Networks, Inc. - Common Stock",NASDAQ,0001377789,CANDIDATE_MATRIX_READY,high,18.4611,INVESTIGATE_LOW,34.5473,6.7384,0.0,11.7883,43.9155,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
325,U00179,AMSC,American Superconductor Corporation - Common Stock,NASDAQ,0000880807,CANDIDATE_MATRIX_READY,high,18.3939,INVESTIGATE_LOW,42.6931,0.0,0.0,6.8567,42.1459,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
326,U00383,BGLC,BioNexus Gene Lab Corp - Common stock,NASDAQ,0001737523,CANDIDATE_MATRIX_READY,high,17.7989,INVESTIGATE_LOW,45.0,0.0,0.0,0.0,42.9886,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
327,U00538,CBUS,"Cibus, Inc. - Class A Common Stock",NASDAQ,0001705843,CANDIDATE_MATRIX_READY,high,17.7383,INVESTIGATE_LOW,24.4428,12.03,0.0,31.4952,17.0037,positive 12m momentum,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
328,U00369,BEEM,Beam Global - Common Stock,NASDAQ,0001398805,CANDIDATE_MATRIX_READY,high,17.5582,INVESTIGATE_LOW,38.733,3.1667,0.0,10.5558,31.9376,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
329,U00560,CDIO,Cardio Diagnostics Holdings Inc. - Common stock,NASDAQ,0001870144,CANDIDATE_MATRIX_READY,high,17.5084,INVESTIGATE_LOW,45.0,1.3953,0.0,1.6612,33.9709,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
330,U00417,BMBL,Bumble Inc. - common stock,NASDAQ,0001830043,CANDIDATE_MATRIX_READY,high,17.2695,INVESTIGATE_LOW,39.6422,2.2045,0.0,6.965,35.4294,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
331,U00632,CISO,"CISO Global, Inc. - Common Stock",NASDAQ,0001777319,CANDIDATE_MATRIX_READY,high,16.5097,INVESTIGATE_LOW,43.6165,0.0,0.0,0.0,34.2479,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
332,U00363,BDMD,Baird Medical Investment Holdings Ltd - Ordinary Share,NASDAQ,0001982444,CANDIDATE_MATRIX_READY,high,16.3913,INVESTIGATE_LOW,39.4458,1.2687,7.0789,0.7904,27.2997,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
333,U00277,ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,NASDAQ,0001967621,CANDIDATE_MATRIX_READY,high,15.9166,INVESTIGATE_LOW,41.5844,0.0,0.0,0.0,34.4125,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
334,U00282,ATLX,Atlas Lithium Corporation - Common Stock,NASDAQ,0001540684,CANDIDATE_MATRIX_READY,high,15.6893,INVESTIGATE_LOW,39.1429,0.0,0.0,0.0,39.4646,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
